"NAME_SET","nci60","ctrp","gdscDec15","ccle","nciSclc","almanac","sarcoma","lantern","lantnci","ncats","uniSarcoma","tncats","ukhyun","ancats","acc","nob","prism","gdsc1","gdsc2","accorg","pdxEwing"
"1240299-33-5|AZD-3514|AZD3514|CHEMBL2346976|;1-[4-[2-(4-[1-[3-(TRIFLUOROMETHYL)-7,8-DIHYDRO[1,2,4]TR...|A-1232|1-[4-[2-(4-[1-[3-(TRIFLUOROMETHYL)-7,8-DIHYDRO[1,2,4]TRI...|765776","765776","NA","NA","NA","765776","NA","NA","NA","NA","NA","NA","azd-3514","NA","azd-3514","NA","NA","NA","AZD3514","NA","NA","NA"
"AZD-4547|AZD4547|INB0001243|;AZD-4547;INB0001243|764239","764239","AZD4547","NA","NA","764239","NA","764239","NA","NA","NA","764239","azd-4547","NA","azd-4547","NA","NA","AZD4547","AZD4547_1135|AZD4547_1497","AZD4547","NA","NA"
"1143532-39-1|AZD 5363|AZD-5363|AZD5363|UNII-WFR23M21IE|A-1183|4-AMINO-N-[(1S)-1-(4-CHLOROPHENYL)-3-HYDROXYPROPYL]-1-(7...|;4-AMINO-N-[(1S)-1-(4-CHLOROPHENYL)-3-HYDROXYPROPYL]-1-(...|764039|CAPIVASERTIB","764039","NA","NA","NA","764039","NA","764039","NA","NA","NA","764039","azd-5363","NA","azd-5363","764039","NA","AZD5363","Capivasertib","AZD5363","764039","NA"
"606143-52-6|ARRY-142886|AZD 6244|AZD-6244|AZD6244|SELUMETINIB|741078","741078","selumetinib","selumetinib","AZD6244","741078","NA","NA","NA","741078","NA","NA","selumetinib","NA","selumetinib","NA","NA","selumetinib","Selumetinib_1062|Selumetinib_1498","Selumetinib_1062|Selumetinib_1736","NA","NA"
"860352-01-8|AZD 7762|AZD-7762|AZD7762|757148","757148","AZD7762","AZD7762","NA","757148","NA","757148","NA","757148","NA","757148","azd-7762","NA","azd-7762","NA","NA","AZD7762","AZD7762_1022|AZD7762_1402","AZD7762","NA","NA"
"1009298-09-2|AZD 8055|AZD-8055|AZD8055|758871","758871","AZD8055","AZD8055","NA","758871","NA","758871","NA","758871","NA","758871","azd-8055","NA","azd-8055","NA","NA","AZD8055","AZD8055","AZD8055","NA","NA"
"869357-68-6|ARRY-424704|ARRY-704|AZD-8330|AZD8330|A-1245|772563","772563","NA","NA","NA","772563","NA","NA","NA","NA","NA","NA","azd-8330","NA","azd-8330","NA","NA","AZD8330","NA","NA","NA","NA"
"848942-61-0|AZD-8931|AZD8931|AZD8931 (SAPITINIB)|SAPITINIB|1-PIPERIDINEACETAMIDE, 4-[[4-[(3-CHLORO-2-FLUOROPHENYL)A...|758005","758005","NA","NA","NA","758005","NA","758005","NA","NA","NA","758005","sapitinib","NA","sapitinib","NA","NA","NA","AZD8931","Sapitinib","NA","NA"
"AZD-6482|NA|799349|AZD6482","799349","AZD6482","AZD6482_156|AZD6482_1066","NA","NA","NA","NA","NA","NA","NA","NA","azd-6482","NA","azd-6482","NA","NA","AZD6482","AZD6482_156|AZD6482_1066","AZD6482","NA","NA"
"5PT0QP06X5|BAL-101553|LISAVANBULIN|LISAVANBULIN [INN]|SCHEMBL1160313|UNII-5PT0QP06X5","NA","NA","NA","NA","764608","NA","764608","NA","NA","NA","764608","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"4O2A|BAL-27862|CHEMBL3422109|LSFOZQQVTWFMNS-UHFFFAOYSA-N|SCHEMBL1160317","NA","NA","NA","NA","762598","NA","762598","NA","NA","NA","762598","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"331244-89-4|BAM7|CHEMBL3417395|BAM-7","NA","NA","NA","NA","768536","NA","NA","NA","NA","NA","NA","bam-7","NA","bam-7","NA","NA","BAM7","BAM7","NA","NA","NA"
"BARDOXOLONE METHYL|CDDO-ME|713200|BARDOXOLONE-METHYL","713200","bardoxolone methyl","NA","NA","NA","NA","NA","NA","NA","NA","NA","bardoxolone methyl","NA","bardoxolone methyl","NA","NA","bardoxolone|bardoxolone-methyl","NA","NA","NA","NA"
"67199-66-0|BATRACYLIN|BAY H 2049|DANIQUIDONE|NSC-320846|320846","320846","NA","NA","NA","NA","NA","NA","NA","320846","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BAY 61-3606|766992|BAY61-3606|BAY-61-3606","766992","NA","BAY 61-3606","NA","766992","NA","766992","NA","766992","NA","766992","bay61-3606","NA","bay61-3606","NA","NA","NA","BAY-61-3606","NA","NA","NA"
"COPANLISIB|BAY-80-6946|ALIQOPA|SRS18|809693","809693","NA","NA","NA","760443","NA","760443","NA","NA","NA","760443","copanlisib","NA","copanlisib","NA","NA","NA","NA","NA","NA","NA"
"BDF00016096","NA","NA","BDF00016096","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"414864-00-9|BELINOSTAT|BELINOSTAT (PXD101)|PXD-101|PXD101|726630|758774","726630|758774","belinostat","PXD101, Belinostat","NA","758774","NA","758774","NA","726630|758774","NA","758774","belinostat","NA","belinostat","NA","NA","belinostat","Belinostat","NA","NA","NA"
"618-39-3|BEN|BENZAMIDINE|BENZENECARBOXIMIDAMIDE|BENZIMIDAMIDE|PHENYLAMIDINE|281612","281612","NA","BEN","NA","NA","NA","NA","NA","281612","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"16506-27-7|BENDAMUSTINA [SPANISH]|BENDAMUSTINE|BENDAMUSTINUM [LATIN]|BENDEKA|138783","138783","bendamustine","NA","NA","138783","NA","NA","NA","138783","NA","NA","bendamustine","NA","bendamustine","NA","NA","bendamustine","NA","NA","NA","NA"
"BENZIMATE|109874","109874","NA","NA","NA","NA","NA","NA","NA","109874","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"153559-49-0|BEXAROTENE|TARGRETIN|TARGRETYN|TARGREXIN","NA","bexarotene","Bexarotene","NA","NA","NA","NA","NA","NA","NA","NA","bexarotene","NA","bexarotene","NA","NA","bexarotene","Bexarotene","NA","NA","NA"
"DACTOLISIB|NA|800085|NVP-BEZ235","800085","NVP-BEZ235","NVP-BEZ235","NA","751249","NA","751249","NA","NA","NA","751249","dactolisib","NA","dactolisib","NA","NA","NVP-BEZ235","Dactolisib","Dactolisib","NA","NA"
"872511-34-7|BGJ 398|BGJ-398|BGJ398|NVP-BGJ398|CT-BGJ398|3-(2,6-DICHLORO-3,5-DIMETHOXYPHENYL)-1-(6-(4-(4-ETHYLPIP...|INFRIGATINIB|764487|INFIGRATINIB","764487","NA","NA","NA","764487","NA","764487","NA","NA","NA","764487","infigratinib","NA","infigratinib","764487","NA","NA","NA","NA","764487","NA"
"1245537-68-1|BGT-226|BGT226|NVP-BGT226|UNII-4YG62LG876","NA","NA","NA","NA","773095","NA","NA","NA","NA","NA","NA","nvp-bgt226","NA","nvp-bgt226","NA","NA","BGT226","NA","NA","NA","NA"
"755038-02-9|BI 2536|BI-2536|BI2536|UNII-4LJG22T9C6|755983","755983","BI-2536","BI-2536","NA","755983","NA","755983","NA","755983","NA","755983","bi-2536","NA","bi-2536","NA","NA","BI-2536","BI-2536","BI-2536","NA","NA"
"755038-65-4|BI 6727|BI-6727|UNII-6EM57086EA|VOLASERTIB|KIN0000713|757149","757149","NA","NA","NA","757149","NA","757149","NA","NA","NA","757149","volasertib","NA","volasertib","NA","NA","volasertib","NA","NA","NA","NA"
"BIA","NA","NA","NA","NA","764238","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BIBF 1120|BIBF-1120|INTEDANIB|NINTEDANIB|VARGATEF","NA","nintedanib","NA","NA","756659","NA","756659","NA","NA","NA","756659","nintedanib","NA","nintedanib","NA","NA","nintedanib","BIBF-1120","NA","NA","NA"
"90357-06-5|BICALUTAMIDE|CASODEX|COSUDEX|ICI 176334|(S)-BICALUTAMIDE","NA","NA","Bicalutamide_150|Bicalutamide_1502","NA","NA","NA","NA","NA","NA","NA","NA","bicalutamide","NA","bicalutamide","NA","NA","bicalutamide","Bicalutamide_150|Bicalutamide_1502","Bicalutamide","NA","NA"
"892546-37-1|AOB6169|BIM-46187|PH-064|SCHEMBL1414707","NA","NA","NA","NA","760842","NA","760842","NA","NA","NA","760842","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BIRB 0796|DORAMAPIMOD","NA","NA","BIRB 0796","NA","NA","NA","NA","NA","NA","NA","NA","doramapimod","NA","doramapimod","NA","NA","NA","Doramapimod","Doramapimod","NA","NA"
"1260251-31-7|BIRINAPANT|BIRINAPANT (TL32711)|TL-32711|UNII-6O4Z07B57R|;TL32711;866314;BIRINAPANT |TL32711|BIRINAPANT (USAN)|866314|767128","767128","birinapant","NA","NA","767128","NA","NA","NA","NA","NA","NA","birinapant","NA","birinapant","NA","NA","birinapant","NA","NA","NA","NA"
"1094614-85-3|BIX 02189|BIX-02189|BIX02189","NA","NA","BIX02189","NA","NA","NA","NA","NA","NA","NA","NA","bix-02189","NA","bix-02189","NA","NA","NA","BIX02189","NA","NA","NA"
"944396-07-0|BKM-120|BUPARLISIB|NVP-BKM-120|NVP-BKM120","NA","NA","NA","NA","754353","NA","754353","NA","NA","NA","754353","buparlisib","NA","buparlisib","NA","NA","buparlisib","NA","Buparlisib","NA","NA"
"BLEOMICIN|BLEOMICINA|BLEOMYCIN|BLEOMYCINE|BLEOMYCINS|BLEOMYCINUM|125066|758612|BLEOMYCIN SULFATE|BLEOMYCIN (50 UM)|BLEOMYCIN A2|BLEOMYCIN (10 UM)","125066|758612","bleomycin A2","Bleomycin|Bleomycin_NSC_125066|Bleomycin (50 uM)","NA","125066","NA","125066","NA","125066|758612","NA","125066","bleomycin sulfate","NA","bleomycin sulfate","NA","NA","NA","Bleomycin|Bleomycin (50 uM)|Bleomycin (10 uM)","Bleomycin (50 uM)|Bleomycin","NA","NA"
"953769-46-5|BLZ 945|BLZ-945|BLZ945|UNII-7W3V82OQ0P","NA","NA","NA","NA","758006","NA","NA","NA","NA","NA","NA","blz-945","NA","blz-945","NA","NA","NA","NA","NA","NA","NA"
"516480-79-8|BML-277|CHEMBL179583|CHK2 INHIBITOR II|CHK2 INHIBITOR II HYDRATE|339253|SC-200700|C3742|741899","741899","NA","NA","NA","741899","NA","NA","NA","NA","NA","NA","bml-277","NA","bml-277","NA","NA","NA","NA","NA","NA","NA"
"1207456-01-6|BMN 673|BMN-673|TALAZOPARIB|UNII-9QHX048FRV|765396|727125|BMN-673 (RACEMATE)|LT-00673|BMN-673 (RACEMIC)|767125","765396|727125|767125","NA","BMN-673","NA","765396|767125|767533","NA","767125","NA","765396|727125","NA","767125","talazoparib","NA","talazoparib","NA","NA","talazoparib","Talazoparib","Talazoparib","NA","NA"
"LMP744|LMP-744|MJ-III-65|INDENOISOQUINOLINE|706744","706744","NA","MJ-III-65","NA","NA","NA","NA","NA","706744","NA","NA","lmp-744","NA","lmp-744","NA","LMP744","NA","NA","LMP744","NA","NA"
"290315-45-6|BMS 299897|BMS-299897|C24H21CLF3NO4S","NA","NA","NA","NA","762672","NA","NA","NA","NA","NA","NA","bms-299897","NA","bms-299897","NA","NA","NA","NA","NA","NA","NA"
"547757-23-3|BMS 345541|BMS-345541|CHEMBL471496|UNII-BXU277OCN5","NA","NA","BMS-345541","NA","NA","NA","NA","NA","NA","NA","NA","bms-345541","NA","bms-345541","NA","NA","BMS-345541","BMS-345541","BMS-345541","NA","NA"
"345627-80-7|BMS 387032|BMS-387032|SNS 032|SNS-032|S1145|767048","767048","SNS-032","NA","NA","767048","NA","767048","NA","NA","NA","767048","sns-032","NA","sns-032","NA","NA","BMS-387032","NA","NA","NA","NA"
"439575-02-7|BMS-509744|CHEMBL209148|SCHEMBL14460651","NA","NA","BMS-509744","NA","NA","NA","NA","NA","NA","NA","NA","bms-509744","NA","bms-509744","NA","NA","NA","BMS-509744","NA","NA","NA"
"468740-43-4|BMS 536924|BMS-536924|BMS536924|UNII-40E3AZG1MX|761760","761760","NA","BMS-536924","NA","761760","NA","761760","NA","761760","NA","761760","bms-536924","NA","bms-536924","NA","NA","NA","BMS-536924_62|BMS-536924_1091","BMS-536924","NA","NA"
"BMS-599626|CT-BMS59|AC-480 (FREE BASE)|AC 480|N-[4-[1-(3-FLUOROBENZYL)-1H-INDAZOL-5-YLAMINO]-5-METHYLP...|AC-480|764135","764135","NA","NA","NA","764135","NA","NA","NA","NA","NA","NA","bms-599626","NA","bms-599626","NA","NA","BMS-599626","NA","NA","NA","NA"
"859853-30-8|BMS 690514|BMS-690514|UNII-VKU5X213Q7|KIN0000846|760765","760765","NA","NA","NA","760765","NA","760765","NA","NA","NA","760765","bms-690514","NA","bms-690514","NA","NA","BMS-690514","NA","NA","NA","NA"
"1146699-66-2|AVAGACESTAT|BMS 708163|BMS-708163|UNII-TQ44WWY45Q|761217","761217","NA","BMS-708163_205|BMS-708163_1072","NA","761217","NA","NA","NA","761217","NA","NA","avagacestat","NA","avagacestat","NA","NA","NA","Avagacestat_205|Avagacestat_1072","Avagacestat","NA","NA"
"1001350-96-4|BMS 754807|BMS-754807|BMS754807|UNII-W9E3353E8J|758243","758243","NA","BMS-754807","NA","758243","NA","758243","NA","758243","NA","758243","bms-754807","NA","bms-754807","758243","NA","BMS-754807","BMS-754807","BMS-754807","758243","NA"
"BMS-777607|BMS 777607|;BMS 777607;S1561|S1561|ASLAN-002|764090","764090","NA","NA","NA","764090","NA","NA","NA","NA","NA","NA","bms-777607","NA","bms-777607","NA","NA","NA","NA","NA","NA","NA"
"1271022-90-2|BMS 911543|BMS-911543|BMS911543|UNII-7N03P021J8|CT-BMS911|766821","766821","NA","NA","NA","766821","NA","NA","NA","NA","NA","NA","bms-911543","NA","bms-911543","NA","NA","NA","NA","NA","NA","NA"
"BN-2629|694501|SJG-136|SJG136","694501","NA","NA","NA","NA","NA","NA","NA","694501","NA","NA","sjg-136","NA","sjg-136","694501","NA","NA","NA","NA","694501","NA"
"179324-69-7|BORTEZOMIB|PS 341|PS-341|VELCADE|BORTEZAMIDE|681239","681239","bortezomib","Bortezomib","NA","681239","NA","681239","NA","681239","NA","681239","bortezomib","NA","bortezomib","NA","NA","bortezomib","Bortezomib","Bortezomib","681239","NA"
"380843-75-4|BOSUTINIB|SKI 606|SKI-606|SKI606|765694|BOSUTINIB ISOMER","765694","bosutinib","Bosutinib","NA","765694|755389","NA","765694|755389","NA","765694","NA","765694|755389","bosutinib","NA","bosutinib","NA","NA","bosutinib","Bosutinib","Bosutinib","NA","NA"
"BP-1-102|4-[N-(4-CYCLOHEXYLBENZYL)-2-(2,3,4,5,6-PENTAFLUORO-N-MET...|764037","764037","NA","NA","NA","764037","NA","NA","NA","NA","NA","NA","bp-1-102","NA","bp-1-102","NA","NA","NA","NA","NA","NA","NA"
"1327167-19-0|AOB1332|BPR1J-097|CHEMBL1807392|SCHEMBL12077294","NA","NA","NA","NA","767897","NA","767897","NA","NA","NA","767897","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BRYOSTATIN 1|339555","339555","NA","Bryostatin 1","NA","NA","NA","NA","NA","339555","NA","NA","NA","NA","NA","NA","NA","NA","Bryostatin 1","NA","NA","NA"
"160003-66-7|4-IODO-3-NITROBENZAMIDE|BSI-201|INIPARIB|INIPARIB (BSI-201)","NA","NA","NA","NA","752493","NA","NA","NA","NA","NA","NA","iniparib","NA","iniparib","NA","NA","NA","NA","NA","NA","NA"
"55-98-1|BUSULFAN|BUSULPHAN|LEUCOSULFAN|MYLERAN","NA","NA","NA","NA","750","NA","NA","NA","NA","NA","NA","busulfan","NA","busulfan","NA","NA","busulfan","NA","NA","NA","NA"
"BUTHIONINE SULPHOXIMINE|326231|DL-BUTHIONINE-[S,R]-SULFOXIMINE|BUTHIONINE SULFOXIMINE|BUTHIONINE-SULFOXIMINE","326231","NA","NA","NA","NA","NA","NA","NA","326231","NA","NA","buthionine sulfoximine","NA","buthionine sulfoximine","NA","NA","buthionine-sulfoximine","NA","NA","NA","NA"
"702675-74-9|BX 795|BX-795|BX795","NA","NA","BX-795","NA","NA","NA","NA","NA","NA","NA","NA","bx-795","NA","bx-795","NA","NA","NA","BX795","BX795","NA","NA"
"702674-56-4|BX 912|BX-912|BX912|758485","758485","NA","BX-912","NA","758485","NA","758485","NA","758485","NA","758485","bx-912","NA","bx-912","NA","NA","BX-912","BX-912","NA","NA","NA"
"BY-PRODUCT OF CUDC-305|1061318-81-7|CHEMBL2419346|CUDC-305|DEBIO 0932|DEBIO-0932|2-(6-(DIMETHYLAMINO)BENOZ[D][1,3]DIOXOL-5-YL-THIO)-1-(2-...|761194","761194","NA","NA","NA","761390|761194","NA","761194","NA","NA","NA","761194","cudc-305","NA","cudc-305","NA","NA","NA","NA","NA","NA","NA"
"1217486-61-7|ALPELISIB|BYL-719|BYL719|UNII-08W5N2C97Q|;(S)-N1-(4-METHYL-5-(2-(1,1,1-TRIFLUORO-2-METHYLPROPAN-2...|A-1214|(S)-N1-(4-METHYL-5-(2-(1,1,1-TRIFLUORO-2-METHYLPROPAN-2-...|765974","765974","BYL-719","NA","NA","765974","NA","765974","NA","NA","NA","765974","alpelisib","NA","alpelisib","NA","NA","alpelisib","NA","Alpelisib","NA","NA"
"218137-86-1|C-75|C75","NA","NA","NA","NA","764756","NA","NA","NA","NA","NA","NA","c-75","NA","c-75","NA","NA","NA","C-75","NA","NA","NA"
"183133-96-2|CABAZITAXEL|CABAZITAXELUM|JEVTANA|TAXOID XRP6258|761432","NA","NA","NA","NA","761432","NA","761432","NA","NA","NA","761432","cabazitaxel","NA","cabazitaxel","761432","NA","cabazitaxel","NA","NA","761432","NA"
"849217-68-1|CABOZANTINIB|COMETRIQ|XL-184|XL184|761068|757436|CABOZANTINIB S-MALATE","761068|757436","cabozantinib","XL-184","NA","761068","NA","761068","NA","761068|757436","NA","761068","cabozantinib","NA","cabozantinib","761068","NA","cabozantinib","Cabozantinib","NA","761068","NA"
"870281-82-6|CAL 101|CAL-101|IDELALISIB|ZYDELIG|759224","759224","CAL-101","CAL-101","NA","759224","NA","NA","NA","759224","NA","NA","idelalisib","NA","idelalisib","NA","NA","idelalisib","Idelalisib","NA","NA","NA"
"CALUSTERONA|CALUSTERONE|CALUSTERONUM|DIMETHYLTESTOSTERONE|METHOSARB|88536","88536","NA","NA","NA","NA","NA","NA","NA","88536","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"(+)-CAMPTOTHECINE|(S)-(+)-CAMPTOTHECIN|7689-03-4|CAMPTOTHECIN|CAMPTOTHECINE|94600|100880|NCGC00016994-20","94600|100880","NA","Camptothecin","NA","NA","NA","NA","NA","94600|100880","NCGC00016994-20","NA","camptothecin","NA","camptothecin","NA","NA","camptothecin","NA","Camptothecin","NA","NA"
"CANERTINIB|NA|801011","801011","canertinib","NA","NA","NA","NA","NA","NA","NA","NA","NA","canertinib","NA","canertinib","NA","NA","canertinib","NA","NA","NA","NA"
"154361-50-9|CAPECITABINE|CAPECITIBINE|CAPIIBINE|XELODA","NA","NA","NA","NA","712807","NA","NA","NA","NA","NA","NA","capecitabine","NA","capecitabine","NA","NA","capecitabine","NA","NA","NA","NA"
"41575-94-4|CARBOPLATIN|CARBOPLATINUM|CBDCA|PARAPLATIN|241240","241240","NA","NA","NA","241240","NA","241240","NA","241240","NA","241240","carboplatin","NA","carboplatin","NA","NA","carboplatin","NA","NA","NA","NA"
"868540-17-4|CARFILZOMIB|CARFILZOMIB (PR-171)|KYPROLIS|PR-171|758252","758252","NA","NA","NA","758252","NA","758252","NA","758252","NA","758252","carfilzomib","NA","carfilzomib","NA","NA","carfilzomib","NA","NA","NA","NA"
"154-93-8|BCNU|CARMUSTIN|CARMUSTINE|409962","409962","NA","Carmustine","NA","409962","NA","NA","NA","409962","NA","NA","carmustine","NA","carmustine","NA","NA","carmustine","NA","NA","NA","NA"
"1045792-66-2|CAY10603|CHEMBL511749|HDAC6 INHIBITOR|ISOX","NA","NA","CAY10603","NA","NA","NA","NA","NA","NA","NA","NA","isox","NA","isox","NA","NA","NA","CAY10603","NA","NA","NA"
"CB 64D|CB-64D|CB64D|CHEMBL2008486","NA","NA","NA","NA","754350","NA","754350","NA","NA","NA","754350","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"885499-61-6|CCT 128930|CCT-128930|CCT128930|CHEMBL263664|4-PIPERIDINAMINE, 4-[(4-CHLOROPHENYL)METHYL]-1-(7H-PYRRO...|PR-1-0083|761387","761387","NA","NA","NA","761387","NA","761387","NA","NA","NA","761387","cct-128930","NA","cct-128930","NA","NA","CCT128930","NA","NA","NA","NA"
"176957-55-4|CCT007093|MFCD00121546|T0517-2697","NA","NA","CCT007093","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CCT007093","CCT007093","NA","NA"
"CCT018159|CHEBI:41656|CHEMBL399530|ST50039568|UNII-55H1ZOI1NL|CCT-018159","NA","NA","CCT018159","NA","NA","NA","NA","NA","NA","NA","NA","cct-018159","NA","cct-018159","NA","NA","NA","CCT-018159","CCT-018159","NA","NA"
"169590-42-5|CELEBRA|CELEBREX|CELECOXIB|ONSENAL|719627","719627","NA","NA","NA","719627","NA","NA","NA","719627","NA","NA","celecoxib","NA","celecoxib","NA","NA","NA","NA","NA","NA","NA"
"847499-27-8|CEP-18770|DELANZOMIB|DELANZOMIB [USAN]|UNII-6IF28942WO|DELANZOMIB (USAN)|CEP 18770|DELANZOMIB |CEP18770|C3599|BORONIC ACID, B-[(1R)-1-[[(2S,3R)-3-HYDROXY-1-OXO-[[(6-P...|CT-18770|CT-47098|NP-47098|764334","764334","NA","NA","NA","764334","NA","764334","NA","NA","NA","764334","delanzomib","NA","delanzomib","NA","NA","delanzomib","NA","NA","NA","NA"
"111358-88-4|CEP 701|CEP-701|KT-5555|LESTAURTINIB|772196","772196","NA","CEP-701","NA","772196","NA","NA","NA","772196","NA","NA","lestaurtinib","NA","lestaurtinib","NA","NA","lestaurtinib","Lestaurtinib","Lestaurtinib","NA","NA"
"CEP-9722","NA","NA","NA","NA","768593","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CEPHALON EARLY ALK INHIBITOR","NA","NA","NA","NA","766824","NA","766824","NA","NA","NA","766824","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BDBM189357|CETUXIMAB|CHEMBL1270635|DIMETHYLAMINOPARTHENOLIDE|GAMMA-SECRETASE INHIBITOR I|HYDROBROMIDE|LS-190470|MI-219|NA|SR16157|Z-LLNLE-CHO|732011|734325","732011|734325","NA","Cetuximab|Z-LLNle-CHO","NA","754360","NA","754360","NA","732011|734325","NA","754360","NA","NA","NA","NA","NA","NA","Z-LLNle-CHO|Cetuximab","NA","NA","NA"
"CGP-082996|CHEMBL1242367|MOLPORT-028-912-818|SCHEMBL14040726|SCHEMBL14334441|SCHEMBL14334442|CDK4/6 INHIBITOR IV","NA","NA","CGP-082996","NA","NA","NA","NA","NA","NA","NA","NA","cdk4/6 inhibitor iv","NA","cdk4/6 inhibitor iv","NA","NA","NA","CGP-082996","NA","NA","NA"
"164658-13-3|CGP 60474|CGP-60474|CGP60474|UNII-16IP6G5MLC","NA","NA","CGP-60474","NA","NA","NA","NA","NA","NA","NA","NA","cgp-60474","NA","cgp-60474","NA","NA","NA","CGP-60474","NA","NA","NA"
"212142-18-2|CGP 79787D|CGP-79787D|PTK 787|PTK-787|VATALANIB SUCCINATE|VATALANIB","NA","NA","NA","NA","772499","NA","NA","NA","NA","NA","NA","vatalanib","NA","vatalanib","NA","NA","vatalanib","NA","NA","NA","NA"
"CH-5132799|;CH-5132799|PA-799, NA|762382|800984|CH5132799","762382|800984","NA","NA","NA","762382","NA","762382","NA","NA","NA","762382","ch-5132799","NA","ch-5132799","NA","NA","CH5132799","NA","NA","NA","NA"
"1032754-93-0|APITOLISIB|GDC-0980|GDC0980|UNII-1C854K1MIJ|764091","764091","NA","NA","NA","764091","NA","NA","NA","764091","NA","NA","apitolisib","NA","apitolisib","NA","NA","GDC-0980","Apitolisib","NA","NA","NA"
"34316-15-9|CHELERYTHRINE|CHELERYTHRINE HYDROXIDE|EINECS 251-930-0|TODDALIN|122455-85-0|MP-0922|36405|CHELERYTHRINE CHLORIDE","36405","NA","NA","NA","36405","NA","36405","NA","36405","NA","36405","chelerythrine chloride","NA","chelerythrine chloride","NA","NA","NA","NA","NA","NA","NA"
"405169-16-6|CHIR 258|CHIR-258|DOVITINIB|TKI258|UNII-I35H55G906|759661","759661","NA","NA","TKI258","759661","NA","759661","NA","759661","NA","759661","dovitinib","NA","dovitinib","759661","NA","dovitinib","NA","NA","759661","NA"
"252917-06-9|CHIR 99021|CHIR-99021|CHIR99021|CT 99021|CT-99021","NA","NA","CHIR-99021_154|CHIR-99021_1241","NA","NA","NA","NA","NA","NA","NA","NA","chir-99021","NA","chir-99021","NA","NA","CHIR-99021","CHIR-99021_154|CHIR-99021_1241","CHIR-99021","NA","NA"
"305-03-3|AMBOCHLORIN|CHLORAMBUCIL|CHLOROAMBUCIL|LEUKERAN|3088","3088","chlorambucil","NA","NA","3088","NA","3088","NA","3088","NA","3088","chlorambucil","NA","chlorambucil","NA","NA","chlorambucil","NA","NA","NA","NA"
"CHLORDERAZIN|CHLORPROMAZINE|CONTOMIN|LARGACTIL|THORAZINE","NA","NA","NA","NA","756661","NA","756661","NA","NA","NA","756661","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"212631-79-3|CI-1040|PD 184352|PD-184352|PD184352|765695","765695","NA","CI-1040","NA","765695","NA","765695","NA","765695","NA","765695","ci-1040","NA","ci-1040","NA","NA","PD-184352","CI-1040","NA","NA","NA"
"29342-05-0|CICLOPIROX|CICLOPIROXUM|LOPROX|PENLAC","NA","ciclopirox","NA","NA","NA","NA","NA","NA","NA","NA","NA","ciclopirox","NA","ciclopirox","NA","NA","ciclopirox","NA","NA","NA","NA"
"CICLOSPORIN|CYCLOSPORIN|CYCLOSPORIN A|CYCLOSPORINE|CYCLOSPORINE A|CYCLOSPORIN-A","NA","ciclosporin","NA","NA","NA","NA","NA","NA","NA","NA","NA","cyclosporine","NA","cyclosporine","NA","NA","cyclosporin-A","NA","NA","NA","NA"
"51481-61-9|CIMETAG|CIMETIDINE|EURECEPTOR|TAGAMET","NA","cimetidine","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cimetidine","NA","NA","NA","NA"
"85721-33-1|CIPROBAY|CIPROFLOXACIN|CIPROFLOXACINE|CIPROXAN","NA","NA","NA","NA","620634","NA","NA","NA","NA","NA","NA","ciprofloxacin","NA","ciprofloxacin","NA","NA","NA","NA","NA","NA","NA"
"CISPLATIN|119875|CIS-DICHLORODIAMINE PLATINUM","119875","NA","Cisplatin","NA","119875","NA","119875","NA","119875","NA","119875","cisplatin","NA","cisplatin","NA","NA","cisplatin","Cisplatin_1005|Cisplatin_1496","Cisplatin","119875","NA"
"2-CHLORO-2'-DEOXYADENOSINE|2-CHLORODEOXYADENOSINE|4291-63-8|CLADRIBINE|LEUSTATIN|105014","105014","NA","NA","NA","105014","NA","105014","NA","105014","NA","105014","cladribine","NA","cladribine","NA","NA","cladribine","NA","NA","NA","NA"
