,NSC,NAME,FDA_STATUS,MOA,PUBCHEM_ID,SMILES,TOTAL_EXPS,TOTAL_EXPS_AFTER_QC
200,7436,"Sulfanilanilide, 4'-tert-butyl-",,,222114.0,CC(C)(C)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,1,1
201,7519,"BUPHANIDRINE, PERCHLORATE",,,457798.0,COC1CC2N3CCC2(C=C1)c4cc5OCOc5c(OC)c4C3,1,1
202,7521,simeon,,,,CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(O)C1O,9,2
203,7525,transvaalin,,,222156.0,CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(OC7OC(CO)C(O)C(O)C7O)C1O,6,1
204,7529,digimed,,,,CC1OC(CC(O)C1O)OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC7(C)C(CCC67O)C8=CC(=O)OC8)C4)OC3C)OC2C,3,1
205,7530,strophanthoside-k,,,,COC1CC(O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)OC(C)C1OC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C(O)C7O,2,2
206,7532,Adigal,,,,CC1OC(CC(O)C1OC2CC(O)C(OC3CC(OC(=O)C)C(OC4OC(CO)C(O)C(O)C4O)C(C)O3)C(C)O2)OC5CCC6(C)C(CCC7C6CCC8(C)C(CCC78O)C9=CC(=O)OC9)C5,2,2
207,7533,Allocor,,,,CC1OC(CC(O)C1OC2CC(O)C(OC3CC(OC(=O)C)C(OC4OC(CO)C(O)C(O)C4O)C(C)O3)C(C)O2)OC5CCC6(C)C(CCC7C6CC(O)C8(C)C(CCC78O)C9=CC(=O)OC9)C5,2,2
208,7534,"SCILLIROSIDIN, GLYCOSIDE",,,222160.0,CC(=O)OC1CC2(O)C(CCC3(C)C(CCC23O)C4=COC(=O)C=C4)C5(C)CCC(O)C=C15,10,5
209,7535,lanatoside b,,,,CC1OC(CC(O)C1OC2CC(O)C(OC3CC(OC(=O)C)C(OC4OC(CO)C(O)C(O)C4O)C(C)O3)C(C)O2)OC5CCC6(C)C(CCC7C6CCC8(C)C(C(O)CC78O)C9=CC(=O)OC9)C5,2,2
210,7606,Alantan,,,,NC(=O)NC1NC(=O)NC1=O,1,1
211,7757,Bornyl cinnamate,,,,CC1(C)[C@@H]2CC[C@]1(C)[C@@H](C2)OC(=O)\C=C\c3ccccc3,1,1
212,7801,mauve,,,407617.0,Cc1ccc(cc1)[n+]2c3cc(N)c(C)cc3nc4cc(C)c(Nc5ccccc5)cc24,2,2
213,7811,Bindschedler's green,,,73516.0,CN(C)c1ccc(cc1)N=C2C=CC(=[N+](C)C)C=C2,1,1
214,7813,Brilliant Cresyl Blue,,,24181324.0,CCN(CC)c1cc2OC3=CC(=N)C=C(N)C3=Nc2cc1C,1,1
215,7821,capri blue,,,102162.0,CCN(CC)c1cc2[o+]c3cc(ccc3nc2cc1C)N(C)C,1,1
216,7833,krisolamine,,,,Nc1ccc(N)c2C(=O)c3ccccc3C(=O)c12,1,1
217,7853,"2,6-Dichloro-7-methylpurine",,,75281.0,Cn1cnc2nc(Cl)nc(Cl)c12,1,1
218,8101,Inosite,,,,OC1C(O)C(O)C(O)C(O)C1O,1,1
219,8117,erycorbin,,,,OCC(O)C1OC(=O)C(=C1O)O,1,1
220,8120,mycoin,,,,OC1OCC=C2OC(=O)C=C12,5,5
221,8174,Phenylbiguanide mbt-salt,,,3034162.0,NC(=N)NC(=N)Nc1ccccc1.S=C2Nc3ccccc3S2,1,1
222,8179,,,,,NC(=O)Nc1n[nH]c(n1)c2ccccc2,1,1
223,8360,"N-(6-Chloro-2-methoxyacridin-9-yl)-N',N'-diethyl-1-(4-fluorophenyl)butane-1,4-diamine",,,222439.0,CCN(CC)CCCC(Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13)c4ccc(F)cc4,1,1
224,8552,9-Chlorophenanthrene,,,13694.0,Clc1cc2ccccc2c3ccccc13,1,1
225,8643,gallamine blue,,,135436514.0,CN(C)c1ccc2nc3c(cc(O)c(O)c3[o+]c2c1)C(=O)N,1,1
226,8672,hofmann's violet,,,24181402.0,CCNc1ccc(cc1)C(=C2C=CC(=N)C=C2)c3ccc(N(CC)CC)c(C)c3,1,1
227,8673,iodine green,,,54605107.0,CN(C)c1ccc(cc1C)C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)[N+](C)(C)C,1,1
228,8675,ethyl violet,,,16955.0,CCN(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccc(cc3)N(CC)CC,2,1
229,8704,dyodin,,,,Oc1c(I)cc(I)c2cccnc12,1,1
230,8786,diacetoxybutyltin,,,16682740.0,CCCC[Sn](CCCC)(OC(=O)C)OC(=O)C,2,2
231,8806,Melphalan,FDA approved,A7|AlkAg,,N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,51,42
232,8974,Bis(4-bromophenyl)iodanium;hydroiodide,,,54609012.0,Brc1ccc([I+]c2ccc(Br)cc2)cc1,1,1
233,8982,"Diphenyliodanium;2,4,6-trinitrophenol",,,24181416.0,[I+](c1ccccc1)c2ccccc2,1,1
234,8985,Di-p-tolyliodinium bromide,,,,Cc1ccc([I+]c2ccc(C)cc2)cc1,1,1
235,8994,Bis(4-tert-butylphenyl)iodanium;hydrochloride,,,54602012.0,CC(C)(C)c1ccc([I+]c2ccc(cc2)C(C)(C)C)cc1,1,1
236,8995,rot c,,,,Oc1ccc2ccccc2c1N=Nc3ccc(cc3)N=Nc4ccccc4,1,1
237,9037,"3H-Xanthen-3-one, 2,6,7-trihydroxy-9-(o-hydroxy-phenyl)-",,,72722.0,OC1=CC2=C(c3ccccc3O)c4cc(O)c(O)cc4OC2=CC1=O,1,1
238,9168,fumidil,,,,COC1C(CCC2(CO2)C1C3(C)OC3CC=C(C)C)OC(=O)\C=C\C=C\C=C\C=C/C(=O)O,3,1
239,9170,thiocolciran,,,17649.0,COc1cc2CC[C@H](N)C3=CC(=O)C(=CC=C3c2c(OC)c1OC)SC,5,2
240,9291,naphthol blue (van),,,101929.0,CN(C)c1ccc2nc3c(ccc4ccccc34)[o+]c2c1,2,1
241,9358,pada,,,81528.0,CN(C)c1ccc(cc1)N=Nc2ccccn2,1,1
242,9403,methylene green (van),,,,CN(C)c1ccc2nc3ccc(N(C)C)c(c3[s+]c2c1)[N+](=O)[O-],1,1
243,9404,safranin bluish,,,,CN(C)c1ccc2nc3ccc(N)cc3[n+](c4ccccc4)c2c1,2,2
244,9594,safranin bluish,,,,CN(C)c1ccc2nc3ccc(N)cc3[n+](c4ccccc4)c2c1,1,1
245,9598,Azur I,,,68275.0,CNc1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,1,1
246,9605,methylene blue nn,,,,CCNc1cc2[s+]c3cc(NCC)c(C)cc3nc2cc1C,1,1
247,9608,"1-(naphthalen-2-yl)-9,10-dioxo-9,10-dihydroanthracene-2-...",,,222760.0,OC(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1c4ccc5ccccc5c4,1,1
248,9609,janus red,,,,Cc1cc(ccc1N=Nc2cccc(c2)[N+](C)(C)C)N=Nc3c(O)ccc4ccccc34,3,2
249,9610,janus black,,,135436529.0,CCN(CC)c1ccc2nc3ccc(cc3[n+](c4ccccc4)c2c1)\N=N\c5ccc(O)cc5,1,1
250,9612,nile blue bb,,,20520.0,CCN(CC)c1ccc2nc3c(cc(NCc4ccccc4)c5ccccc35)[o+]c2c1,2,1
251,9665,gelcohol,,,222778.0,CO[C@@H]1[C@H](O)CC[C@]2(CO2)[C@H]1[C@@]3(C)O[C@@H]3CC=C(C)C,1,1
252,9667,"N-Ethyl-N,N-dimethyl-2-[2-(4-octylphenoxy)ethoxy]ethan-1-aminium dodecane-1-sulfonate",,,24181516.0,CCCCCCCCCCCCS(=O)(=O)[O-].CCCCCCCCc1ccc(OCCOCC[N+](C)(C)CC)cc1,1,1
253,9704,lutex,,,,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1,1
254,9706,Triethylenemelamine,FDA approved,A7|AlkAg,5799.0,C1CN1c2nc(nc(n2)N3CC3)N4CC4,128,117
255,9768,"2,4-Dichloro-6-[(5-chloro-2-hydroxyphenyl)methyl]phenol",,,222840.0,Oc1ccc(Cl)cc1Cc2cc(Cl)cc(Cl)c2O,1,1
256,9771,"2,6-Bis[(3,5-dichloro-2-hydroxyphenyl)methyl]-4-pentan-2-ylphenol",,,222841.0,CCCC(C)c1cc(Cc2cc(Cl)cc(Cl)c2O)c(O)c(Cc3cc(Cl)cc(Cl)c3O)c1,1,1
257,9853,orange y,,,,[Na+].Oc1ccc2ccccc2c1N=Nc3ccc(cc3)S(=O)(=O)O,2,1
258,9855,phenosafranin,,,,Nc1ccc2nc3ccc(N)cc3[n+](c4ccccc4)c2c1,1,1
259,9856,red oil,,,445639.0,CCCCCCCC\C=C/CCCCCCCC(=O)O,5,1
260,9858,new fuchsin,,,,CC1=CC(=C(c2ccc(N)c(C)c2)c3ccc(N)c(C)c3)C=CC1=N,2,2
261,9921,pentamide,,,4735.0,NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1,1,1
262,9936,kutizon,,,,CC(C)c1ccc(\C=N\NC(=S)N)cc1,1,1
263,9951,decyltrimethylammonium bromide,,,16388.0,CCCCCCCCCC[N+](C)(C)C,1,1
264,10010,"N,N-Bis(2-methyl-6-methoxy-4-quinaldyl)-1,9-diamino- non...",,,,COc1ccc2nc(C)cc(NCCCCCCCCCNc3cc(C)nc4ccc(OC)cc34)c2c1,3,3
265,10018,"benzimidazole, 1-dodecyl-2-methyl-, hydrobromide",,,,CCCCCCCCCCCCn1c(C)nc2ccccc12,1,1
266,10036,"2-(4-Chlorophenyl)-N-(7-chloroquinolin-4-yl)-N',N'-diethylbutane-1,4-diamine",,,222938.0,CCN(CC)CCC(CNc1ccnc2cc(Cl)ccc12)c3ccc(Cl)cc3,1,1
267,10037,"N-(7-Chloroquinolin-4-yl)-N',N'-diethyl-2-phenylbutane-1,4-diamine",,,222939.0,CCN(CC)CCC(CNc1ccnc2cc(Cl)ccc12)c3ccccc3,1,1
268,10438,resazoin,,,,Oc1ccc2c(OC3=CC(=O)C=CC3=[N+]2[O-])c1,2,2
269,10460,p-Fuchsin,,,,Nc1ccc(cc1)C(=C2C=CC(=N)C=C2)c3ccc(N)cc3,4,3
270,10466,Basic Fuchsin,,,,Cc1cc(ccc1N)C(=C2C=CC(=N)C=C2)c3ccc(N)cc3,2,2
271,10483,Desoximetasone,,,5754.0,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,2,2
272,10492,"2-(4-chlorophenyl)-N-(7-chloroquinolin-4-yl)-N',N'-dieth...",,,,CCN(CC)CCCC(CNc1ccnc2cc(Cl)ccc12)c3ccc(Cl)cc3,1,1
273,10517,2m2pm,,,,CN(C)c1ccc(\C=C\c2cccc[n+]2C)cc1,1,1
274,10520,2-[(Z)-2-(4-Chlorophenyl)ethenyl]-1-methylquinolin-1-ium iodide,,,54598850.0,C[n+]1c(\C=C\c2ccc(Cl)cc2)ccc3ccccc13,1,1
275,10526,,,,,CN(C)c1ccc(\C=C\c2sc3ccccc3[n+]2C)cc1,1,1
276,10534,"1,3,3-Trimethyl-2-[(1Z,3E)-4-phenylbuta-1,3-dienyl]indol-1-ium;iodide",,,54609031.0,C[N+]1=C(\C=C\C=C\c2ccccc2)C(C)(C)c3ccccc13,1,1
277,10535,,,,,CN(C)c1ccc(\C=C\C2=[N+](C)c3ccccc3C2(C)C)cc1,1,1
278,10587,"1-Naphthalenemethanol, .alpha.-[2-(dibutylamino)-1,1-dim...",,,24181636.0,CCCCN(CCCC)CC(C)(C)C(O)c1ccc(OC)c2ccccc12,1,1
279,10594,"N-(2,3-Dimethoxy-6-nitroacridin-9-yl)-N',N'-diethyl-2-phenylbutane-1,4-diamine;hydrochloride",,,24181641.0,CCN(CC)CCC(CNc1c2ccc(cc2nc3cc(OC)c(OC)cc13)[N+](=O)[O-])c4ccccc4,1,1
280,10641,1-(5-Chloro-2-methoxyphenyl)-2-(dipentylamino)ethanol;hydrochloride,,,24181655.0,CCCCCN(CCCCC)CC(O)c1cc(Cl)ccc1OC,1,1
281,10660,1-(4-Chloronaphthalen-1-yl)-2-(dipentylamino)ethanol;hydrochloride,,,24181664.0,CCCCCN(CCCCC)CC(O)c1ccc(Cl)c2ccccc12,1,1
282,10667,"phenothiazin-5-ium (9ci), 7-(dibutylamino)-3-(diethylami...",,,24181669.0,CCCCN(CCCC)c1ccc2nc3c(C)cc(cc3[s+]c2c1)N(CC)CC,1,1
283,10721,Cortef fluid,,,223253.0,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)COC(=O)CCC5CCCC5)[C@@]4(C)C[C@H](O)[C@H]23,1,1
284,10848,ALBB-015765,,,223320.0,Oc1cccc2c3OC(=O)C4=C(CCCC4)c3ccc12,1,1
285,11051,,,,,CCCCN(CCCC)CCCCNc1c(C)cnc2cc(Cl)ccc12,1,1
286,11216,"Indophenol, 2,6-dibromo-, monosodium salt",,,,Oc1ccc(cc1)N=C2C=C(Br)C(=O)C(=C2)Br,1,1
287,11225,klot,,,,CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,2,2
288,11232,sudan r,,,,COc1ccccc1N=Nc2c(O)ccc3ccccc23,2,2
289,11235,thioflavine,,,16953.0,CN(C)c1ccc(cc1)c2sc3cc(C)ccc3[n+]2C,2,2
290,11240,basic blue k,,,16599.0,CCNc1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)N(C)C)c4ccccc14,2,2
291,11241,sudan red,,,11980862.0,[Cl-].[Cl-].Nc1cc2c(nc3c4ccccc4ccc3[n+]2c5cccc6ccccc56)c7ccccc17.Nc8cc9c(nc%10c%11ccccc%11c(N)cc%10[n+]9c%12cccc%13ccccc%12%13)c%14ccccc8%14,2,2
292,11420,"3-(Dipentylamino)-1-(4-methoxynaphthalen-1-yl)-2,2-dimethylpropan-1-ol",,,223647.0,CCCCCN(CCCCC)CC(C)(C)C(O)c1ccc(OC)c2ccccc12,1,1
293,11452,ANTINEOPLASTIC-11452,,,223660.0,O=[As]c1ccc(cc1)S(=O)(=O)Nc2ccccc2,1,1
294,11461,Usaf Sn-31,,,6967.0,CN(C)C(=S)Sc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2,2
295,11511,NIOSH/GY7277500,,,223673.0,CC1C(=O)C(=C(c2ccccc2)C1(O)c3ccccc3)C,1,1
296,11590,9AD2B660I3,,,20684.0,OCCNc1ncnc2nc[nH]c12,1,1
297,11624,Maybridge3_001738,,,223719.0,Cn1ncc2c(Sc3ccc(Cl)cc3)ncnc12,1,1
298,11663,"1-Phenyl-4-propoxy-6-(propylsulfanyl)-1h-pyrazolo[3,4-d]pyrimidine",,,223750.0,CCCOc1nc(SCCC)nc2c1cnn2c3ccccc3,1,1
299,11667,"1H-Pyrazolo[3,4-d]pyrimidine, 4,6-bis(p-bromoanilino)-1-...",,,223752.0,Cn1ncc2c(Nc3ccc(Br)cc3)nc(Nc4ccc(Br)cc4)nc12,1,1
300,11668,"N4,N6-bis(3-chlorophenyl)-1-methyl-1H-pyrazolo[3,4-d]pyr...",,,223753.0,Cn1ncc2c(Nc3cccc(Cl)c3)nc(Nc4cccc(Cl)c4)nc12,2,2
301,11713,c.i. pigment red 64 (8ci),,,80753.0,OC(=O)c1cc2ccccc2c(N=Nc3ccccc3)c1O,1,1
302,11773,mida,,,20441.0,CN(CC(=O)O)CC(=O)O,1,1
303,11841,TimTec1_005460,,,223821.0,COc1ccc2OC(=O)C=C(C)c2c1,1,1
304,11881,benzoylleukomethylene blue,,,94975.0,CN(C)c1ccc2N(C(=O)c3ccccc3)c4ccc(cc4Sc2c1)N(C)C,1,1
305,11897,Phthiocol,,,10221.0,CC1=C(O)C(=O)c2ccccc2C1=O,2,1
306,11905,lapachol,,,,CC(=CCC1=C(O)C(=O)c2ccccc2C1=O)C,4,2
307,11926,tardolyt,,,,COc1cccc2c1cc(c3c(cc4OCOc4c23)C(=O)O)[N+](=O)[O-],2,2
308,11963,2-Benzyl-6-[[2-[(3-benzyl-5-chloro-2-hydroxyphenyl)methylamino]ethylamino]methyl]-4-chlorophenol;hydrochloride,,,24181851.0,Oc1c(CNCCNCc2cc(Cl)cc(Cc3ccccc3)c2O)cc(Cl)cc1Cc4ccccc4,1,1
309,11969,"3,4,6-Trichloro-2-[[2-[(2,3,5-trichloro-6-hydroxyphenyl)methylamino]ethylamino]methyl]phenol",,,223883.0,Oc1c(Cl)cc(Cl)c(Cl)c1CNCCNCc2c(O)c(Cl)cc(Cl)c2Cl,1,1
310,11981,"3-Methyl-8-(pentyliminomethyl)-5-propan-2-yl-2-[1,6,7-trihydroxy-3-methyl-8-(pentyliminomethyl)-5-propan-2-ylnaphthalen-2-yl]naphthalene-1,6,7-triol",,,223889.0,CCCCC\N=C\c1c(O)c(O)c(C(C)C)c2cc(C)c(c(O)c12)c3c(C)cc4c(C(C)C)c(O)c(O)c(\C=N\CCCCC)c4c3O,1,1
311,11991,REGID_for_CID_223899,,,223899.0,CC(C)(C)C1=NN=C2C1C(=O)c3ccccc23,1,1
312,12097,Resorufin,,,69462.0,Oc1ccc2N=C3C=CC(=O)C=C3Oc2c1,2,2
313,12113,"1,2-Dimethoxy-4-(2-nitropropenyl)benzene",,,,COc1ccc(\C=C(/C)\[N+](=O)[O-])cc1OC,1,1
314,12129,7-Hydroxy-8-[[4-[4-[(2-hydroxy-8-sulfonaphthalen-1-yl)diazenyl]phenyl]sulfonylphenyl]diazenyl]naphthalene-1-sulfonic acid,,,223984.0,Oc1ccc2cccc(c2c1N=Nc3ccc(cc3)S(=O)(=O)c4ccc(cc4)N=Nc5c(O)ccc6cccc(c56)S(=O)(=O)O)S(=O)(=O)O,1,1
315,12150,"Decanediamide, N,N'-bis(4-amino-2-methyl-6-quinolyl)-, d...",,,,Cc1cc(N)c2cc(NC(=O)CCCCCCCCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,2,2
316,12161,Crotonosid,,,,NC1=NC(=O)Nc2c1ncn2C3OC(CO)C(O)C3O,1,1
317,12174,isoflupredone,,,,CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO,3,2
318,12181,3-(6-Hydroxy-3-oxo-3H-xanthen-9-yl)-1-phenyl-2-naphthoic acid,,,408250.0,OC(=O)c1c(cc2ccccc2c1c3ccccc3)C4=C5C=CC(=O)C=C5Oc6cc(O)ccc46,3,2
319,12198,Dromostanolone Propionate,FDA approved,Ho,224004.0,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,2,2
320,12455,beacon red,,,,[Na+].OC(=O)c1ccccc1N=Nc2c(O)c(cc3cc(ccc23)S(=O)(=O)O)S(=O)(=O)O,2,1
321,12516,4-(6-Chloro-2-methoxyacridin-9-ylamino)-2-(pyrrolidin-1-...,,,24181914.0,COc1ccc2nc3cc(Cl)ccc3c(Nc4ccc(O)c(CN5CCCC5)c4)c2c1,1,1
322,12517,"N-Benzyl-1-methyl-7-propan-2-yl-3,4,4a,9,10,10a-hexahydro-2H-phenanthren-1-amine;hydrochloride",,,24181915.0,CC(C)c1ccc2C3CCCC(C)(NCc4ccccc4)C3CCc2c1,1,1
323,12650,ANTINEOPLASTIC-12650,,,224279.0,Oc1ccc(cc1)N=Nc2ccc(cc2)[As](=O)(O)O,1,1
324,12825,NCIMech_000116,,,224423.0,Oc1c(Br)c(nc2ccccc12)c3ccccc3,4,2
325,12865,"Quinine, hydrobromide, hydrate",,,11068.0,COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1,1,1
326,12969,c.i. 37511,,,,Oc1cc2ccccc2cc1C(=O)Nc3cccc(Cl)c3,1,1
327,13002,win 1701,,,25926.0,CN(C)c1ccc(Nc2c3ccccc3nc4ccccc24)cc1,2,1
328,13003,wln: t c666 bnj eo1 fo1 im1yq1n2&2 mnw &gh 2,,,,CCN(CC)CC(O)CNc1c2ccc(cc2nc3cc(OC)c(OC)cc13)[N+](=O)[O-],1,1
329,13006,"Ethanol, 2-[(2-[(2-methoxy-9-acridinyl)amino]ethyl)amino...",,,24181963.0,COc1ccc2nc3ccccc3c(NCCNCCO)c2c1,2,2
330,13051,4-[(6-Chloro-2-methoxyacridin-9-yl)amino]-5-methyl-2-propan-2-ylphenol,,,224524.0,COc1ccc2nc3cc(Cl)ccc3c(Nc4cc(C(C)C)c(O)cc4C)c2c1,2,1
331,13052,,,,,CCN(CC)CCCC(CNc1ccnc2cc(Cl)ccc12)c3ccc(Cl)cc3,2,2
332,13055,TCMDC-142279,,,459702.0,CCCCN(CCCC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,1,1
333,13119,l-trp,,,,NC(Cc1c[nH]c2ccccc12)C(=O)O,5,3
334,13128,nicota,,,,NC(=O)c1cccnc1,1,1
335,13151,J-501875,,,5354553.0,Oc1ccc(cc1)C(=O)\C=C\c2ccccc2Cl,2,2
336,13162,Cadmium;4-chlorobenzenesulfonic acid,,,54603804.0,[Cd+2].OS(=O)(=O)c1ccc(Cl)cc1,1,1
337,13204,AK-38589,,,95001.0,Nc1nnc2cc(Cl)ccc2n1,1,1
338,13239,NCI-13239,,,224604.0,CCCCNc1c(CN)cnc2cc(Cl)ccc12,1,1
339,13248,,,,,CCN1CCC(CC1)Nc2ccnc3cc(Cl)ccc23,1,1
340,13275,"5,6-Dimethoxy-N-(2-piperidin-2-ylethyl)quinolin-8-amine;hydroiodide",,,24182013.0,COc1cc(NCCC2CCCCN2)c3ncccc3c1OC,1,1
341,13300,,,,,CCN(CC)CCC(CNc1ccnc2cc(Cl)ccc12)c3ccc(OC)cc3,1,1
342,13307,"9-Phenanthrenemethanol, 6-bromo-.alpha.-[(diheptylamino)...",,,45049470.0,CCCCCCCN(CCCCCCC)CC(O)c1cc2ccccc2c3cc(Br)ccc13,1,1
343,13314,,,,,COc1cc(NC(C)CCCNC(C)C)c2ncccc2c1OC,1,1
344,13316,(2-(4-chlorophenyl)quinolin-4-yl)(piperidin-2-yl)methanol,,,224644.0,OC(C1CCCCN1)c2cc(nc3ccccc23)c4ccc(Cl)cc4,2,1
345,13317,"N-[(7-Chloro-2-phenylquinolin-4-yl)methyl]-N',N'-diethylpropane-1,3-diamine;sulfuric acid",,,54609285.0,CCN(CC)CCCNCc1cc(nc2cc(Cl)ccc12)c3ccccc3,1,1
346,13318,"N',N'-Diethyl-N-[(2-phenylquinolin-4-yl)methyl]propane-1,3-diamine;sulfuric acid",,,54602013.0,CCN(CC)CCCNCc1cc(nc2ccccc12)c3ccccc3,1,1
347,13378,,,,,COc1cc(NCCC2CCCCN2)c3ncccc3c1,2,2
348,13380,2-(6-Methoxy-2-methylquinolin-4-ylthio)benzo[d]thiazole,,,224687.0,COc1ccc2nc(C)cc(Sc3nc4ccccc4s3)c2c1,2,2
349,13397,Triamcinolone,,,31307.0,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,1,1
350,13477,"4-N-(7-Chloro-3-phenylquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine;hydroiodide",,,24182056.0,CCN(CC)CCCC(C)Nc1c(cnc2cc(Cl)ccc12)c3ccccc3,2,1
351,13479,"1-N,1-N-Diethyl-4-N-(7-phenoxyquinolin-4-yl)pentane-1,4-diamine;2-hydroxypropane-1,2,3-tricarboxylic acid",,,224741.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Oc3ccccc3)ccc12,1,1
352,13480,,,,,OC(C1CCCCN1)c2cc(nc3c2ccc4ccccc34)c5ccccc5,2,1
353,13483,A821143,,,224743.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)c(SCc3ccccc3)cc12,1,1
354,13484,"1-N,1-N-Diethyl-4-N-(7-methoxy-2-phenylquinolin-4-yl)pentane-1,4-diamine",,,498042.0,CCN(CC)CCCC(C)Nc1cc(nc2cc(OC)ccc12)c3ccccc3,1,1
355,13502,echinomycin,,,3197.0,CSC1SCC2N(C)C(=O)C(C)NC(=O)C(COC(=O)C(C(C)C)N(C)C(=O)C1N(C)C(=O)C(C)NC(=O)C(COC(=O)C(C(C)C)N(C)C2=O)NC(=O)c3cnc4ccccc4n3)NC(=O)c5cnc6ccccc6n5,2,1
356,13597,,,,,OC(=O)CSc1cc(nc2ccccc12)c3ccccc3,1,1
357,13598,7-Chloro-N-[2-[2-(diethylamino)ethylsulfonyl]ethyl]quinolin-4-amine;phosphoric acid,,,54603830.0,CCN(CC)CCS(=O)(=O)CCNc1ccnc2cc(Cl)ccc12,2,2
358,13616,"2-N-Cyclohexyl-1-N-(6-methoxyquinolin-8-yl)butane-1,2-di...",,,224810.0,CCC(CNc1cc(OC)cc2cccnc12)NC3CCCCC3,1,1
359,13625,"4-[(Z)-2-(4,6-Dimethylquinolin-2-yl)ethenyl]-N,N-diethylaniline",,,54605076.0,CCN(CC)c1ccc(\C=C\c2cc(C)c3cc(C)ccc3n2)cc1,1,1
360,13628,"N-(4-Benzylsulfanylquinolin-8-yl)-N',N'-diethylpropane-1,3-diamine",,,224815.0,CCN(CC)CCCNc1cccc2c(SCc3ccccc3)ccnc12,1,1
361,13699,Petcm,,,224859.0,OC(Cc1ccncc1)C(Cl)(Cl)Cl,1,1
362,13713,,,,,CCN(CC)CCCNc1cc(OC)c(OC)c2cccnc12,1,1
363,13724,"N-(7-Chloro-3-methylquinolin-4-yl)-2-(4-chlorophenyl)-N',N'-diethylbutane-1,4-diamine",,,224873.0,CCN(CC)CCC(CNc1c(C)cnc2cc(Cl)ccc12)c3ccc(Cl)cc3,1,1
364,13801,"2-mercapto-o-acetanisidide, carbamate",,,224935.0,COc1ccccc1NC(=O)CSC(=O)N,1,1
365,13831,Probes1_000354,,,224958.0,Cn1c(Sc2ccc(c3cccnc3)n2C)ccc1c4cccnc4,2,1
366,13835,1-Tetradecylpyridin-1-ium-3-carboxamide;bromide,,,24182122.0,CCCCCCCCCCCCCC[n+]1cccc(c1)C(=O)N,2,2
367,13973,basic yellow k,,,,Cc1cc2cc3cc(C)c(N)cc3nc2cc1N,2,2
368,13977,Alizarin Blue S,,,,OC1(C2N=CC=CC2C3=C(C(=O)c4ccccc4C3=O)C1(O)S(=O)(=O)O)S(=O)(=O)O,1,1
369,13981,5-benzamido-1-aminoanthraquinone,,,67011.0,Nc1cccc2C(=O)c3c(NC(=O)c4ccccc4)cccc3C(=O)c12,2,2
370,13984,SC-33007,,,224978.0,Oc1c(ccc2ccccc12)C(O)(c3ccccc3)c4ccc5ccccc5c4O,2,1
371,13986,janus green v,,,76123.0,CCN(CC)c1ccc2nc3ccc(cc3[n+](c4ccccc4)c2c1)N=Nc5ccc(cc5)N(C)C,2,2
372,14006,,,,,COc1ccccc1\C=C(\C)/[N+](=O)[O-],1,1
