,Drug Name,DrugBank ID,PubChem CID,PubChem SID,SMILES,Targets Name,Targets
94,Ademetionine,DB00118,34755,46505280,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,"['Catechol O-methyltransferase', ""Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1"", 'Arsenite methyltransferase', 'Glycine N-methyltransferase', 'S-adenosylmethionine decarboxylase proenzyme', 'S-adenosylmethionine synthase isoform type-2', 'Cystathionine beta-synthase', 'S-adenosylmethionine synthase isoform type-1']","['P21964', 'Q8N1G2', 'Q9HBK9', 'Q14749', 'P17707', 'P31153', 'P35520', 'Q00266']"
95,Pyruvic acid,DB00119,1060,46505692,CC(=O)C(O)=O,"['Monocarboxylate transporter 4', 'Monocarboxylate transporter 8', 'Alanine--glyoxylate aminotransferase 2, mitochondrial', 'Monocarboxylate transporter 6', 'Pyruvate kinase PKLR', 'Monocarboxylate transporter 7', 'Monocarboxylate transporter 2', 'Pyruvate dehydrogenase E1 component subunit beta, mitochondrial', 'Pyruvate kinase PKM', '4-aminobutyrate aminotransferase, mitochondrial', 'Monocarboxylate transporter 5', 'Monocarboxylate transporter 3', 'Monocarboxylate transporter 1', 'Pyruvate carboxylase, mitochondrial']","['O15427', 'P36021', 'Q9BYV1', 'O15375', 'P30613', 'O15403', 'O60669', 'P11177', 'P14618', 'P80404', 'O15374', 'O95907', 'P53985', 'P11498']"
96,Phenylalanine,DB00120,6140,46505708,N[C@@H](CC1=CC=CC=C1)C(O)=O,"['Tyrosine aminotransferase', 'Large neutral amino acids transporter small subunit 2', 'Phenylalanine--tRNA ligase alpha subunit', 'Phenylalanine-4-hydroxylase', 'Phenylalanine--tRNA ligase, mitochondrial', 'Phenylalanine--tRNA ligase beta subunit', 'Tyrosine 3-monooxygenase']","['P17735', 'Q9UHI5', 'Q9Y285', 'P00439', 'O95363', 'Q9NSD9', 'P07101']"
97,Biotin,DB00121,171548,46508694,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,"['Propionyl-CoA carboxylase beta chain, mitochondrial', 'Biotin--protein ligase', 'Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial', 'Acetyl-CoA carboxylase 2', 'Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial', 'Pyruvate carboxylase, mitochondrial', 'Propionyl-CoA carboxylase alpha chain, mitochondrial', 'Acetyl-CoA carboxylase 1']","['P05166', 'P50747', 'Q9HCC0', 'O00763', 'Q96RQ3', 'P11498', 'P05165', 'Q13085']"
98,Choline,DB00122,305,46508132,C[N+](C)(C)CCO,"['Neuronal acetylcholine receptor subunit alpha-7', 'Choline-phosphate cytidylyltransferase B', 'Acetylcholinesterase', 'Choline-phosphate cytidylyltransferase A', 'Phospholipase D2', 'Cholinesterase', 'Phospholipase D1', 'Phosphoethanolamine/phosphocholine phosphatase']","['P36544', 'Q9Y5K3', 'P22303', 'P49585', 'O14939', 'P06276', 'Q13393', 'Q8TCT1']"
99,Lysine,DB00123,5962,46504770,NCCCC[C@H](N)C(O)=O,"['High affinity cationic amino acid transporter 1', 'Cationic amino acid transporter 4', 'Cationic amino acid transporter 3', 'Low affinity cationic amino acid transporter 2', 'Lysine--tRNA ligase']","['P30825', 'O43246', 'Q8WY07', 'P52569', 'Q15046']"
100,Arginine,DB00125,6322,46507180,N[C@@H](CCCNC(N)=N)C(O)=O,"['Cationic amino acid transporter 3', 'Arginine decarboxylase', 'Argininosuccinate lyase', 'Nitric oxide synthase, inducible', 'High affinity cationic amino acid transporter 1', 'Arginase-2, mitochondrial', 'Cationic amino acid transporter 4', 'Argininosuccinate synthase', 'Nitric oxide synthase, endothelial']","['Q8WY07', 'Q96A70', 'P04424', 'P35228', 'P30825', 'P78540', 'O43246', 'P00966', 'P29474']"
101,Ascorbic acid,DB00126,54670067,46505070,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,"['Hyaluronate lyase', 'DNA', 'Xylose isomerase', 'Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2', 'Phytanoyl-CoA dioxygenase, peroxisomal', 'Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3', 'Gamma-butyrobetaine dioxygenase', 'Dopamine beta-hydroxylase', 'Peptidyl-glycine alpha-amidating monooxygenase', 'Prolyl 3-hydroxylase 1', 'Prolyl 3-hydroxylase 2', 'Prolyl 3-hydroxylase 3', 'Prolyl 4-hydroxylase subunit alpha-1', '2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1', '2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2', 'Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2', 'Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3', 'Lysine-specific demethylase 5D', 'Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1', 'Trimethyllysine dioxygenase, mitochondrial', 'Transmembrane prolyl 4-hydroxylase', 'Egl nine homolog 1', 'Egl nine homolog 2', 'Egl nine homolog 3']","['Q54873', 'P24300', 'O00469', 'O14832', 'O60568', 'O75936', 'P09172', 'P19021', 'Q32P28', 'Q8IVL5', 'Q8IVL6', 'P13674', 'Q8N543', 'Q6N063', 'Q6NS38', 'Q96Q83', 'Q9BY66', 'Q02809', 'Q9NVH6', 'Q9NXG6', 'Q9GZT9', 'Q96KS0', 'Q9H6Z9']"
102,Spermine,DB00127,1103,46507215,NCCCNCCCCNCCCN,"['Spermine synthase', 'Spermine oxidase', 'DNA', 'Ornithine decarboxylase', 'Extracellular calcium-sensing receptor', 'Beta-1 adrenergic receptor', 'Beta-2 adrenergic receptor']","['P52788', 'Q9NWM0', 'P11926', 'P41180', 'P08588', 'P07550']"
103,Aspartic acid,DB00128,5960,46507997,N[C@@H](CC(O)=O)C(O)=O,"['Adenylosuccinate Synthetases', 'Calcium-binding mitochondrial carrier protein Aralar2', 'Aspartate aminotransferase, cytoplasmic', 'Aspartoacylase', 'Asparagine synthetase [glutamine-hydrolyzing]', 'Argininosuccinate synthase', 'Aminoacylase-1', 'Aspartate aminotransferase, mitochondrial', 'Aspartate--tRNA ligase, cytoplasmic', 'Calcium-binding mitochondrial carrier protein Aralar1', 'Aspartyl/asparaginyl beta-hydroxylase', 'Multifunctional protein ADE2', 'Adenylosuccinate synthetase isozyme 2', 'Excitatory amino acid transporter 3', 'Argininosuccinate synthetase, isoform CRA_a', 'Aspartate--tRNA ligase, mitochondrial', 'Isoaspartyl peptidase/L-asparaginase', 'Ribonuclease pancreatic', 'Lysozyme C']","['Q8N142', 'Q9UJS0', 'P17174', 'P45381', 'P08243', 'P00966', 'Q03154', 'P00505', 'P14868', 'O75746', 'Q12797', 'P22234', 'P30520', 'P43005', 'Q5T6L4', 'Q6PI48', 'Q7L266', 'P07998', 'P61626']"
104,Ornithine,DB00129,6262,46505239,NCCC[C@H](N)C(O)=O,"['Ornithine aminotransferase, mitochondrial', 'Ornithine carbamoyltransferase, mitochondrial', 'Arginase-1', 'Ornithine decarboxylase antizyme 1', 'High affinity cationic amino acid transporter 1', 'Low affinity cationic amino acid transporter 2', 'Mitochondrial ornithine transporter 2', 'Arginase-2, mitochondrial', 'Mitochondrial ornithine transporter 1', 'Glycine amidinotransferase, mitochondrial']","['P04181', 'P00480', 'P05089', 'P54368', 'P30825', 'P52569', 'Q9BXI2', 'P78540', 'Q9Y619', 'P50440']"
105,L-Glutamine,DB00130,5961,46505866,N[C@@H](CCC(N)=O)C(O)=O,"['CTP synthase 1', 'Amidophosphoribosyltransferase', 'Glutamine synthetase']","['P17812', 'Q06203', 'P15104']"
106,Adenosine phosphate,DB00131,6083,46507628,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,"[""5'-AMP-activated protein kinase"", 'Adenosine kinase', ""5'-AMP-activated protein kinase subunit beta-1"", 'Acetyl-coenzyme A synthetase, cytoplasmic', ""5'-AMP-activated protein kinase catalytic subunit alpha-1"", 'Adenylate cyclase type 1', 'Long-chain-fatty-acid--CoA ligase 1', 'Cyclic AMP-responsive element-binding protein 1', 'DNA', ""cAMP-specific 3',5'-cyclic phosphodiesterase 4B"", 'Glycogen phosphorylase, liver form', 'Histidine triad nucleotide-binding protein 1', ""cAMP-specific 3',5'-cyclic phosphodiesterase 4D"", 'Fructose-1,6-bisphosphatase 1']","['Q13131', 'P55263', 'Q9Y478', 'Q9NR19', 'Q13131', 'Q08828', 'P33121', 'P16220', 'Q07343', 'P49773', 'Q08499', 'P09467']"
107,alpha-Linolenic acid,DB00132,5280934,46507620,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,"['Fatty acid desaturase 1', 'Fatty acid desaturase 2', 'Transient receptor potential cation channel subfamily V member 1', 'Peroxisome proliferator-activated receptor alpha', 'Bile acid receptor', 'Peroxisome proliferator-activated receptor delta', 'Peroxisome proliferator-activated receptor gamma', 'Retinoic acid receptor RXR-alpha', 'Elongation of very long chain fatty acids protein 2', 'Elongation of very long chain fatty acids protein 5', 'Sodium/calcium exchanger 1']","['O60427', 'O95864', 'Q8NER1', 'Q07869', 'Q96RI1', 'Q03181', 'P37231', 'P19793', 'Q9NXB9', 'Q9NYP7', 'P32418']"
108,Serine,DB00133,5951,46506450,N[C@@H](CO)C(O)=O,"['Cystathionine beta-synthase', 'L-serine dehydratase/L-threonine deaminase', 'Serine racemase', 'Serine palmitoyltransferase 2', 'Serine palmitoyltransferase 1', 'Serine--tRNA ligase, cytoplasmic', 'Serine--pyruvate aminotransferase']","['P35520', 'P20132', 'Q9GZT4', 'O15270', 'O15269', 'P49591', 'P21549']"
109,Methionine,DB00134,6137,46505750,CSCC[C@H](N)C(O)=O,"['Methionine synthase reductase', 'Methionine synthase', 'Methionine aminopeptidase 2', 'Betaine--homocysteine S-methyltransferase 1', 'S-methylmethionine--homocysteine S-methyltransferase BHMT2']","['Q9UBK8', 'Q99707', 'P50579', 'Q93088', 'Q9H2M3']"
110,Tyrosine,DB00135,6057,46507885,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,"['Tyrosine 3-monooxygenase', 'Tyrosine--tRNA ligase, mitochondrial', 'Tyrosine--tRNA ligase, cytoplasmic', 'Tyrosine aminotransferase']","['P07101', 'Q9Y2Z4', 'P54577', 'P17735']"
111,Calcitriol,DB00136,5280453,46508162,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,"['Vitamin D3 receptor', 'Homeobox protein Hox-A10']","['P11473', 'P31260']"
112,Cystine,DB00138,67678,46506670,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,"['Cystine/glutamate transporter', 'Cystinosin']","['Q9UPY5', 'O60931']"
113,Succinic acid,DB00139,1110,46505859,OC(=O)CCC(O)=O,"['Succinate-semialdehyde dehydrogenase, mitochondrial', 'Succinate receptor 1']","['P51649', 'Q9BXA5']"
114,Riboflavin,DB00140,493570,46507342,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,"['Riboflavin kinase', 'Riboflavin synthase', 'Flavin reductase (NADPH)']","['Q969G6', 'P0AFU8', 'P30043']"
115,N-Acetylglucosamine,DB00141,1738118,46509139,[H]C(=O)[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@H](O)CO,"['Beta-1,4-galactosyltransferase 1', 'Beta-1,4-galactosyltransferase 4', 'N-acetyl-D-glucosamine kinase', 'N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase', 'Alpha-N-acetylglucosaminidase', 'N-acylglucosamine 2-epimerase']","['P15291', 'O60513', 'Q9UJ70', 'Q9UK23', 'P54802', 'P51606']"
116,Glutamic acid,DB00142,33032,46505816,N[C@@H](CCC(O)=O)C(O)=O,"['Metabotropic glutamate receptor 1', 'Metabotropic glutamate receptor 4', 'Glutamate receptor ionotropic, kainate 4', 'Glutamate receptor ionotropic, kainate 5', 'Metabotropic glutamate receptor 7', 'Metabotropic glutamate receptor 8', 'Excitatory amino acid transporter 5', '5-oxoprolinase', 'Phosphoribosylformylglycinamidine synthase', 'Branched-chain-amino-acid aminotransferase, mitochondrial', 'Glutamate receptor ionotropic, NMDA 2D', 'Glutaminase kidney isoform, mitochondrial', 'Aspartate aminotransferase, mitochondrial', 'Bifunctional glutamate/proline--tRNA ligase', 'Asparagine synthetase [glutamine-hydrolyzing]', 'Glutamine synthetase', 'Aspartate aminotransferase, cytoplasmic', 'Tyrosine aminotransferase', 'Alanine aminotransferase 1', 'Vitamin K-dependent gamma-carboxylase', 'Excitatory amino acid transporter 1', 'Excitatory amino acid transporter 2', 'Excitatory amino acid transporter 3', 'Glutamate--cysteine ligase catalytic subunit', 'Excitatory amino acid transporter 4', 'Glutamate dehydrogenase 2, mitochondrial', 'GMP synthase [glutamine-hydrolyzing]', 'Branched-chain-amino-acid aminotransferase, cytosolic', '4-aminobutyrate aminotransferase, mitochondrial', 'Glutamate receptor ionotropic, NMDA 1', 'Folylpolyglutamate synthase, mitochondrial', 'Glutamyl aminopeptidase', 'Glutamate receptor ionotropic, NMDA 2A', 'Glutamate receptor ionotropic, NMDA 2B', 'Glutamate receptor ionotropic, NMDA 2C', 'Aspartate aminotransferase', 'Probable glutamate--tRNA ligase, mitochondrial', 'Glutamine-dependent NAD(+) synthetase', 'N-acetylglutamate synthase, mitochondrial', 'Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial', 'Glutamate receptor ionotropic, NMDA 3A', 'Alanine aminotransferase 2', 'Alpha-aminoadipic semialdehyde synthase, mitochondrial', 'Glutaminase liver isoform, mitochondrial', 'Aspartyl aminopeptidase', 'Cystine/glutamate transporter', 'Carboxypeptidase Q', 'Phosphoserine aminotransferase', 'Glutamate dehydrogenase 1, mitochondrial', 'Glutamate receptor ionotropic, kainate 1', 'Glutamate receptor 1', 'Glutamate--cysteine ligase regulatory subunit', 'Glutamate carboxypeptidase 2', 'Glutamate decarboxylase 2', 'Glutamate decarboxylase 1', 'Formimidoyltransferase-cyclodeaminase', 'Glutamate receptor 2', 'Glutamate receptor 3', 'Glutamate receptor 4', 'Delta-1-pyrroline-5-carboxylate synthase', 'Glutamate receptor ionotropic, kainate 2', 'Glutamate receptor ionotropic, kainate 3']","['Q13255', 'Q14833', 'Q16099', 'Q16478', 'Q14831', 'O00222', 'O00341', 'O14841', 'O15067', 'O15382', 'O15399', 'O94925', 'P00505', 'P07814', 'P08243', 'P15104', 'P17174', 'P17735', 'P24298', 'P38435', 'P43003', 'P43004', 'P43005', 'P48506', 'P48664', 'P49448', 'P49915', 'P54687', 'P80404', 'Q05586', 'Q05932', 'Q07075', 'Q12879', 'Q13224', 'Q14957', 'Q2TU84', 'Q5JPH6', 'Q6IA69', 'Q8N159', 'Q8N5Z0', 'Q8TCU5', 'Q8TD30', 'Q9UDR5', 'Q9UI32', 'Q9ULA0', 'Q9UPY5', 'Q9Y646', 'Q9Y617', 'P00367', 'P39086', 'P42261', 'P48507', 'Q04609', 'Q05329', 'Q99259', 'O95954', 'P42262', 'P42263', 'P48058', 'P54886', 'Q13002', 'Q13003']"
117,Glutathione,DB00143,124886,46504598,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,"['Aldose reductase', 'Matrix metalloproteinase-9', 'Cytochrome P450 3A4', 'Glutathione peroxidase', 'Glutathione reductase, mitochondrial', 'Glutathione synthetase', 'Glutathione S-transferase Mu 1', 'Glutathione S-transferase kappa 1', 'Glutathione S-transferase A3', 'Glutathione S-transferase Mu 3', 'Glutathione S-transferase A4', 'Glutathione S-transferase Mu 4', 'Glutathione S-transferase A5', 'Glutathione S-transferase P', 'Glutathione S-transferase omega-1', 'Glutathione peroxidase 1', 'Glutathione peroxidase 2', 'Glutathione S-transferase theta-1', 'Maleylacetoacetate isomerase', 'Epididymal secretory glutathione peroxidase', 'Glutathione peroxidase 3', 'Lactoylglutathione lyase', 'Leukotriene C4 synthase', 'Microsomal glutathione S-transferase 3', 'Hematopoietic prostaglandin D synthase', 'Glutathione S-transferase A1', 'Glutathione S-transferase A2', 'Microsomal glutathione S-transferase 1', 'S-formylglutathione hydrolase', 'Gamma-glutamyltranspeptidase 1', 'Glutathione S-transferase Mu 2', 'Glutaredoxin-1', 'Phospholipid hydroperoxide glutathione peroxidase, mitochondrial', 'Glutathione S-transferase Mu 5', 'Glutathione peroxidase 6', 'Hydroxyacylglutathione hydrolase, mitochondrial', 'Glutathione peroxidase', 'Glutathione peroxidase 7', 'Microsomal glutathione S-transferase 2', 'Glutathione S-transferase omega-2', 'Glutaredoxin-2, mitochondrial']","['P15121', 'P14780', 'P08684', 'O75715', 'P00390', 'P48637', 'P09488', 'Q9Y2Q3', 'Q16772', 'P21266', 'O15217', 'Q03013', 'Q7RTV2', 'P09211', 'P78417', 'P07203', 'P18283', 'P30711', 'O43708', 'O75715', 'P22352', 'Q04760', 'Q16873', 'O14880', 'O60760', 'P08263', 'P09210', 'P10620', 'P10768', 'P19440', 'P28161', 'P35754', 'P36969', 'P46439', 'P59796', 'Q16775', 'Q6NSD4', 'Q96SL4', 'Q99735', 'Q9H4Y5', 'Q9NS18']"
118,Phosphatidyl serine,DB00144,6323481,46505650,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCCCC,"['Phosphatidylserine decarboxylase proenzyme', 'Scavenger receptor class B member 1', 'Protein kinase C alpha type', 'Phosphatidylserine synthase 1', 'Diacylglycerol kinase gamma', 'Diacylglycerol kinase delta', 'Phosphatidylserine synthase 2', 'Sphingomyelin phosphodiesterase 4', 'Sphingomyelin phosphodiesterase 3', 'Probable phospholipid-transporting ATPase IA']","['Q9UG56', 'Q8WTV0', 'P17252', 'P48651', 'P49619', 'Q16760', 'Q9BVG9', 'Q9NXE4', 'Q9NY59', 'Q9Y2Q0']"
119,Glycine,DB00145,750,46508219,NCC(O)=O,"['2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial', '5-aminolevulinate synthase, nonspecific, mitochondrial', '5-aminolevulinate synthase, erythroid-specific, mitochondrial', 'Glycine--tRNA ligase', 'Glutamate receptor ionotropic, NMDA 2A', 'Bile acid-CoA:amino acid N-acyltransferase', 'N-arachidonyl glycine receptor', 'Glutathione synthetase', 'Glutamate receptor ionotropic, NMDA 2C', 'Serine hydroxymethyltransferase', 'Glycine N-acyltransferase', 'Serine hydroxymethyltransferase, mitochondrial', 'Glycine N-acyltransferase-like protein 2', 'Glycine N-acyltransferase-like protein 1', 'Alanine--glyoxylate aminotransferase 2, mitochondrial', 'Peroxisomal sarcosine oxidase', 'Glutamate receptor ionotropic, NMDA 3B', 'Glycine receptor subunit alpha-1', 'Serine--pyruvate aminotransferase', 'Glycine receptor subunit beta', 'Serine hydroxymethyltransferase, cytosolic', 'Glycine receptor subunit alpha-3', 'Glycine receptor subunit alpha-2', 'Glycine N-methyltransferase', 'Glycine amidinotransferase, mitochondrial']","['O75600', 'P13196', 'P22557', 'P41250', 'Q12879', 'Q14032', 'Q14330', 'P48637', 'Q14957', 'Q53ET4', 'Q6IB77', 'P34897', 'Q8WU03', 'Q969I3', 'Q9BYV1', 'Q9P0Z9', 'O60391', 'P23415', 'P21549', 'P48167', 'P34896', 'O75311', 'P23416', 'Q14749', 'P50440']"
120,Calcifediol,DB00146,5283731,46505690,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,['Vitamin D3 receptor'],['P11473']
121,Pyridoxal,DB00147,1050,46506282,CC1=NC=C(CO)C(C=O)=C1O,['Pyridoxal kinase'],['O00764']
122,Creatine,DB00148,586,46504868,CN(CC(O)=O)C(N)=N,"['Creatine kinase M-type', 'Creatine kinase U-type, mitochondrial', 'Creatine kinase B-type', 'Creatine kinase S-type, mitochondrial', 'Sodium- and chloride-dependent creatine transporter 1', 'Guanidinoacetate N-methyltransferase']","['P06732', 'P12532', 'P12277', 'P17540', 'P48029', 'Q14353']"
123,Leucine,DB00149,6106,46507163,CC(C)C[C@H](N)C(O)=O,"['Probable leucine--tRNA ligase, mitochondrial', 'Leucine carboxyl methyltransferase 2', 'Leucine carboxyl methyltransferase 1', 'Leucine--tRNA ligase, cytoplasmic', 'Branched-chain-amino-acid aminotransferase, mitochondrial', 'Branched-chain-amino-acid aminotransferase, cytosolic']","['Q15031', 'O60294', 'Q9UIC8', 'Q9P2J5', 'O15382', 'P54687']"
124,Tryptophan,DB00150,6305,46508329,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,"['Tryptophan--tRNA ligase, cytoplasmic', 'Tryptophan--tRNA ligase', 'Tryptophan--tRNA ligase, mitochondrial']","['P23381', 'P00953', 'Q9UGM6']"
125,Cysteine,DB00151,5862,46506553,N[C@@H](CS)C(O)=O,"['Glutamate--cysteine ligase regulatory subunit', 'Glutamate--cysteine ligase catalytic subunit', 'Aspartate aminotransferase, cytoplasmic', 'Aspartate aminotransferase, mitochondrial', 'Cystathionine gamma-lyase', 'Cystathionine beta-synthase', 'Cysteine--tRNA ligase, cytoplasmic', 'Methylated-DNA--protein-cysteine methyltransferase', 'Glutathione synthetase', 'Probable cysteine--tRNA ligase, mitochondrial', 'Cysteine sulfinic acid decarboxylase', 'Cysteine desulfurase, mitochondrial', 'Cysteine dioxygenase type 1']","['P48507', 'P48506', 'P17174', 'P00505', 'P32929', 'P35520', 'P49589', 'P16455', 'P48637', 'Q9HA77', 'Q9Y600', 'Q9Y697', 'Q16878']"
126,Thiamine,DB00152,1130,46507321,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,['Thiamin pyrophosphokinase 1'],['Q9H3S4']
127,Ergocalciferol,DB00153,5280793,46505053,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,"['Vitamin D3 receptor', 'Voltage-dependent calcium channel']","['P11473', 'Q06432']"
128,Dihomo-gamma-linolenic acid,DB00154,5280581,46508866,CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O,"['Prostaglandin G/H synthase 2', 'Prostaglandin G/H synthase 1']","['P35354', 'P23219']"
129,Citrulline,DB00155,9750,46506583,N[C@@H](CCCNC(N)=O)C(O)=O,"['Nitric oxide synthase, endothelial', 'Argininosuccinate synthase', 'N(G),N(G)-dimethylarginine dimethylaminohydrolase 2', 'Argininosuccinate synthetase, isoform CRA_a', 'N(G),N(G)-dimethylarginine dimethylaminohydrolase 1', 'Ornithine carbamoyltransferase, mitochondrial', 'Nitric oxide synthase, brain', 'Nitric oxide synthase, inducible', 'Protein-arginine deiminase type-4', 'Protein-arginine deiminase type-6', 'Protein-arginine deiminase type-1', 'Protein-arginine deiminase type-3', 'Protein-arginine deiminase type-2']","['P29474', 'P00966', 'O95865', 'Q5T6L4', 'O94760', 'P00480', 'P29475', 'P35228', 'Q9UM07', 'Q6TGC4', 'Q9ULC6', 'Q9ULW8', 'Q9Y2J8']"
130,Threonine,DB00156,6288,46506798,C[C@@H](O)[C@H](N)C(O)=O,"['Threonine--tRNA ligase, cytoplasmic', 'Threonine--tRNA ligase, mitochondrial', 'Beta-lactamase Toho-1']","['P26639', 'Q9BW92', 'Q47066']"
