Drug,Cell
phloretin,NCI-H1373
CAL-101,SNU-475
RAF265,42-MG-BA
OSI-027,BICR 16
dasatinib,KLE
chlorambucil,CAL-62
triazolothiadiazine,JL-1
etoposide,ACHN
cytarabine hydrochloride,SU-DHL-6
BMS-754807,CHP-126
parbendazole,MFE-296
ETP-46464,SK-HEP-1
MLN2238,UACC-812
FQI-2,MHH-ES-1
DBeQ,SK-LMS-1
Compound 23 citrate,WM-793
silmitasertib,NCI-H226
TPCA-1,NCI-H2122
AZD6482,HUP-T4
ABT-737,RL
BRD-K34222889,HEC-151
MK-2206,IGR-39
SCH-79797,MHH-CALL-3
KW-2449,SK-N-AS
tamoxifen,KNS-81
pluripotin,KCL-22
BMS-754807,HCC827
linsitinib,HL-60
ETP-46464,MHH-CALL-3
niclosamide,NCI-H1581
fingolimod,8305C
KU-0063794,SJSA-1
KW-2449,MHH-ES-1
BRD-K34222889,HuH-6
BRD-K34222889,SUP-B15
pluripotin,Hs 578T
valdecoxib,HEC-151
KU-55933,NCI-H1435
BRD-K44224150,SNU-1272
docetaxel,KYSE-30
bleomycin A2,NCI-H1703
KU-0063794,RCM-1
LE-135,SNU-410
rigosertib,SNU-182
nakiterpiosin,OCI-LY-19
BRD-K26531177,GSS
TW-37,HOS
AT13387,SW1417
tigecycline,THP-1
ABT-737,SNU-175
NVP-231,RH-30
parbendazole,Hs 683
sorafenib,SNU-387
BMS-754807,NCI-H446
dasatinib,JeKo-1
docetaxel,HCC4006
STF-31,SNU-478
sunitinib,TE-1
vorinostat,NCI-H1373
OSI-027,SNU-1272
nakiterpiosin,VMRC-RCZ
entinostat,SF126
BRD-K01737880,SCC-4
BI-2536,VMRC-RCZ
NSC632839,Hs 683
LRRK2-IN-1,SUP-T1
PHA-793887,SK-HEP-1
parbendazole,SU-DHL-1
RITA,MONO-MAC-1
manumycin A,ONCO-DG-1
LRRK2-IN-1,LXF-289
necrosulfonamide,SW1417
parbendazole,KNS-60
axitinib,NCI-H1703
tamatinib,HCC-1438
BRD-K66532283,BICR 16
IPR-456,LUDLU-1
obatoclax,OCI-LY3
sildenafil,NCI-H2444
austocystin D,SNU-869
cytarabine hydrochloride,NCI-H2081
FQI-2,ONS-76
methylstat,EFE-184
sunitinib,SUP-T1
CD-437,A-498
daporinad,EN
AZD6482,GMS-10
narciclasine,BEN
cyanoquinoline 11,HT115
fingolimod,PF-382
importazole,KG-1-C
AZD6482,U-251 MG
YM-155,DBTRG-05MG
nakiterpiosin,ZR-75-1
tamoxifen,Panc 10.05
B02,KMS-27
DBeQ,LUDLU-1
NVP-231,LN-18
BMS-754807,SW1116
NSC23766,TE-11
tanespimycin,DMS 273
ABT-737,SNU-182
TPCA-1,KLE
MG-132,AsPC-1
cerulenin,HuH28
KU-0063794,NCI-H2286
CI-976,NCI-H1915
BRD-K26531177,RL95-2
neratinib,KLE
topotecan,PF-382
triptolide,NCI-H1373
nutlin-3,SK-MEL-24
manumycin A,Calu-3
rigosertib,SW48
RAF265,KNS-81
WP1130,SW 1990
pifithrin-mu,NCI-H1299
OSI-027,SW48
topotecan,MONO-MAC-1
TPCA-1,VCaP
etoposide,EHEB
fluvastatin,U-251 MG
MLN2238,HGC-27
PI-103,Calu-3
WP1130,23132/87
LRRK2-IN-1,HCC202
ETP-46464,KALS-1
isoevodiamine,NCI-H1395
triptolide,OV56
pluripotin,697
STF-31,Hs 611.T
ZSTK474,HT-144
paclitaxel,DAN-G
sildenafil,NCI-H2452
OSI-027,ZR-75-1
sildenafil,NCI-H226
tanespimycin,MV-4-11
gossypol,SK-HEP-1
RITA,KG-1-C
BMS-754807,EFE-184
cabozantinib,GOS-3
MG-132,GOS-3
niclosamide,NCI-H2196
DBeQ,MDA-MB-231
entinostat,LU99
PRIMA-1,SU-DHL-1
BRD-K11533227,SNU-175
KW-2449,SKM-1
YM-155,NCI-H1435
topotecan,EFO-27
narciclasine,OCI-LY-19
docetaxel,EFO-27
SCH-79797,NCI-H1299
GW-405833,SNU-182
GANT-61,KNS-60
daporinad,PK-1
NVP-231,NCI-H2087
lapatinib,HuH-6
RAF265,NCI-H1385
PF-3758309,COV362
sorafenib,FaDu
NVP-231,Hs 729
sunitinib,NCI-H2196
dasatinib,U-2 OS
fluvastatin,KLE
DBeQ,FU97
LY-2157299,SNU-1272
SCH-79797,TE-8
FQI-2,PL-21
pyrazolanthrone,OV56
nutlin-3,AMO-1
pluripotin,JIMT-1
PHA-793887,PA-TU-8902
sunitinib,NCI-H446
valdecoxib,HEC-1-B
necrosulfonamide,HEC-151
sunitinib,SNU-C5
WP1130,HL-60
gemcitabine,ESS-1
ZSTK474,Set-2
KW-2449,KMRC-3
MLN2238,ME-1
PF-184,NCI-H1734
N9-isopropylolomoucine,RCM-1
NSC632839,KNS-60
necrosulfonamide,MG-63
austocystin D,A2058
BRD-K34222889,EN
LRRK2-IN-1,ST486
RITA,MOLM-6
cabozantinib,LS123
tanespimycin,ONCO-DG-1
NVP-231,COV362
BI-2536,ST486
lapatinib,LXF-289
alisertib,MOLM-6
curcumin,MONO-MAC-1
SCH-79797,U-251 MG
necrostatin-7,SJSA-1
curcumin,QGP-1
sunitinib,NCI-H2126
AM-580,UACC-62
PF-3758309,EB1
gossypol,KCL-22
daporinad,SK-N-FI
paclitaxel,HCC-366
PIK-93,SCaBER
AM-580,BL-70
isoevodiamine,SCC-4
RAF265,RL95-2
skepinone-L,SNU-869
CAL-101,LXF-289
BI-2536,GMS-10
canertinib,KASUMI-2
FQI-2,KYSE-180
obatoclax,DK-MG
TW-37,NCI-H526
neopeltolide,ONCO-DG-1
RAF265,OS-RC-2
EX-527,PA-TU-8902
mitomycin,VM-CUB1
PF-3758309,DND-41
PRIMA-1,HEC-1-B
salermide,HEC-151
indisulam,MHH-ES-1
STF-31,WM-793
ZSTK474,SCC-25
MLN2238,EFE-184
Compound 7d-cis,KP-2
triptolide,OUMS-23
TW-37,CAL-120
daporinad,KP-2
ZSTK474,DK-MG
BMS-754807,SCC-4
CAL-101,OVTOKO
BRD-K45681478,Hs 611.T
fingolimod,DMS 79
saracatinib,SCaBER
triptolide,Calu-1
PI-103,RI-1
fingolimod,SK-N-FI
triptolide,NCI-H1734
KU-0063794,DK-MG
methylstat,DBTRG-05MG
Compound 23 citrate,HEL
marinopyrrole A,IGR-39
vorinostat,BICR 31
indisulam,HT115
axitinib,SNU-489
sunitinib,OPM-2
PF-184,U-BLC1
pluripotin,KG-1-C
mitomycin,SW1417
GW-405833,HCC2218
linsitinib,NCI-H526
KHS101,SU-DHL-1
YM-155,KYM-1
gemcitabine,TCCSUP
NSC632839,KE-39
NVP-TAE684,NCI-H716
BRD-K01737880,SK-N-BE(2)
KU-0063794,TCCSUP
KHS101,MHH-ES-1
PIK-93,NCI-H1373
HBX-41108,G-361
lapatinib,LS 180
MLN2238,23132/87
PHA-793887,SNU-1196
NVP-231,NCI-H1915
tamoxifen,SU.86.86
bleomycin A2,NCI-H1693
decitabine,SUP-B15
KW-2449,PE/CA-PJ49
neratinib,NCI-H1734
gemcitabine,OCI-AML2
canertinib,HCC1419
daporinad,SK-N-AS
obatoclax,Calu-6
etoposide,U-2 OS
nakiterpiosin,SK-N-BE(2)
cerulenin,SKM-1
MK-2206,SNU-410
narciclasine,HGC-27
etoposide,SK-MEL-24
SMER-3,OS-RC-2
YM-155,GSS
LE-135,JHH-6
FQI-2,LK-2
hyperforin,HuCCT1
tamatinib,ACC-MESO-1
FQI-2,OVK18
KW-2449,JHUEM-2
alisertib,KASUMI-1
NSC632839,LK-2
SMER-3,Set-2
curcumin,"G-292, clone A141B1"
SMER-3,RL
narciclasine,KE-39
rigosertib,HT-29
vorinostat,SNU-46
entinostat,TE-11
MGCD-265,HUP-T4
PRIMA-1-Met,L-1236
topotecan,SK-MM-2
RAF265,YD-38
NSC23766,BC-3C
tivozanib,SW 1783
fluvastatin,SNU-466
etoposide,QGP-1
parbendazole,FTC-133
BRD-K34222889,HCC2218
lapatinib,NCI-H1693
UNC0638,VCaP
SCH-79797,LN-229
WP1130,ME-1
barasertib,KP-N-SI9s
hyperforin,HEC-251
semagacestat,LS 180
BI-2536,NCI-H1581
bleomycin A2,RERF-LC-MS
sunitinib,KASUMI-2
PF-3758309,NCI-H1563
PI-103,LU99
vorinostat,42-MG-BA
bleomycin A2,YD-38
austocystin D,EFO-27
methylstat,MDA-MB-415
COL-3,BC-3C
paclitaxel,MOTN-1
salermide,TOV-112D
SMER-3,ONCO-DG-1
AT13387,EFO-27
PF-184,NCI-H2228
importazole,Calu-3
YM-155,GMS-10
parbendazole,QGP-1
paclitaxel,TCCSUP
neratinib,NCI-H209
BRD-A94377914,AMO-1
axitinib,NCI-H226
PRIMA-1,QGP-1
YM-155,MEL-HO
triazolothiadiazine,PK-1
KU-60019,SK-N-BE(2)
alisertib,NCI-H2052
BRD-K34222889,HCC-78
TW-37,JeKo-1
narciclasine,HOS
nutlin-3,SNU-475
WP1130,SK-BR-3
STF-31,MOTN-1
PHA-793887,QGP-1
pluripotin,BICR 16
MLN2238,NCI-H2126
SMER-3,JURKAT
BI-2536,SUP-T1
gemcitabine,SUP-B15
docetaxel,JHH-5
triazolothiadiazine,HCC827
methylstat,SK-MEL-2
NVP-TAE684,SNU-423
sunitinib,EB1
FQI-2,HuT 78
BRD-K50799972,SNU-489
PIK-93,TM-31
topotecan,SNU-719
neratinib,P12-ICHIKAWA
MLN2238,JL-1
BRD-K52037352,SK-CO-1
BRD-K80183349,BICR 16
PF-3758309,Capan-1
neratinib,AU565
nakiterpiosin,U-87 MG
FQI-2,NCI-H2452
YM-155,SNU-423
etomoxir,RCC10RGB
SCH-79797,HCC-78
ETP-46464,P3HR-1
triptolide,KYSE-30
parbendazole,LS 180
PHA-793887,NCI-H1299
saracatinib,EB1
PI-103,MG-63
sunitinib,MHH-ES-1
PHA-793887,SNU-869
BRD-K26531177,TE-5
hyperforin,SK-N-BE(2)
NSC632839,TT
vorinostat,HCC-1833
KHS101,RMG-I
cyanoquinoline 11,LS 180
docetaxel,J82
mitomycin,VCaP
lapatinib,COR-L105
canertinib,Hs 611.T
daporinad,HEL
NSC632839,HCC-78
N9-isopropylolomoucine,HCC827
NVP-TAE684,NCI-H1703
VER-155008,Hs 895.T
parbendazole,NCI-H2087
CAL-101,MDST8
NSC23766,TE-1
UNC0638,FU97
BRD1835,NCI-H322
MK-2206,LUDLU-1
CIL55A,SNU-1079
silmitasertib,EFE-184
marinopyrrole A,SJSA-1
MLN2238,HEC-151
GW-405833,SK-MEL-24
PI-103,IPC-298
BRD-K45681478,MDA-MB-157
importazole,DEL
BRD-K26531177,LU99
triazolothiadiazine,NH-6
TGX-221,ONS-76
austocystin D,Calu-1
SMER-3,HuH-6
gemcitabine,LU65
NVP-TAE684,HCC-1438
SMER-3,SJSA-1
sunitinib,VCaP
narciclasine,YD-8
CD-437,GP2d
nakiterpiosin,MC116
SMER-3,DMS 454
neratinib,BC-3C
gemcitabine,GI-1
valdecoxib,SK-MM-2
canertinib,SNU-1196
cyanoquinoline 11,KYSE-70
saracatinib,HuCCT1
isoevodiamine,GSS
RITA,HEC-251
sunitinib,GOS-3
vorinostat,GOS-3
neratinib,KYSE-70
cerulenin,BL-70
barasertib,SK-N-DZ
saracatinib,HUP-T4
BRD-K34222889,COR-L51
austocystin D,CADO-ES1
sunitinib,OCI-AML5
BRD-K26531177,HMCB
KW-2449,NCI-H526
vandetanib,OS-RC-2
erismodegib,SW620
pluripotin,SNU-1272
nintedanib,SCC-4
AT13387,SNU-449
entinostat,NCI-H2196
YM-155,SK-LMS-1
UNC0638,Hs 611.T
fluvastatin,HEL
CIL55A,MOLM-6
paclitaxel,HT-144
entinostat,HuT 78
barasertib,Hs 611.T
fluvastatin,PE/CA-PJ49
valdecoxib,BL-70
simvastatin,COLO 829
topotecan,HL-60
lapatinib,EFO-27
PI-103,KASUMI-1
PI-103,EFE-184
nutlin-3,WM-793
PF-184,RCC10RGB
necrosulfonamide,HCC2218
TPCA-1,SNU-46
nakiterpiosin,JK-1
narciclasine,NCI-H2228
mitomycin,HPB-ALL
SMER-3,RH-30
LRRK2-IN-1,RCC10RGB
NSC632839,Set-2
AM-580,SK-N-BE(2)
cediranib,TE-11
MLN2238,Hs 611.T
PHA-793887,Ishikawa (Heraklio) 02 ER-
KU-0063794,SUP-T11
CIL55A,CML-T1
SCH-79797,MFE-296
GW-405833,A-375
PIK-93,DMS 79
PI-103,ACHN
PI-103,NCI-H2081
CD-437,COLO-800
methylstat,CHP-126
dasatinib,NCI-H1734
pluripotin,HT115
BMS-754807,NCI-H2405
NVP-TAE684,ME-1
triazolothiadiazine,SK-LMS-1
Ch-55,GP2d
rigosertib,LXF-289
PD 153035,TE-11
fingolimod,SU.86.86
BI-2536,WM1799
triptolide,PE/CA-PJ49
MLN2238,KYSE-70
tamatinib,YD-8
isoevodiamine,COLO-800
narciclasine,AU565
cerulenin,NCI-H1915
rigosertib,A-498
BMS-754807,TOV-112D
spautin-1,GP2d
PDMP,HPAF-II
PI-103,FaDu
BI-2536,KALS-1
MG-132,A-498
fluvastatin,DMS 53
tivozanib,HCC4006
barasertib,SU-DHL-4
linsitinib,U-2 OS
entinostat,KMBC-2
ZSTK474,P3HR-1
neratinib,ME-1
pluripotin,DEL
nakiterpiosin,P12-ICHIKAWA
daporinad,NCI-H1915
ABT-737,KG-1-C
etoposide,A-204
triazolothiadiazine,TOV-112D
nakiterpiosin,DK-MG
triazolothiadiazine,KMS-34
neratinib,KASUMI-2
BRD-K34222889,A-375
chlorambucil,SK-MM-2
pluripotin,Calu-1
PF-184,HCC-1438
rigosertib,OCI-AML2
MK-2206,LS411N
KU-0063794,J82
obatoclax,HPB-ALL
sorafenib,LC-1/sq-SF
HBX-41108,SK-MM-2
vorinostat,OCI-AML2
gemcitabine,NCI-H1650
CD-437,GMS-10
SMER-3,JHH-6
RAF265,TT
semagacestat,TE-8
importazole,JHH-6
topotecan,NCI-H1666
tivozanib,A172
austocystin D,PK-1
PI-103,SU-DHL-4
MLN2238,SKM-1
BRD-K34222889,HMCB
FQI-2,BICR 22
sorafenib,DMS 454
lapatinib,TE-8
BRD-K34222889,HCC-56
MG-132,FTC-238
parbendazole,P12-ICHIKAWA
axitinib,VCaP
niclosamide,NCI-H446
RITA,LS1034
MGCD-265,DMS 53
spautin-1,L-1236
nilotinib,U-87 MG
parbendazole,NCI-H2009
obatoclax,MDA-MB-468
PF-3758309,JL-1
valdecoxib,LS123
PF-3758309,NCI-H1703
KHS101,KYSE-180
dasatinib,Hs 895.T
paclitaxel,PEER
cabozantinib,A-498
CD-437,BC-3C
NVP-TAE684,A-375
vorinostat,SK-MEL-3
ABT-737,KLE
entinostat,HEL
rigosertib,GAMG
saracatinib,HEC-151
OSI-027,CHP-126
manumycin A,DEL
SCH-79797,VM-CUB1
necrosulfonamide,HPB-ALL
BRD-K50799972,U-2 OS
OSI-930,RI-1
gossypol,KMBC-2
alisertib,HCC-78
RAF265,OUMS-23
BRD-K17060750,COV362
rigosertib,HCC827
pluripotin,SNU-175
dasatinib,GSS
isoevodiamine,TE-11
dasatinib,NCI-H1915
topotecan,AsPC-1
gemcitabine,DAN-G
niclosamide,U-251 MG
DBeQ,NCI-H1703
salermide,BT-20
alisertib,HuT 78
vandetanib,NCI-H1915
niclosamide,SK-N-BE(2)
fingolimod,SNU-1079
valdecoxib,HuCCT1
Compound 23 citrate,JURKAT
RAF265,HT-1376
cabozantinib,Hs 683
NVP-231,EN
TGX-221,NCI-H1666
phloretin,JK-1
gossypol,COV362
rigosertib,Hs 822.T
HBX-41108,RT4
triazolothiadiazine,Hs 683
KU-0063794,IPC-298
pluripotin,SNU-182
PRIMA-1,RH-30
tanespimycin,SK-N-DZ
BMS-754807,MDA-MB-231
NVP-231,WM1799
WP1130,HuT 78
NVP-TAE684,8305C
BRD-K34222889,HOS
sunitinib,NCI-H526
vorinostat,SNU-423
PDMP,HT-144
OSI-027,LU99
FQI-2,Hs 729
BRD-K34222889,OCI-LY3
CD-437,HEC-251
SCH-79797,LXF-289
nakiterpiosin,OCI-AML5
topotecan,HCC202
gemcitabine,TOV-112D
MGCD-265,NCI-H1385
CIL55A,PA-TU-8902
etoposide,SKM-1
Ko-143,SW 1783
ZSTK474,KMS-34
BRD-K34222889,SNU-423
mitomycin,TUHR4TKB
PF-184,RS4;11
vandetanib,WM1799
fingolimod,QGP-1
BRD-K34222889,NCI-H1373
Compound 23 citrate,NCI-H2196
PI-103,MFE-319
canertinib,NCI-H2009
BMS-754807,NCI-H322
BI-2536,BT-20
VER-155008,ZR-75-1
epigallocatechin-3-monogallate,KP-N-YN
entinostat,FTC-133
tamatinib,BxPC-3
hyperforin,Ishikawa (Heraklio) 02 ER-
tanespimycin,SNU-475
bleomycin A2,JURKAT
triptolide,SNU-61
BRD-K34222889,FU97
WP1130,ACC-MESO-1
TW-37,HEL
tanespimycin,PEER
PF-3758309,NCI-H1651
YM-155,BxPC-3
PIK-93,NCI-H1915
rigosertib,OCI-LY-19
NSC632839,ME-1
vandetanib,SNU-478
PF-3758309,PK-1
PRIMA-1,GMS-10
AZD6482,HMCB
PDMP,NCI-H2009
SMER-3,COV434
PRIMA-1,CML-T1
cytarabine hydrochloride,COV434
NSC23766,TUHR4TKB
tivozanib,SNU-475
canertinib,COR-L105
BI-2536,GP2d
BRD-K33199242,KNS-81
isoevodiamine,SNU-182
tanespimycin,EFO-27
obatoclax,ONS-76
barasertib,KMS-34
sildenafil,HT-29
ABT-737,SK-HEP-1
paclitaxel,SUP-B15
PIK-93,NCI-H446
VER-155008,U-87 MG
ZSTK474,SNU-C2A
triazolothiadiazine,HuH-6
austocystin D,COV362
hyperforin,NCI-H2087
nintedanib,SNU-840
fingolimod,SW1417
ETP-46464,OVK18
MGCD-265,HCC-1833
isoevodiamine,SHP-77
austocystin D,NCI-H526
YM-155,SNU-475
AZD6482,KASUMI-1
parbendazole,SNU-886
NVP-TAE684,OCI-AML2
gossypol,SCaBER
BMS-754807,COLO-320
GW-405833,HuCCT1
palmostatin B,JL-1
RITA,P31/FUJ
OSI-027,JIMT-1
N9-isopropylolomoucine,Hs 578T
PI-103,IGR-39
FQI-2,SKM-1
KW-2449,KNS-81
CAL-101,MV-4-11
MLN2238,SNU-719
triazolothiadiazine,MEL-HO
nakiterpiosin,42-MG-BA
neratinib,NCI-H1650
indisulam,Set-2
tanespimycin,EB1
neratinib,SK-N-DZ
curcumin,KMS-34
nutlin-3,NH-6
ZSTK474,YD-8
narciclasine,ESS-1
GANT-61,KNS-81
RAF265,RPMI-8402
marinopyrrole A,SNU-475
chlorambucil,ESS-1
RG-108,HEL
CD-437,A172
BI-2536,TE-11
WP1130,HCC-95
canertinib,EOL-1
pyrazolanthrone,NCI-H2087
KW-2449,Hs 895.T
triazolothiadiazine,NCI-H2052
triazolothiadiazine,SNU-1196
fingolimod,ACHN
AM-580,BxPC-3
ABT-737,THP-1
DBeQ,COV362
curcumin,TE-6
curcumin,GSS
rigosertib,KYSE-70
BRD-K66532283,KYM-1
TPCA-1,NCI-H1373
sunitinib,LUDLU-1
PRIMA-1,OCI-LY3
ZSTK474,SK-BR-3
importazole,Hs 683
AT13387,Becker
BRD-K24690302,JHH-6
obatoclax,EHEB
daporinad,MHH-NB-11
valdecoxib,SW1417
vorinostat,OCI-M1
rigosertib,SCC-25
KHS101,HEC-1-B
hyperforin,SNU-C5
semagacestat,A-375
FQI-2,U-251 MG
sunitinib,SNU-840
neratinib,SNU-466
BI-2536,SNU-449
BRD-K26531177,TE-6
epigallocatechin-3-monogallate,QGP-1
phloretin,TOV-21G
niclosamide,TE-8
cediranib,RL
neratinib,JVM-2
HBX-41108,KE-39
N9-isopropylolomoucine,CHP-126
MG-132,COR-L51
obatoclax,HuH28
WP1130,SW620
MLN2238,SNU-61
DBeQ,ACHN
DBeQ,GP2d
KHS101,MDA-MB-361
cabozantinib,KP-2
OSI-027,SNU-5
BRD-K34222889,LS 180
BRD-K34222889,RL95-2
neratinib,COV434
narciclasine,Calu-1
PI-103,SNU-475
CIL55A,TT
gemcitabine,RCC10RGB
NVP-TAE684,Hs 611.T
topotecan,A549
barasertib,HUP-T4
TW-37,Hs 729
BRD1835,KMRC-3
HBX-41108,IA-LM
topotecan,HCC-1833
pluripotin,TM-31
BRD-K34222889,SNU-840
pluripotin,RS4;11
NSC 74859,MDA-MB-231
STF-31,LC-1/sq-SF
BRD-K34222889,Hs 683
entinostat,WM1799
CD-437,HuCCT1
triptolide,KALS-1
PDMP,A549
narciclasine,SNU-449
curcumin,HCC-1833
BRD-K45681478,SNU-886
parbendazole,DND-41
BRD-K33199242,NCI-H1395
etoposide,RH-18
PHA-793887,HCC-1833
AZD6482,SNU-475
parbendazole,J82
canertinib,LN-229
WP1130,IGR-39
PF-3758309,SK-MEL-24
AZD6482,RL95-2
dasatinib,PSN1
docetaxel,NCI-H1703
OSI-027,NCI-H716
nakiterpiosin,LN-18
methylstat,ZR-75-1
topotecan,HCC-366
DNMDP,NCI-H1915
LRRK2-IN-1,ME-1
ML239,HEC-251
KU-0063794,NCI-H1373
dasatinib,HCC1419
isoevodiamine,Calu-6
entinostat,SU.86.86
LE-135,RMG-I
silmitasertib,RVH-421
MG-132,J82
RAF265,NCI-H1155
paclitaxel,HUP-T3
RITA,NCI-H2081
ZSTK474,SW 1990
KU-0063794,HCC202
rigosertib,LU65
ZSTK474,COLO-800
NVP-231,MFE-296
saracatinib,PEER
B02,PANC-1
DNMDP,DBTRG-05MG
topotecan,MJ
NSC632839,SCC-4
mitomycin,SNU-46
narciclasine,NCI-H526
PF-184,RCM-1
silmitasertib,HEC-50B
COL-3,RMG-I
triptolide,AMO-1
PHA-793887,TE-6
LRRK2-IN-1,SK-N-AS
nutlin-3,DV-90
bleomycin A2,NH-6
neopeltolide,KCL-22
PIK-93,CML-T1
marinopyrrole A,MC116
NSC632839,LN-229
austocystin D,TE-1
barasertib,SNU-46
BRD-K34222889,COLO 684
narciclasine,NCI-H2126
OSI-027,NCI-H1563
etoposide,NCI-H526
barasertib,NCI-H1581
BRD-K41597374,HUP-T3
pifithrin-mu,LS123
PHA-793887,NCI-H2087
PHA-793887,KMS-27
BRD-K66532283,WM1799
BI-2536,SU.86.86
CD-437,SNU-869
RAF265,HCC-366
narciclasine,SCC-4
docetaxel,OCI-LY3
BRD-K26531177,SNU-869
rigosertib,TE-5
simvastatin,KP-2
ML050,NH-6
importazole,"G-292, clone A141B1"
TW-37,KMS-27
pifithrin-alpha,SNU-886
PI-103,SNU-601
narciclasine,HT-144
TW-37,SK-HEP-1
PI-103,SUP-B15
HBX-41108,OCI-AML2
isoevodiamine,SU-DHL-1
STF-31,VMRC-RCZ
CD-1530,KALS-1
docetaxel,ESS-1
paclitaxel,PL-21
cediranib,JeKo-1
WP1130,SK-HEP-1
Ko-143,NCI-H1435
gemcitabine,Hs 729
BMS-754807,SU.86.86
niclosamide,NCI-H1155
OSI-930,ME-1
tamatinib,EPLC-272H
Compound 23 citrate,HEC-251
bleomycin A2,KP-N-SI9s
SMER-3,DND-41
BRD-K26531177,RI-1
curcumin,OCI-M1
FQI-2,GSS
alisertib,PEER
cerulenin,A-375
DBeQ,MDA-MB-468
CHIR-99021,LN-229
gemcitabine,CHP-126
N9-isopropylolomoucine,MOR/CPR
BRD-K34222889,SW 1990
curcumin,HEC-251
vorinostat,HT-1376
pluripotin,MDA-MB-361
NSC23766,SW48
neratinib,Calu-6
SCH-79797,AU565
narciclasine,MDA-MB-231
neratinib,TM-31
importazole,NCI-H1339
MLN2238,LCLC-103H
PRIMA-1,RL95-2
axitinib,HL-60
BRD-K45681478,KNS-60
etoposide,P12-ICHIKAWA
bleomycin A2,GI-1
sorafenib,SCaBER
NVP-231,WM-793
KU-0063794,NCI-H2052
PF-184,NCI-H2452
mitomycin,ACHN
tamoxifen,KYSE-30
Compound 23 citrate,RPMI-8402
WP1130,FTC-238
fingolimod,BEN
sunitinib,QGP-1
Compound 7d-cis,SNU-869
HBX-41108,MM1-S
sorafenib,DMS 273
linsitinib,LS1034
tigecycline,KP-N-SI9s
OSI-027,JeKo-1
WP1130,QGP-1
B02,U-251 MG
ABT-737,Set-2
KW-2449,AMO-1
fingolimod,SNU-685
PRIMA-1,HCC1954
BRD-K24690302,GP2d
DNMDP,8305C
sunitinib,KP-2
nakiterpiosin,Hs 729
BMS-754807,SNU-1041
tanespimycin,NCI-H2196
KW-2449,NCI-H1299
sunitinib,Set-2
NVP-TAE684,RI-1
simvastatin,CAL-62
YM-155,SCC-25
Compound 23 citrate,DND-41
N9-isopropylolomoucine,TC-71
cerulenin,Calu-6
SMER-3,SNU-61
isoevodiamine,SNU-478
dasatinib,PA-TU-8902
cabozantinib,A172
isoevodiamine,GI-1
N9-isopropylolomoucine,8305C
alisertib,LS 180
LRRK2-IN-1,G-361
cediranib,LC-1/sq-SF
NSC 74859,SK-MM-2
TPCA-1,HT-1376
methylstat,NCI-H2452
TPCA-1,SK-N-FI
Compound 23 citrate,NCI-H226
CD-437,TE-8
dasatinib,WM1799
B02,HEC-251
entinostat,HPAF-II
obatoclax,Hs 729
gemcitabine,HCC-366
BI-2536,KMS-34
canertinib,GMS-10
marinopyrrole A,NCI-H2228
etoposide,GOS-3
etoposide,HCC-78
valdecoxib,Hs 578T
triptolide,MDA-MB-231
triptolide,NCI-H2009
methylstat,WM1799
L-685458,KE-39
lapatinib,NCI-H2126
rigosertib,PEER
UNC0638,CML-T1
dasatinib,U-BLC1
curcumin,CML-T1
YM-155,JHH-5
B02,Hs 611.T
rigosertib,SKM-1
KW-2449,DEL
rigosertib,42-MG-BA
alisertib,CML-T1
etoposide,THP-1
dasatinib,OUMS-23
curcumin,IPC-298
phloretin,J82
OSI-027,SCC-4
KHS101,Hs 683
vorapaxar,SW 1783
triptolide,42-MG-BA
OSI-027,TE-11
ZSTK474,LK-2
YM-155,TE-11
FQI-2,KMS-27
canertinib,TC-71
PHA-793887,DAN-G
SCH-79797,GSS
B02,HT-1376
BRD-K26531177,PL-21
PF-3758309,KASUMI-1
FQI-2,SHP-77
triazolothiadiazine,Hs 729
ZSTK474,HCC1954
salermide,A549
NVP-231,A-204
marinopyrrole A,HGC-27
necrosulfonamide,KASUMI-2
sunitinib,JHUEM-2
pluripotin,KP-2
saracatinib,LN-229
PF-3758309,COLO-800
gossypol,OCI-LY3
sorafenib,NCI-H446
neratinib,SHP-77
NVP-231,42-MG-BA
entinostat,KG-1-C
PF-184,NCI-H2286
CD-437,MEL-HO
triazolothiadiazine,SK-MM-2
SMER-3,GAMG
necrosulfonamide,SCaBER
BI-2536,SNU-175
MLN2238,LU99
manumycin A,CHP-126
KHS101,HGC-27
B02,U-BLC1
neratinib,EN
ZSTK474,COLO 684
vorinostat,RI-1
cediranib,KE-39
AM-580,CML-T1
sunitinib,MFE-296
daporinad,KYSE-70
simvastatin,OVTOKO
gemcitabine,HEC-251
chlorambucil,MFE-296
obatoclax,MHH-NB-11
SMER-3,NCI-H2009
WP1130,RH-30
PIK-93,EHEB
FQI-2,A2058
sorafenib,NCI-H1915
obatoclax,VCaP
fluvastatin,SW 1783
AT13387,MFE-319
docetaxel,42-MG-BA
AZD6482,ONCO-DG-1
canertinib,HCC2218
pluripotin,SNU-1196
KU-0063794,EFE-184
sunitinib,DBTRG-05MG
PHA-793887,JURKAT
CD-437,IA-LM
MLN2238,SK-LMS-1
SCH-79797,NCI-H1734
BRD-K26531177,U-251 MG
NVP-TAE684,SNU-387
ABT-737,BxPC-3
phloretin,COLO-320
etoposide,HGC-27
vandetanib,SNU-61
triazolothiadiazine,SK-OV-3
tanespimycin,SNU-61
cyanoquinoline 11,HEC-1-B
BMS-754807,Hs 895.T
