DRUG_NAME,CELL_LINE_NAME
Teniposide,HSC-4
Buparlisib,NCI-H2141
Selumetinib,PANC-10-05
Refametinib,NCI-H345
Ipatasertib,NCI-H841
Trametinib,ChaGo-K-1
Palbociclib,OVCAR-4
Vorinostat,HSC-4
Selumetinib,YH-13
Docetaxel,NCI-H28
Ibrutinib,YAPC
Motesanib,CAL-120
Ribociclib,FU-OV-1
Docetaxel,A253
Tanespimycin,NCI-H2405
Palbociclib,TE-5
Methotrexate,SNU-C1
Vorinostat,MS751
MK-2206,NCI-H2172
Selumetinib,KARPAS-45
Docetaxel,DK-MG
Paclitaxel,NCI-H2228
Tanespimycin,GR-ST
Pictilisib,RPMI-8226
Osimertinib,BT-483
Tanespimycin,KP-1N
Ipatasertib,ST486
Lapatinib,SNU-387
Venetoclax,OV-56
Cediranib,PSN1
Osimertinib,NCC021
MK-2206,KYSE-450
Paclitaxel,SNU-387
Tanespimycin,T84
Talazoparib,TE-5
Irinotecan,HCC70
Bortezomib,SNU-387
Tanespimycin,NCC021
Refametinib,NCI-H2196
Savolitinib,MG-63
Docetaxel,DMS-79
Paclitaxel,NCI-H1341
Talazoparib,DMS-114
Selumetinib,H3255
Bosutinib,NCI-H661
Sinularin,NCI-H1755
Vorinostat,JHH-6
Bosutinib,ESO26
Methotrexate,HuH-7
Savolitinib,DAN-G
Methotrexate,KNS-81-FD
Dabrafenib,NCI-H2228
Palbociclib,IST-SL1
Buparlisib,LS-1034
Ipatasertib,JHH-6
Docetaxel,SCC-15
Lapatinib,H4
Talazoparib,SW780
Savolitinib,EN
Dabrafenib,MKN1
Taselisib,LXF-289
Docetaxel,JHH-6
MK-2206,Becker
Paclitaxel,MKN1
Methotrexate,NCI-H2172
Taselisib,ALL-SIL
Irinotecan,CCK-81
Refametinib,KP-N-YN
Cediranib,TC-71
Paclitaxel,KMRC-20
MK-2206,Ca9-22
Buparlisib,HuH-7
MK-2206,SW620
Ipatasertib,TE-8
Dihydrorotenone,KYSE-70
Sapitinib,KURAMOCHI
Ibrutinib,SK-LU-1
Bromosporine,NCI-H2405
Motesanib,LC-1-sq
Taselisib,SNU-449
Buparlisib,NCI-H2342
Afatinib,YH-13
Bortezomib,PC-14
Cediranib,KP-N-YN
Buparlisib,PANC-08-13
Docetaxel,SNU-449
Ibrutinib,SNU-61
Selumetinib,NCI-H250
Ipatasertib,ChaGo-K-1
Sinularin,EPLC-272H
Sapitinib,SK-MM-2
Palbociclib,MFE-319
Dabrafenib,TOV-112D
Lapatinib,PSN1
Docetaxel,SW620
Bromosporine,KYSE-180
Vinorelbine,NCI-H2023
Venetoclax,PC-14
Ibrutinib,OV-56
Buparlisib,SK-LU-1
MK-2206,U-87-MG
Savolitinib,NCI-H2347
Tanespimycin,OAW-28
Lapatinib,NCI-H810
Taselisib,HSC-4
Palbociclib,EW-11
Sinularin,SNU-449
MK-2206,KP-3
Sapitinib,NCI-H250
Buparlisib,EB-3
Lapatinib,Hey
MK-2206,TE-5
Docetaxel,NCI-H1435
Bromosporine,NCI-H1435
Docetaxel,NCI-H1876
Talazoparib,KYAE-1
Dabrafenib,DMS-79
Tretinoin,BB65-RCC
Dasatinib,NCI-H1623
Teniposide,WM278
Talazoparib,ECC10
Sapitinib,KP-1N
Teniposide,EFM-192A
Motesanib,VA-ES-BJ
Afatinib,SIMA
Dabrafenib,CTB-1
Vinorelbine,NCI-H2141
Dasatinib,LNZTA3WT4
Afatinib,OSC-20
Sinularin,TE-6
Refametinib,OV-56
Motesanib,SK-MEL-3
Pictilisib,RF-48
Motesanib,SNU-398
Dabrafenib,U-87-MG
Savolitinib,T84
Afatinib,C3A
Dasatinib,KNS-62
Osimertinib,OV-56
Dabrafenib,no-11
Bosutinib,SW1417
Methotrexate,NCI-H1944
Osimertinib,ATN-1
Ipatasertib,NOMO-1
Irinotecan,MKN1
Selumetinib,NCI-H2085
Osimertinib,786-0
Bromosporine,NCI-H3122
Irinotecan,TE-12
Methotrexate,SN12C
Sapitinib,MHH-CALL-2
Pictilisib,NCI-H526
Sapitinib,SW1417
Tanespimycin,COR-L105
Trametinib,SK-MM-2
Tanespimycin,SIG-M5
Ibrutinib,PA-TU-8902
Dabrafenib,TE-6
Talazoparib,WM-115
Afatinib,T84
Afatinib,SN12C
Taselisib,Mo-T
Teniposide,OAW-28
Sapitinib,A673
Docetaxel,NCI-H2023
Talazoparib,MFE-319
Ipatasertib,CAL-62
Dasatinib,KM-H2
Methotrexate,SIG-M5
Docetaxel,SW780
Irinotecan,TOV-21G
Dasatinib,NB5
Bosutinib,NCI-H526
Docetaxel,SK-N-AS
Osimertinib,NB6
Taselisib,HLE
Talazoparib,OSC-20
Docetaxel,NCI-H2405
Afatinib,NCC021
Tanespimycin,NCI-H64
Talazoparib,SIG-M5
Ipatasertib,SK-MEL-1
Trametinib,MS751
Paclitaxel,MSTO-211H
Bortezomib,SK-OV-3
Methotrexate,JHH-1
Bortezomib,SAT
Taselisib,Hey
Selumetinib,A704
Tanespimycin,KP-N-YN
Dihydrorotenone,D-392MG
MK-2206,A2058
Refametinib,NCI-H64
Vinorelbine,MDA-MB-157
Talazoparib,NCI-H1703
Teniposide,SK-N-AS
MK-2206,KU-19-19
Sapitinib,CAL-78
Ibrutinib,NCI-H1755
Selumetinib,EW-16
Bosutinib,GI-1
Bromosporine,L-428
Cediranib,PANC-10-05
Methotrexate,NCI-H2342
Venetoclax,Ca-Ski
Talazoparib,OVCAR-3
Venetoclax,SW1463
Cediranib,OVCAR-4
Docetaxel,CP66-MEL
Vorinostat,EPLC-272H
Selumetinib,LNZTA3WT4
Selumetinib,SBC-3
MK-2206,NOMO-1
Osimertinib,NCI-H660
Tanespimycin,NCI-H1436
Ibrutinib,U-87-MG
Selumetinib,VAL
Ibrutinib,RCM-1
Ribociclib,A704
Docetaxel,SK-MEL-5
Tanespimycin,JHH-1
Venetoclax,SKG-IIIa
Vorinostat,RCC-JF
Pictilisib,KYSE-50
Teniposide,IGROV-1
Tanespimycin,KYAE-1
Taselisib,KYSE-140
Trametinib,MHH-CALL-2
Dabrafenib,NOMO-1
Bromosporine,MDST8
Ribociclib,NCI-H1869
Pictilisib,LS-1034
Palbociclib,HLE
Tanespimycin,EW-12
Taselisib,NCI-H1563
Sinularin,RCM-1
Dihydrorotenone,EW-7
Teniposide,HT-144
Taselisib,ML-1
Sapitinib,U-87-MG
Bortezomib,MPP-89
Talazoparib,PCI-30
Dihydrorotenone,PSN1
Dasatinib,L-540
Motesanib,ES4
Bosutinib,NOMO-1
Vinorelbine,SK-N-AS
Docetaxel,OVCAR-4
Ribociclib,JIMT-1
Trametinib,HCT-15
MK-2206,NCI-H345
Dihydrorotenone,Becker
Lapatinib,C3A
Taselisib,RF-48
Buparlisib,NCI-H661
MK-2206,HSC-4
Dabrafenib,NCI-H345
Motesanib,RCM-1
Palbociclib,NCI-H345
Lapatinib,ML-1
Venetoclax,CAL-78
Dabrafenib,KYSE-50
MK-2206,KNS-81-FD
Methotrexate,MHH-CALL-4
Talazoparib,HCC1806
Ibrutinib,H4
Methotrexate,SK-MM-2
Methotrexate,SK-MEL-1
Docetaxel,KNS-81-FD
Ibrutinib,ES4
Motesanib,GB-1
Trametinib,JiyoyeP-2003
Dasatinib,RERF-LC-KJ
Afatinib,ML-1
MK-2206,SBC-5
Bortezomib,PCI-30
Afatinib,KMRC-20
Venetoclax,D-392MG
Sapitinib,RPMI-7951
Tanespimycin,NCI-H1876
Palbociclib,ECC10
Talazoparib,CP66-MEL
Afatinib,A2058
Palbociclib,SK-MEL-1
Tretinoin,CP66-MEL
Osimertinib,MDA-MB-231
Refametinib,FU-OV-1
Methotrexate,GAK_cell
Dasatinib,SK-MM-2
Afatinib,C32
Methotrexate,GB-1
Savolitinib,EB-3
Tanespimycin,NCI-H1688
Sinularin,EJM
Talazoparib,KASUMI-1
Talazoparib,CW-2
Ribociclib,CW-2
Vorinostat,SNG-M
Motesanib,OV-56
Cediranib,PL-21
Pictilisib,OVK-18
Talazoparib,SW1463
Paclitaxel,NCI-H1435
Lapatinib,LNZTA3WT4
Ipatasertib,CHP-212
Refametinib,GI-1
Ribociclib,CAL-62
Ibrutinib,LS-513
Osimertinib,CP50-MEL-B
Motesanib,JHU-029
Buparlisib,KP-3
Venetoclax,A253
Dihydrorotenone,GAK_cell
Tanespimycin,EJM
Sapitinib,TYK-nu
Sapitinib,HCC70
Methotrexate,KYSE-140
Lapatinib,NCI-H226
Selumetinib,U-87-MG
Vorinostat,VA-ES-BJ
Vorinostat,SW1417
Ribociclib,MDA-MB-157
Afatinib,KMRC-1
Sapitinib,MFM-223
MK-2206,NCI-H2405
Vorinostat,SW626
Ibrutinib,NB(TU)1-10
Dabrafenib,HCC1806
Dihydrorotenone,CCRF-CEM
Talazoparib,HCC-44
Irinotecan,GAK_cell
Ribociclib,U-87-MG
Afatinib,SK-N-AS
Buparlisib,SNU-449
Irinotecan,NCI-H660
Talazoparib,OV-56
Bromosporine,SISO
Trametinib,NCI-H345
Methotrexate,PCI-30
Palbociclib,MSTO-211H
Methotrexate,EFM-192A
Taselisib,CAL-62
Ipatasertib,MKN1
Trametinib,COR-L95
Osimertinib,NCI-H23
Dihydrorotenone,T98G
Ipatasertib,PANC-03-27
Osimertinib,YAPC
Pictilisib,KURAMOCHI
Refametinib,EW-16
Irinotecan,HTC-C3
Teniposide,LS-513
Dabrafenib,OVCAR-5
Selumetinib,OVCAR-3
Trametinib,NCC010
Dasatinib,LC-1-sq
Sapitinib,D-392MG
Osimertinib,GAMG
Selumetinib,NCC010
Methotrexate,NCI-H747
Irinotecan,BICR31
Ibrutinib,KYSE-70
Dabrafenib,JHH-6
Talazoparib,EB-3
Sinularin,T84
Paclitaxel,NCI-H1869
Vorinostat,FLO-1
Docetaxel,TK10
Buparlisib,NCI-H2291
Selumetinib,NCI-H841
Sinularin,T98G
Sapitinib,NCI-H1688
Sapitinib,GB-1
Savolitinib,FADU
Lapatinib,VA-ES-BJ
Teniposide,DAN-G
Savolitinib,OV-7
Irinotecan,NCI-H2342
Taselisib,PANC-08-13
Dasatinib,SW1463
Dabrafenib,PANC-04-03
Venetoclax,ChaGo-K-1
Bortezomib,IHH-4
Motesanib,HuH-7
Vorinostat,HCC2218
Vinorelbine,JHH-6
Refametinib,SU-DHL-16
Vorinostat,YKG-1
Venetoclax,NCI-H2085
Dabrafenib,SAT
Vorinostat,KYSE-520
Ibrutinib,NCI-H211
Selumetinib,PA-TU-8902
Vorinostat,J82
Refametinib,RH-1
Pictilisib,SU8686
Afatinib,CHP-134
Dabrafenib,OV-56
Sapitinib,CAL-51
Venetoclax,KYSE-50
Selumetinib,NCI-H2228
Venetoclax,NCI-H358
Tanespimycin,CP66-MEL
Refametinib,TE-5
Palbociclib,HuO-3N1
Tanespimycin,SNU-61
Methotrexate,Ca9-22
Savolitinib,KYSE-70
Venetoclax,YAPC
Docetaxel,MKN45
Docetaxel,CFPAC-1
Tanespimycin,NCI-H28
Selumetinib,CADO-ES1
MK-2206,MEG-01
Palbociclib,HSC-4
MK-2206,KMRC-1
Selumetinib,NCI-H1435
Docetaxel,OV-56
Venetoclax,RCM-1
Ibrutinib,LCLC-97TM1
Selumetinib,NCI-H2405
Bortezomib,NCI-H3122
Sapitinib,NCI-H1435
Venetoclax,FADU
Dasatinib,IST-SL1
Ibrutinib,HSC-4
Dihydrorotenone,CHP-212
Talazoparib,EPLC-272H
Docetaxel,NCI-H2405
Venetoclax,OSC-20
Talazoparib,SNU-387
Ribociclib,CAL-51
Pictilisib,KYSE-180
Refametinib,RS4-11
MK-2206,BB65-RCC
Trametinib,no-10
Lapatinib,YAPC
Docetaxel,EB-3
Paclitaxel,NCI-H2405
Taselisib,HT-144
Vorinostat,MDA-MB-157
Sapitinib,EN
Selumetinib,EW-24
Vorinostat,H3255
Palbociclib,A253
Dabrafenib,EW-24
Refametinib,NCI-H1563
Pictilisib,NCI-H2347
Savolitinib,NCI-H1755
Refametinib,NCI-H250
Osimertinib,CAL-62
Osimertinib,639-V
Trametinib,CHP-134
Methotrexate,PCI-6A
Dasatinib,639-V
Methotrexate,A431
Trametinib,KURAMOCHI
Talazoparib,A101D
Dabrafenib,MFH-ino
Lapatinib,PCI-30
Ribociclib,TYK-nu
Dabrafenib,SIMA
Dabrafenib,FLO-1
Buparlisib,KMRC-20
Vinorelbine,NCI-H1563
Taselisib,MFH-ino
Ibrutinib,NCI-H1944
Bosutinib,SIMA
Ipatasertib,NCI-H1869
Venetoclax,HT-144
Afatinib,CaR-1
Ribociclib,A253
Savolitinib,OACM5-1
Lapatinib,NCI-H841
Tretinoin,NCI-H345
Ibrutinib,IPC-298
Bortezomib,FLO-1
Lapatinib,C32
Sinularin,NCI-H1623
Dihydrorotenone,RERF-LC-KJ
Osimertinib,EVSA-T
Vinorelbine,MDA-MB-231
Savolitinib,JHH-2
Docetaxel,KYAE-1
Teniposide,TYK-nu
Sapitinib,MPP-89
Bosutinib,NCI-H2196
Cediranib,WM-115
Ibrutinib,NCI-H841
Ibrutinib,SKG-IIIa
Buparlisib,BxPC-3
Teniposide,NCC010
Dasatinib,M14
Talazoparib,SW626
Selumetinib,HCC1395
Motesanib,NCI-H1781
Docetaxel,EW-13
Vorinostat,HT-144
Osimertinib,NCI-H2291
MK-2206,NCI-H1623
Methotrexate,MFM-223
MK-2206,OSC-20
Vinorelbine,SU8686
Ribociclib,HCT-15
Bosutinib,CAL-51
Paclitaxel,SN12C
Savolitinib,CAS-1
Vorinostat,KYSE-70
Motesanib,BICR78
Bosutinib,BB65-RCC
Bortezomib,NB6
Talazoparib,KMOE-2
Bortezomib,PANC-03-27
Motesanib,NCC021
Vinorelbine,ESO26
Afatinib,CP66-MEL
Tanespimycin,JHH-2
Sapitinib,PCI-30
Savolitinib,ChaGo-K-1
Ipatasertib,CTB-1
Sinularin,LB996-RCC
Ibrutinib,SNG-M
Osimertinib,SU8686
Selumetinib,OAW-28
Methotrexate,YAPC
Trametinib,HSC-2
Palbociclib,ChaGo-K-1
Dasatinib,no-11
Ribociclib,HLE
Sinularin,YAPC
Venetoclax,KP-2
Lapatinib,DK-MG
Vinorelbine,NCI-H1623
Venetoclax,KURAMOCHI
Tanespimycin,Mo-T
Osimertinib,NCI-H1755
Bromosporine,DBTRG-05MG
Osimertinib,NCI-H661
Sapitinib,NCI-H211
Dihydrorotenone,ES4
Trametinib,HuO-3N1
Vorinostat,KP-2
Docetaxel,EVSA-T
Selumetinib,YH-13
Refametinib,KYSE-50
Savolitinib,NCI-H1436
Bromosporine,TE-12
Palbociclib,SNG-M
Lapatinib,NCI-H1876
Venetoclax,NCI-H441
Selumetinib,A673
Selumetinib,BC-1
Motesanib,CAL-27
Buparlisib,CAL-120
Tanespimycin,TC-71
Trametinib,WSU-NHL
Ipatasertib,T98G
Lapatinib,NCI-H345
Irinotecan,CW-2
Talazoparib,SN12C
Buparlisib,NCI-H226
Venetoclax,NUGC-3
Docetaxel,NCC021
Vinorelbine,KURAMOCHI
MK-2206,UWB1.289
Docetaxel,SAT
Vorinostat,NCI-H2141
Selumetinib,RERF-LC-KJ
Vorinostat,NCI-H2023
Motesanib,PA-TU-8988T
Osimertinib,KCL-22
Selumetinib,DSH1
Ipatasertib,NCI-H1341
Pictilisib,OVCAR-4
MK-2206,HCC-15
Vorinostat,NCI-H1563
Selumetinib,KURAMOCHI
Dihydrorotenone,LC-1-sq
Dasatinib,JHH-6
Buparlisib,KYSE-70
Buparlisib,ML-1
Refametinib,MSTO-211H
Taselisib,MS751
Sapitinib,KM-H2
Ipatasertib,NCI-H209
Docetaxel,ESO51
Dabrafenib,FU-OV-1
Refametinib,PA-TU-8902
Dabrafenib,CAL-62
MK-2206,SW1463
Osimertinib,ASH-3
Ipatasertib,HeLa
Vinorelbine,H3255
Lapatinib,NCI-H1341
Pictilisib,NCI-H1341
Teniposide,NCI-H250
Selumetinib,MDA-MB-157
Ibrutinib,IHH-4
Vorinostat,PANC-03-27
Dihydrorotenone,SK-OV-3
Palbociclib,Ca-Ski
Sinularin,NCI-H1581
Refametinib,SNU-423
MK-2206,BxPC-3
Ribociclib,DAN-G
Vorinostat,SISO
Cediranib,A431
Osimertinib,CP66-MEL
Motesanib,CAMA-1
Buparlisib,OVK-18
Vinorelbine,NCI-H345
Bosutinib,NCI-H747
Bortezomib,NB10
Motesanib,WM35
Pictilisib,NCI-H1963
Venetoclax,MSTO-211H
Sapitinib,RPMI-8226
Vinorelbine,EVSA-T
Teniposide,PANC-08-13
Pictilisib,MPP-89
Docetaxel,GAK_cell
Dihydrorotenone,SK-N-AS
Bosutinib,T84
Ipatasertib,RH-1
Dasatinib,NCI-H2228
Paclitaxel,CHSA0011
Docetaxel,NCI-H2291
Cediranib,SK-CO-1
Methotrexate,G-MEL
Docetaxel,YAPC
Ibrutinib,HT-144
Tanespimycin,EW-22
Sapitinib,NCI-H660
Ibrutinib,ES8
Selumetinib,NCI-H211
Savolitinib,769-P
Motesanib,PANC-03-27
Vorinostat,NCI-H2228
Tanespimycin,OCI-LY-19
Pictilisib,NCI-H1688
Venetoclax,OVCAR-5
Palbociclib,WM278
Dihydrorotenone,C32
Buparlisib,KMRC-1
Dasatinib,MFE-319
Tanespimycin,FU-OV-1
Bromosporine,GAK_cell
Buparlisib,HCC-827
Lapatinib,KP-2
MK-2206,SNG-M
Selumetinib,TE-6
Savolitinib,HOS
Motesanib,SK-MG-1
Savolitinib,KMRC-1
Pictilisib,SW780
Paclitaxel,NCI-H2196
Selumetinib,JIMT-1
Paclitaxel,HCC70
Savolitinib,TE-5
Dasatinib,LOUCY
Palbociclib,BT-483
Tretinoin,NCI-H1436
Bromosporine,EW-7
Tanespimycin,NCI-H2347
Bromosporine,OVCA420
Selumetinib,NCI-H2085
Pictilisib,TT
MK-2206,IGR-37
Ipatasertib,OSC-20
Ibrutinib,WM278
Talazoparib,SK-N-FI
Bosutinib,WM35
Palbociclib,NCI-H2342
Bosutinib,YH-13
Dasatinib,NCI-H1781
Refametinib,Mo-T
Vorinostat,TT
Savolitinib,A704
Osimertinib,C3A
Afatinib,T98G
Refametinib,RPMI-8226
Docetaxel,OVCAR-3
Pictilisib,A253
Docetaxel,SN12C
Lapatinib,CFPAC-1
Sinularin,A704
Bosutinib,EW-13
Ibrutinib,KE-37
MK-2206,SISO
Osimertinib,NCI-H2196
Ipatasertib,COR-L321
Selumetinib,KYSE-180
Vinorelbine,DMS-79
Dasatinib,NCI-H441
MK-2206,ESO51
MK-2206,SK-MM-2
Teniposide,CCK-81
Vinorelbine,KP-1N
Ipatasertib,NCI-H2342
Docetaxel,KYSE-410
Sapitinib,VA-ES-BJ
Docetaxel,HuH-7
Tanespimycin,HCC1395
Irinotecan,HuH-7
Talazoparib,WM35
Irinotecan,NCI-H1563
Afatinib,NCI-H2085
Methotrexate,SK-MEL-5
Sinularin,NCI-H1869
Taselisib,WM35
Trametinib,EW-16
Bromosporine,NCI-H209
Buparlisib,CFPAC-1
Tanespimycin,NUGC-4
Selumetinib,ES8
Bosutinib,NB14
Teniposide,NCI-H841
Pictilisib,CAKI-1
Ribociclib,T98G
Ipatasertib,G-MEL
Ribociclib,NCI-H660
Palbociclib,T98G
Ibrutinib,A375
Sapitinib,SNU-398
Dasatinib,NCI-H810
Selumetinib,KYSE-70
Selumetinib,LOU-NH91
Teniposide,Detroit562
Selumetinib,SNG-M
Sinularin,TE-5
Selumetinib,FU-OV-1
Methotrexate,MEL-HO
Pictilisib,BICR78
Ribociclib,CP66-MEL
Afatinib,ES4
Ibrutinib,NCI-H2141
Selumetinib,OE19
Teniposide,COR-L105
Bortezomib,ChaGo-K-1
Palbociclib,PA-TU-8988T
Ibrutinib,MDA-MB-157
Selumetinib,GR-ST
Dihydrorotenone,JSC-1
Teniposide,CAL-120
Taselisib,MS-1
Selumetinib,NCI-H1792
Sapitinib,NCC021
Refametinib,NCI-H835
Paclitaxel,BICR78
Sapitinib,SK-N-FI
Lapatinib,NCI-H661
Osimertinib,NCI-H2023
Docetaxel,LC-1-sq
Methotrexate,L-363
Methotrexate,TE-6
Paclitaxel,TYK-nu
Lapatinib,ECC12
Taselisib,HTC-C3
Dasatinib,NCI-H660
Ribociclib,EPLC-272H
Bortezomib,BT-20
Refametinib,BONNA-12
Pictilisib,MDA-MB-231
Buparlisib,EN
Selumetinib,DMS-79
Palbociclib,DMS-114
Ibrutinib,PSN1
Methotrexate,C32
Refametinib,KMRC-20
Motesanib,LS-1034
Bosutinib,UWB1.289
Dabrafenib,NCI-H1781
Bosutinib,MFE-319
Refametinib,VAL
Paclitaxel,NB(TU)1-10
Trametinib,OVCAR-3
Methotrexate,no-11
Afatinib,NCI-H841
Bosutinib,HuH-7
Venetoclax,U031
MK-2206,NCI-H441
Vinorelbine,NCI-H2291
Buparlisib,KNS-81-FD
Buparlisib,TT
Sapitinib,NCI-H2291
Trametinib,MFM-223
Afatinib,KP-2
Trametinib,MS-1
Trametinib,RL
Savolitinib,DMS-79
MK-2206,NB5
Venetoclax,HuO-3N1
Dabrafenib,TK10
Cediranib,T98G
Ribociclib,MFH-ino
Motesanib,KNS-81-FD
MK-2206,Hey
Venetoclax,NCI-H1869
Selumetinib,TOV-112D
Trametinib,KP-3
Paclitaxel,NCI-H345
Osimertinib,RF-48
Sapitinib,KE-37
Afatinib,HLE
Vinorelbine,ECC12
Ribociclib,KYSE-140
Ribociclib,SW626
Cediranib,FU-OV-1
Methotrexate,NCC010
Dihydrorotenone,MLMA
Pictilisib,KYSE-410
Savolitinib,SW1417
Lapatinib,PANC-08-13
Docetaxel,LB373-MEL-D
Lapatinib,MKN45
Bromosporine,NCI-H1563
Paclitaxel,CW-2
Irinotecan,LXF-289
Tanespimycin,L-428
Selumetinib,DOV13
Docetaxel,NB6
Trametinib,KMRC-1
Ibrutinib,PL-21
Bortezomib,RERF-LC-KJ
Savolitinib,NCI-H226
Talazoparib,SNU-398
Sapitinib,FU97
Irinotecan,SW1271
Afatinib,PSN1
Trametinib,CADO-ES1
Trametinib,HCC1395
Vorinostat,PEO1
Docetaxel,NCI-N87
Motesanib,OE19
Motesanib,KMRC-1
Bortezomib,TK10
Palbociclib,MFH-ino
Selumetinib,CAMA-1
Trametinib,KYSE-70
Lapatinib,NCI-H441
Bortezomib,LU-135
Docetaxel,HCC202
Ipatasertib,BICR31
Afatinib,CAL-51
Ipatasertib,TOV-112D
Vorinostat,IGROV-1
Taselisib,SW626
Bromosporine,KYSE-520
Vorinostat,NCI-H2342
Sinularin,KP-2
Refametinib,TK
Paclitaxel,BEN
Lapatinib,ChaGo-K-1
Bosutinib,CAMA-1
Savolitinib,KON
Tanespimycin,SK-MEL-30
Cediranib,SU-DHL-1
Refametinib,WSU-DLCL2
Ribociclib,no-10
Tanespimycin,TGBC1TKB
Bosutinib,DMS-114
Vinorelbine,LB373-MEL-D
Sinularin,SNU-387
Savolitinib,DBTRG-05MG
Ibrutinib,OVCAR-3
Motesanib,NCI-H2347
Motesanib,SW780
Buparlisib,A704
Trametinib,IST-SL1
Dasatinib,MEL-HO
Venetoclax,NCI-H1648
Lapatinib,SNU-61
Savolitinib,GAMG
Sinularin,NCI-H358
Taselisib,CHP-134
Ribociclib,OAW-28
Sinularin,786-0
Ibrutinib,GB-1
Venetoclax,SK-MEL-30
Tanespimycin,GB-1
Talazoparib,OE19
Bromosporine,EW-24
MK-2206,NCI-H661
Dasatinib,LCLC-97TM1
Methotrexate,SW1271
Vorinostat,CAKI-1
Refametinib,Ca-Ski
Docetaxel,NCI-H1341
Motesanib,H3255
Venetoclax,42-MG-BA
Taselisib,MSTO-211H
Ribociclib,VA-ES-BJ
Vorinostat,NCI-H1792
Bortezomib,NCI-H226
Venetoclax,KYSE-140
Tanespimycin,NCC010
Bosutinib,CAL-120
Sinularin,UACC-62
Motesanib,KYSE-140
Teniposide,SW948
Osimertinib,SNU-387
Selumetinib,SW156
Bromosporine,SK-LU-1
Ipatasertib,SNU-449
Paclitaxel,NCI-H226
Docetaxel,769-P
Trametinib,NCI-H1563
Taselisib,TT
Savolitinib,YKG-1
Taselisib,NCC010
Selumetinib,42-MG-BA
Dasatinib,WM793B
Afatinib,EW-24
Dabrafenib,OACp4C
Bromosporine,RPMI-7951
Talazoparib,KP-3
Trametinib,GR-ST
Taselisib,ChaGo-K-1
Teniposide,HuH-7
Docetaxel,NCI-H1869
Ribociclib,NCI-H1688
Sapitinib,EJM
Motesanib,NUGC-3
Cediranib,LB373-MEL-D
Ribociclib,PA-TU-8988T
Teniposide,SU8686
Ribociclib,HT-144
Venetoclax,LC-1-sq
Vinorelbine,HAL-01
Palbociclib,EFM-192A
Lapatinib,CP66-MEL
Palbociclib,ECC12
Pictilisib,NCI-H345
Selumetinib,H4
Dasatinib,NCI-H1876
Refametinib,SUP-M2
MK-2206,OV-56
Selumetinib,EN
Vorinostat,Becker
Bosutinib,COR-L105
Palbociclib,NCI-H747
Sinularin,JiyoyeP-2003
Bortezomib,KYSE-70
Docetaxel,DMS-114
Ibrutinib,NCI-H810
Teniposide,KP-N-YN
Venetoclax,NCI-H64
Refametinib,JEKO-1
Methotrexate,NCI-H660
Irinotecan,SW1463
Tanespimycin,SN12C
Venetoclax,SK-LU-1
Selumetinib,EVSA-T
Docetaxel,BICR31
Tretinoin,TE-10
Motesanib,PSN1
Selumetinib,RS4-11
Dasatinib,KP-2
Osimertinib,MFH-ino
Taselisib,NCI-H1688
Docetaxel,ES4
Taselisib,KYSE-50
Selumetinib,SNU-423
Sapitinib,ES1
Taselisib,GB-1
Dabrafenib,DoTc2-4510
Palbociclib,MS751
Motesanib,NCI-H810
Vorinostat,NCI-H661
Sapitinib,SK-MEL-5
Dihydrorotenone,KP-1N
Afatinib,HOS
Taselisib,LU-135
Dasatinib,HCC2218
Selumetinib,L-540
Pictilisib,ESO26
Vorinostat,NCI-H841
Lapatinib,EW-3
Selumetinib,8-MG-BA
Pictilisib,Hey
Afatinib,SK-MM-2
Savolitinib,EW-11
Motesanib,CAKI-1
Ipatasertib,OAW-28
Motesanib,COR-L95
Selumetinib,KYSE-520
Cediranib,NCI-H1435
Afatinib,HCC1395
Selumetinib,FLO-1
Sinularin,MG-63
Pictilisib,SNU-398
Osimertinib,NCI-H1581
Taselisib,NCI-H345
Pictilisib,SK-MEL-30
Osimertinib,JIMT-1
Selumetinib,SU-DHL-10
Osimertinib,SNG-M
Venetoclax,NUGC-4
Bosutinib,NCI-H3122
Venetoclax,UWB1.289
Dasatinib,MZ2-MEL
Osimertinib,SK-MEL-30
Motesanib,SK-MEL-5
Sinularin,KYSE-50
Methotrexate,SK-MEL-3
Refametinib,OVCAR-4
Lapatinib,NCI-H2023
Ribociclib,IST-SL2
Dabrafenib,NCI-H1869
Dasatinib,WM35
Vorinostat,SW1271
Dabrafenib,SNU-449
Sinularin,WM278
Bortezomib,NCI-H2347
Cediranib,DAN-G
Ipatasertib,SN12C
Sapitinib,SNU-423
Paclitaxel,NCI-H2342
Trametinib,HCC-15
Venetoclax,SISO
Selumetinib,HCC1428
Irinotecan,NCI-H441
Refametinib,HOS
Irinotecan,PANC-10-05
Osimertinib,NCI-H28
Buparlisib,KP-N-YN
Sinularin,Becker
Lapatinib,MFM-223
Venetoclax,PEO1
Talazoparib,NCI-H441
Osimertinib,LXF-289
Dihydrorotenone,NCI-H1563
Selumetinib,NB14
Dasatinib,DSH1
Afatinib,HCC1428
Dabrafenib,BEN
Dabrafenib,BICR78
Bortezomib,EW-11
Buparlisib,SW1271
Bortezomib,EW-16
Bortezomib,SNU-61
Vorinostat,RCC-AB
Dasatinib,JHH-1
Selumetinib,NCI-H250
Afatinib,NCI-H1792
Teniposide,Becker
Bortezomib,COR-L32
Ribociclib,CAL-33
Selumetinib,KE-37
