,drug,smiles
547,Xevinapant,CC(C)CC(=O)N1CCC2CCC(N2C(=O)C(C1)NC(=O)C(C)NC)C(=O)NC(C3=CC=CC=C3)C4=CC=CC=C4
548,"3-[5-[2-[[(3S)-1-(1-methylpyrazol-3-yl)sulfonylpiperidin-3-yl]amino]pyrimidin-4-yl]imidazo[2,1-b][1,3]oxazol-6-yl]phenol",CN1C=CC(=N1)S(=O)(=O)N2CCCC(C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CO5)C6=CC(=CC=C6)O
549,Varlitinib,CC1COC(=N1)NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=NC=CS5)Cl
550,Gandotinib,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F
551,"5-Fluoro-8-(4-fluorophenyl)-9-(1-methyl-1H-1,2,4-triazol-5-yl)-8,9-dihydro-2H-pyrido[4,3,2-de]phthalazin-3(7H)-one",CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F
552,Ganetespib,CC(C)C1=C(C=C(C(=C1)C2=NNC(=O)N2C3=CC4=C(C=C3)N(C=C4)C)O)O
553,"4,7-dichloro-3-hydroxy-3-[2-(4-methoxyphenyl)-2-oxoethyl]-1H-indol-2-one",COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O
554,Bosutinib,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
555,"3-[[(3Z)-3-[[4-(morpholin-4-ylmethyl)-1H-pyrrol-2-yl]methylidene]-2-oxo-1H-indol-5-yl]methyl]-1,3-oxazolidin-2-one",C1COCCN1CC2=CNC(=C2)C=C3C4=C(C=CC(=C4)CN5CCOC5=O)NC3=O
556,"2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxy-3,4-difluorobenzamide",C1CC1CONC(=O)C2=C(C(=C(C=C2)F)F)NC3=C(C=C(C=C3)I)Cl
557,Gemcitabine elaidate,CCCCCCCCC=CCCCCCCCC(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)(F)F)O
558,"1-(4-(2-(4-(1-(3-(Trifluoromethyl)-7,8-dihydro-[1,2,4]triazolo[4,3-b]pyridazin-6-yl)piperidin-4-yl)phenoxy)ethyl)piperazin-1-yl)ethanone",CC(=O)N1CCN(CC1)CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5C(F)(F)F)CC4
559,Dacomitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)C=CCN4CCCCC4
560,"N2-[2-Methoxy-4-[4-(4-methyl-1-piperazinyl)-1-piperidinyl]phenyl]-N4-[2-[(1-methylethyl)sulfonyl]phenyl]-1,3,5-triazine-2,4-diamine",CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=N2)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC
561,Bay 869766;rdea119,COC1=CC(=C(C(=C1NS(=O)(=O)C2(CC2)CC(CO)O)NC3=C(C=C(C=C3)I)F)F)F
562,Ilorasertib,C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)CCO)N
563,Gdc-0152,CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C(=O)NC3=C(N=NS3)C4=CC=CC=C4)NC
564,"(R)-6-(4-((4-Ethylpiperazin-1-yl)methyl)phenyl)-N-(1-phenylethyl)-7H-pyrrolo[2,3-d]pyrimidin-4-amine",CCN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N3)N=CN=C4NC(C)C5=CC=CC=C5
565,Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F
566,"2-((2-((1-(2-(Dimethylamino)acetyl)-5-methoxyindolin-6-yl)amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino)-6-fluoro-N-methylbenzamide",CNC(=O)C1=C(C=CC=C1F)NC2=NC(=NC3=C2C=CN3)NC4=C(C=C5CCN(C5=C4)C(=O)CN(C)C)OC
567,Venetoclax,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
568,Pha-665752,CC1=C(NC(=C1C(=O)N2CCCC2CN3CCCC3)C)C=C4C5=C(C=CC(=C5)S(=O)(=O)CC6=C(C=CC=C6Cl)Cl)NC4=O
569,Ralimetinib,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N
570,"(1S,2S,4R)-3-[[5-chloro-2-[(1-ethyl-6-methoxy-2-oxo-4,5-dihydro-3H-1-benzazepin-7-yl)amino]pyrimidin-4-yl]amino]bicyclo[2.2.1]hept-5-ene-2-carboxamide",CCN1C(=O)CCCC2=C1C=CC(=C2OC)NC3=NC=C(C(=N3)NC4C5CC(C4C(=O)N)C=C5)Cl
571,(r)-2-(1-(6-Amino-5-chloropyrimidine-4-carboxamido)ethyl)-n-(5-chloro-4-(trifluoromethyl)pyridin-2-yl)thiazole-5-carboxamide,CC(C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl
572,Bms-911543,CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6
573,Ixazomib,B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O
574,"(S)-4-(2-(4-Amino-1,2,5-oxadiazol-3-yl)-1-ethyl-7-(piperidin-3-ylmethoxy)-1H-imidazo[4,5-c]pyridin-4-yl)-2-methylbut-3-yn-2-ol",CCN1C2=C(C(=NC=C2OCC3CCCNC3)C#CC(C)(C)O)N=C1C4=NON=C4N
575,"1-(tert-Butyl)-3-(2-((4-(diethylamino)butyl)amino)-6-(3,5-dimethoxyphenyl)pyrido[2,3-d]pyrimidin-7-yl)urea",CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
576,BAY-61-3606 free base,COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC
577,"N-(5-(((5-(1,1-Dimethylethyl)-2-oxazolyl)methyl)thio)-2-thiazolyl)-4-piperidinecarboxamide",CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCNCC3
578,Nvp-aew541,C1CN(C1)CC2CC(C2)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC=C5)OCC6=CC=CC=C6
579,Enzastaurin,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7
580,Talazoparib,CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F
581,Birinapant,CCC(C(=O)N1CC(CC1CC2=C(NC3=C2C=CC(=C3)F)C4=C(C5=C(N4)C=C(C=C5)F)CC6CC(CN6C(=O)C(CC)NC(=O)C(C)NC)O)O)NC(=O)C(C)NC
582,Vistusertib,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOCC5C
583,"1H-Pyrrole-2,5-dione, 3,4-bis(1-methyl-1H-indol-3-yl)-",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C
584,(Arylindolyl)maleimide deriv. 20,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC5=CC=CC=C5C=C4
585,(Phenylindolyl)maleimide deriv. 60,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC=C(C=C4)OC
586,(Arylindolyl)maleimide deriv. 25,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CSC=C4
587,Bisindolylmaleimide deriv. 57,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(N(C5=CC=CC=C54)C)SC
588,Bisindolylmaleimide deriv. 43,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=C4C=CC(=C5)OC)C
589,Bisindolylmaleimide deriv. 30,CN1C=C(C2=C1C=CC(=C2)N)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C
590,(Phenylindolyl)maleimide deriv. 63,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC=C(C=C4)N
591,Bisindolylmaleimide deriv. 58,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(N(C5=CC=CC=C54)C)S(=O)C
592,"3-(3-aminophenyl)-4-(1-methyl-1H-indol-3-yl)-1H-pyrrole-2,5-dione",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)N
593,(Phenylindolyl)maleimide deriv. 70,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)[N+](=O)[O-]
594,Bisindolylmaleimide deriv. 49,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=C4C=CC=C5N)C
595,"3-(1,5-Dimethyl-1H-indol-3-yl)-4-(1-methyl-1H-indol-3-yl)-1H-pyrrole-2,5-dione",CC1=CC2=C(C=C1)N(C=C2C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C)C
596,Bisindolylmaleimide deriv. 40,CC(=O)NC1=CC2=C(C=C1)N(C=C2C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C)C
597,Bisindolylmaleimide deriv. 42,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=C4C=CC(=C5)N)C
598,Bisindolylmaleimide deriv. 48,CC1=C2C(=CC=C1)C(=CN2C)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C
599,Bisindolylmaleimide deriv. 47,CC(=O)NC1=CC2=C(C=C1)C(=CN2C)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C
600,(Phenylindolyl)maleimide deriv. 72,CC1=CC=CC=C1C2=C(C(=O)NC2=O)C3=CN(C4=CC=CC=C43)C
601,Bisindolylmaleimide deriv. 28,CN1C=C(C2=C1C=CC(=C2)Cl)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C
602,(Phenylindolyl)maleimide deriv. 66,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)Br
603,(Phenylindolyl)maleimide deriv. 77,CC1=CC(=C(C=C1)C)C2=C(C(=O)NC2=O)C3=CN(C4=CC=CC=C43)C
604,(Phenylindolyl)maleimide deriv. 74,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC=CC=C4[N+](=O)[O-]
605,Bisindolylmaleimide deriv. 56,CC1=C(C2=CC=CC=C2N1C)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C
606,Bisindolylmaleimide 6d,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCCCN
607,"1H-Pyrrole-2,5-dione, 3-(1H-indol-3-yl)-4-(1-methyl-1H-indol-3-yl)-",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54
608,"3-(1-methyl-1H-indol-3-yl)-4-(pyridin-3-yl)-1H-pyrrole-2,5-dione",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN=CC=C4
609,Bisindolylmaleimide 6c,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCCN
610,Bisindolylmaleimide 5a,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCO
611,Bisindolylmaleimide 7,CNCCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C
612,Bisindolylmaleimide 6a,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCN
613,"1-[3-[3-[4-(1-Methylindol-3-yl)-2,5-dioxopyrrol-3-yl]indol-1-yl]propyl]-2-nitroguanidine",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCNC(=N[N+](=O)[O-])N
614,bisindolylmaleimide IX,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCSC(=N)N
615,Bisindolylmaleimide deriv. 5b,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CCCCN5C6=CC=CC=C64
616,Bisindolylmaleimide 13,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCN=C(N)N
617,Bisindolylmaleimide deriv. 17,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CNCCN5C6=CC=CC=C64
618,"3-[8-(Aminomethyl)-6,7,8,9-tetrahydropyrido[1,2-a]indol-10-yl]-4-(1-methylindol-3-yl)pyrrole-2,5-dione",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CC(CCN5C6=CC=CC=C64)CN
619,Bisindolylmaleimide 11a,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCSC(=N)N
620,(Arylindolyl)maleimide deriv. 15,CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C
621,(Phenylindolyl)maleimide deriv. 67,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)OC
622,Bisindolylmaleimide deriv. 9a,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CC(CN5C6=CC=CC=C64)CN
623,Bisindolylmaleimide deriv. 18a,CNCC1CCN2C(=C(C3=CC=CC=C32)C4=C(C(=O)NC4=O)C5=CN(C6=CC=CC=C65)C)C1
624,"5-(2-Chlorophenyl)-7-nitro-2,10-dihydrobenzo[e]pyrazolo[4,3-b][1,4]diazepine",C1=CC=C(C(=C1)C2=NC3=C(NC4=C2C=C(C=C4)[N+](=O)[O-])NN=C3)Cl
625,"3-(1H-Pyrrole-2-ylmethylene)-5-fluoro-2,3-dihydro-1H-indole-2-one",C1=CNC(=C1)C=C2C3=C(C=CC(=C3)F)NC2=O
626,"(3Z)-3-[(3-methoxy-1H-pyrrol-2-yl)methylidene]-2,3-dihydro-1H-indol-2-one",COC1=C(NC=C1)C=C2C3=CC=CC=C3NC2=O
627,"5-(2-Chlorophenyl)-3-isopropyl-7-nitro-2,10-dihydrobenzo[e]pyrazolo[4,3-b][1,4]diazepine",CC(C)C1=C2C(=NN1)NC3=C(C=C(C=C3)[N+](=O)[O-])C(=N2)C4=CC=CC=C4Cl
628,"5-(2-Fluorophenyl)-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine-7-carbonitrile",CC1=C2C(=NN1)NC3=C(C=C(C=C3)C#N)C(=N2)C4=CC=CC=C4F
629,"5-(2-Chlorophenyl)-7-methoxy-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine",CC1=C2C(=NN1)NC3=C(C=C(C=C3)OC)C(=N2)C4=CC=CC=C4Cl
630,PharmaGSID_48505,CC1=C2C(=NN1)NC3=C(C=C(C=C3)[N+](=O)[O-])C(=N2)C4=CC=CC=C4Cl
631,"(Z)-1,3-Dihydro-5-fluoro-4-[3-(N-methylamino)-1-propynyl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylene]-2H-indol-2-one",CNCC#CC1=C(C=CC2=C1C(=CC3=C(C=CN3)OC)C(=O)N2)F
632,"N-[5-(2-chlorophenyl)-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepin-7-yl]acetamide",CC1=C2C(=NN1)NC3=C(C=C(C=C3)NC(=O)C)C(=N2)C4=CC=CC=C4Cl
633,"(Z)-1,3-Dihydro-5-fluoro-4-[(4-hydroxy-tetrahydro-pyran-4-yl)ethynyl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylene]-2H-indol-2-one",COC1=C(NC=C1)C=C2C3=C(C=CC(=C3C#CC4(CCOCC4)O)F)NC2=O
634,"5-(2-Fluorophenyl)-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine-7-carboxamide",CC1=C2C(=NN1)NC3=C(C=C(C=C3)C(=O)N)C(=N2)C4=CC=CC=C4F
635,"(3Z)-5-fluoro-4-[2-(4-hydroxypiperidin-4-yl)ethynyl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylidene]-2,3-dihydro-1H-indol-2-one hydrochloride",COC1=C(NC=C1)C=C2C3=C(C=CC(=C3C#CC4(CCNCC4)O)F)NC2=O
636,"(3Z)-5-fluoro-4-[(3R)-4-hydroxy-3-(methylamino)but-1-yn-1-yl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylidene]-2,3-dihydro-1H-indol-2-one",CNC(CO)C#CC1=C(C=CC2=C1C(=CC3=C(C=CN3)OC)C(=O)N2)F
637,"4-((3R,4S,5R)-4-Amino-3,5-dihydroxy-hex-1-ynyl)-5-fluoro-3-[1-(3-methoxy-1H-pyrrol-2-YL)-meth-(Z)-ylidene]-1,3-dihydro-indol-2-one",CC(C(C(C#CC1=C(C=CC2=C1C(=CC3=C(C=CN3)OC)C(=O)N2)F)O)N)O
638,(Arylindolyl)maleimide deriv. 27,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=C4C=CC=N5)C
639,Bisindolylmaleimide deriv. 5c,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CCCCCN5C6=CC=CC=C64
640,Bisindolylmaleimide deriv. 46,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=C4C=CC(=C5)C(=O)N)C
641,Bisindolylmaleimide deriv. 9f,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CCC(CCN5C6=CC=CC=C64)CN
642,"10-(4-(1-methyl-1H-indol-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl)-3,4-dihydropyrazino[1,2-a]indole-2(1H)-carbothioamide",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CN(CCN5C6=CC=CC=C64)C(=S)N
643,(4R)-4-(2-Fluoro-6-hydroxy-3-methoxy-benzoyl)-benzoic acid (3R)-3-[(pyridine-4-carbonyl)amino]-azepan-4-YL ester,COC1=C(C(=C(C=C1)O)C(=O)C2=CC=C(C=C2)C(=O)OC3CCCNCC3NC(=O)C4=CC=NC=C4)F
644,"3-(1-Methyl-1H-indol-3-yl)-4-[[6,7,8,9-tetrahydro-12-methyl-7beta,8alpha-(methaniminomethano)pyrido[1,2-a]indol]-10-yl]-1H-pyrrole-2,5-dione",CN1CC2CC3=C(C4=CC=CC=C4N3CC2C1)C5=C(C(=O)NC5=O)C6=CN(C7=CC=CC=C76)C
645,"(S)-3-(8-(Dimethylaminomethyl)-6,7,8,9-tetrahydropyrido(1,2-a)indol-10-yl)-4-(1-methyl-3-indolyl)-1H-pyrrole-2,5-dione hydrochloride",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CC(CCN5C6=CC=CC=C64)CN(C)C
646,6-Fluoro-5-(2-hydroxy-ethoxy)-3-(1H-pyrrol-2-yl)-1H-benzo[cd]indol-2-one,C1=CNC(=C1)C2=C3C4=C(C=CC(=C4C(=C2)OCCO)F)NC3=O
647,"(-)-(R)-(Z)-4-(3-Hydroxy-pyrrolidinyl)-3-(3-methoxy--1H-pyrrol-2-ylmethylene)-5-nitro-1,3-dihydro-indol-2-one",COC1=C(NC=C1)C=C2C3=C(C=CC(=C3N4CCC(C4)O)[N+](=O)[O-])NC2=O
648,"[4-Amino-2-[[4-(4-methyl-1-piperazinyl)phenyl]amino]-5-thiazolyl](2,3-dihydro-1,4-benzodioxin-6-yl)methanone",CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC(=C(S3)C(=O)C4=CC5=C(C=C4)OCCO5)N
649,[4-Amino-2-[[4-[4-(1-methylethyl)-1-piperazinyl]phenyl]amino]-5-thiazolyl](3-methoxyphenyl)methanone,CC(C)N1CCN(CC1)C2=CC=C(C=C2)NC3=NC(=C(S3)C(=O)C4=CC(=CC=C4)OC)N
650,5-Amino-1-(4-fluorophenyl)-4-[3-(3-morpholin-4-ylprop-1-ynyl)benzoyl]pyrazole,C1COCCN1CC#CC2=CC(=CC=C2)C(=O)C3=C(N(N=C3)C4=CC=C(C=C4)F)N
651,"3-(4-Fluorophenyl)-2-(pyridin-4-yl)-1h-pyrrolo[3,2-b]pyridine",C1=CC2=C(C(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)N=C1
652,4-Benzoyl-5-methyl-2-phenyl-1H-pyrazol-3(2H)-one,CC1=C(C(=O)N(N1)C2=CC=CC=C2)C(=O)C3=CC=CC=C3
653,"1-(2,4-difluorophenyl)-4-{[3-(pyridin-3-yl)phenyl]carbonyl}-1H-pyrazol-5-amine",C1=CC(=CC(=C1)C(=O)C2=C(N(N=C2)C3=C(C=C(C=C3)F)F)N)C4=CN=CC=C4
654,1-(4-fluorophenyl)-4-{[3-(pyridin-4-yl)phenyl]carbonyl}-1H-pyrazol-5-amine,C1=CC(=CC(=C1)C(=O)C2=C(N(N=C2)C3=CC=C(C=C3)F)N)C4=CC=NC=C4
655,"1-(2,4-difluorophenyl)-4-{[3-(pyridin-4-yl)phenyl]carbonyl}-1H-pyrazol-5-amine",C1=CC(=CC(=C1)C(=O)C2=C(N(N=C2)C3=C(C=C(C=C3)F)F)N)C4=CC=NC=C4
656,1-(4-fluorophenyl)-4-{[4-(pyridin-3-yl)phenyl]carbonyl}-1H-pyrazol-5-amine,C1=CC(=CN=C1)C2=CC=C(C=C2)C(=O)C3=C(N(N=C3)C4=CC=C(C=C4)F)N
657,"(2S)-1-({4-[3-(4-fluorophenyl)-1H-pyrrolo[3,2-b]pyridin-2-yl]pyridin-2-yl}amino)propan-2-ol",CC(CNC1=NC=CC(=C1)C2=C(C3=C(N2)C=CC=N3)C4=CC=C(C=C4)F)O
658,"3-[3-[(2S)-2,3-dihydroxypropoxy]phenyl]-4-(1-methylindol-3-yl)pyrrole-2,5-dione",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)OCC(CO)O
659,"3-(3,4-dimethoxyphenyl)-4-(1-methyl-1H-indol-3-yl)-1H-pyrrole-2,5-dione",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC(=C(C=C4)OC)OC
660,"3-[4-[(2S)-2,3-dihydroxypropoxy]phenyl]-4-(1-methylindol-3-yl)pyrrole-2,5-dione",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC=C(C=C4)OCC(CO)O
661,"3-(4-methoxy-1-methyl-1H-indol-3-yl)-4-(3-methoxyphenyl)-1H-pyrrole-2,5-dione",CN1C=C(C2=C1C=CC=C2OC)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)OC
662,"3-(1,7-Dimethylindol-3-yl)-4-(3-methoxyphenyl)pyrrole-2,5-dione",CC1=C2C(=CC=C1)C(=CN2C)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)OC
663,"(R,S)-3-(5-chloro-1-methyl-1H-indol-3-yl)-4-(3-(2,3-dihydroxypropylamino)phenyl)-1H-pyrrole-2,5-dione",CN1C=C(C2=C1C=CC(=C2)Cl)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)NCC(CO)O
664,"6-(3-Fluorophenoxy)-8-methyl-2-(tetrahydro-2h-pyran-4-ylamino)pyrido[2,3-d]pyrimidin-7(8h)-one",CN1C2=NC(=NC=C2C=C(C1=O)OC3=CC(=CC=C3)F)NC4CCOCC4
665,"6-(2,4-Difluorophenoxy)-8-methyl-2-(tetrahydro-2h-pyran-4-ylamino)pyrido[2,3-d]pyrimidin-7(8h)-one",CN1C2=NC(=NC=C2C=C(C1=O)OC3=C(C=C(C=C3)F)F)NC4CCOCC4
666,"6-(2-Fluorophenoxy)-8-methyl-2-(tetrahydro-2H-pyran-4-ylamino)pyrido[2,3-d]pyrimidin-7(8H)-one",CN1C2=NC(=NC=C2C=C(C1=O)OC3=CC=CC=C3F)NC4CCOCC4
667,"trans-6-(2,4-Difluorophenoxy)-2-(trans-4-hydroxy-cyclohexylamino)-8-methyl-8H-pyrido[2,3-d]pyrimidin-7-one",CN1C2=NC(=NC=C2C=C(C1=O)OC3=C(C=C(C=C3)F)F)NC4CCC(CC4)O
668,"7,9-Dimethylpyrido[3',2':4,5]thieno[3,2-d]pyrimidin-4-amine",CC1=CC(=NC2=C1C3=C(S2)C(=NC=N3)N)C
669,"N-[(3S,4S)-4-[[4-(2-fluoro-6-hydroxy-3-methoxybenzoyl)benzoyl]amino]azepan-3-yl]pyridine-4-carboxamide",COC1=C(C(=C(C=C1)O)C(=O)C2=CC=C(C=C2)C(=O)NC3CCCNCC3NC(=O)C4=CC=NC=C4)F
670,"(+)-(1R,3R)-1-(3-hydroxy-cyclopentyl)-3-(4-methoxy-phenyl)-7-phenylamino-3,4-dihydro-1H-pyrimido[4,5-d]pyrimidin-2-one",COC1=CC=C(C=C1)N2CC3=CN=C(N=C3N(C2=O)C4CCC(C4)O)NC5=CC=CC=C5
671,"6-(2,4-Difluorophenoxy)-8-cyclopropyl-2-(tetrahydro-2h-pyran-4-ylamino)pyrido[2,3-d]pyrimidin-7(8h)-one",C1CC1N2C3=NC(=NC=C3C=C(C2=O)OC4=C(C=C(C=C4)F)F)NC5CCOCC5
672,"(5Z)-2-benzylimino-5-(quinolin-6-ylmethylidene)-1,3-thiazolidin-4-one",C1=CC=C(C=C1)CN=C2NC(=O)C(=CC3=CC4=C(C=C3)N=CC=C4)S2
673,"(5Z)-2-[2-(4-chlorophenyl)ethylimino]-5-(quinolin-6-ylmethylidene)-1,3-thiazolidin-4-one",C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=NCCC4=CC=C(C=C4)Cl)S3)N=C1
674,"ROCHE screening, 69",C1=CC=C(C(=C1)CCN=C2NC(=O)C(=CC3=CC4=C(C=C3)N=CC=C4)S2)F
675,"(5Z)-2-[2-(2-chlorophenyl)ethylimino]-5-(quinolin-6-ylmethylidene)-1,3-thiazolidin-4-one",C1=CC=C(C(=C1)CCN=C2NC(=O)C(=CC3=CC4=C(C=C3)N=CC=C4)S2)Cl
676,2-[2-(2-Ethoxy-phenyl)-ethylamino]-5-[1-quinolin-6-yl-meth-(z)-ylidene]-thiazol-4-one,CCOC1=CC=CC=C1CCN=C2NC(=O)C(=CC3=CC4=C(C=C3)N=CC=C4)S2
677,2-[2-(2-Methoxy-phenyl)-ethylamino]-5-[1-quinolin-6-yl-meth-(z)-ylidene]-thiazol-4-one,COC1=CC=CC=C1CCN=C2NC(=O)C(=CC3=CC4=C(C=C3)N=CC=C4)S2
