,Term,Adjusted P-value,Genes,drug
0,E2F Targets,2.898452351012945e-05,PLK4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK;AURKA,71851
1,G2-M Checkpoint,9.821351188816454e-05,PLK4;CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,71851
2,Complement,9.821351188816454e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,71851
3,UV Response Up,0.00014541928798858175,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,71851
4,Allograft Rejection,0.0005256430216897934,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,71851
5,PI3K/AKT/mTOR  Signaling,0.0012246379846625,MAP2K3;CDK4;LCK;CDK1;EGFR,71851
6,Apical Junction,0.0025351491376612,KCNH2;MAP4K2;SYK;CDH11;MAPK14;EGFR,71851
7,Xenobiotic Metabolism,0.0025351491376612,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,71851
8,Spermatogenesis,0.0026052248447679,CDK1;NEK2;TTK;HSPA2;AURKA,71851
9,UV Response Dn,0.0031401056326226,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,71851
10,Myc Targets V2,0.0102271429191943,PLK4;CDK4;MAP3K6,71851
11,Estrogen Response Late,0.0102271429191943,PLK4;RET;CA2;PGR;HPRT1,71851
12,KRAS Signaling Up,0.0102271429191943,MAP4K1;CA2;PTGS2;EPHB2;CTSS,71851
13,Androgen Response,0.0394907366641822,STK39;PTK2B;MERTK,71851
14,Mitotic Spindle,0.0401629380676957,CDK1;NEK2;TTK;AURKA,71851
15,TNF-alpha Signaling via NF-kB,0.0401629380676957,MAP2K3;PLK2;SIK1;PTGS2,71851
16,Myc Targets V1,0.0401629380676957,HDAC2;CDK4;RUVBL2;HPRT1,71851
17,Glycolysis,0.0401629380676957,CDK1;MERTK;EGFR;AURKA,71851
0,Complement,0.0002762966471783053,CA2;CTSL;LCK;FDX1;PRKCD;FYN;CTSS;PIK3CG,73754
1,UV Response Up,0.0002762966471783053,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,73754
2,Allograft Rejection,0.0008322681176755062,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,73754
3,E2F Targets,0.003853426689245,POLE4;WEE1;MELK;CHEK1;CDK1;DCK,73754
4,Xenobiotic Metabolism,0.003853426689245,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,73754
5,UV Response Dn,0.0049718339183192,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,73754
6,PI3K/AKT/mTOR  Signaling,0.0103759165695472,MAP2K3;LCK;CDK1;EGFR,73754
7,Apical Junction,0.014033912783561,KCNH2;SYK;CDH11;MAPK14;EGFR,73754
8,KRAS Signaling Up,0.014033912783561,MAP4K1;CA2;PTGS2;EPHB2;CTSS,73754
0,Epithelial Mesenchymal Transition,0.0073519324992176,COL3A1;COL1A2;MMP1;MGP;MMP3;BGN,77213
1,Allograft Rejection,0.0073519324992176,SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,77213
0,Epithelial Mesenchymal Transition,0.0092181244031992,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,79037
1,Angiogenesis,0.0092181244031992,POSTN;COL3A1;PRG2,79037
2,Allograft Rejection,0.0265905715899052,SIT1;CD7;CD3E;CD3D;ELANE,79037
0,Epithelial Mesenchymal Transition,0.0070984175854514,SFRP4;COL3A1;MMP1;MGP;MMP3;BGN,82151
1,Allograft Rejection,0.0070984175854514,CD8B;SIT1;CD7;CD3E;CD3D;ELANE,82151
0,Epithelial Mesenchymal Transition,0.0019711613313367,SFRP4;POSTN;COL3A1;MMP1;MGP;MMP3;BGN,83142
1,Allograft Rejection,0.0076054474129837,SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,83142
2,Angiogenesis,0.0076817703359993,POSTN;COL3A1;PRG2,83142
0,Allograft Rejection,0.0018397505759142,SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,85998
1,Epithelial Mesenchymal Transition,0.0070984175854514,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,85998
2,Angiogenesis,0.0071696523135994,POSTN;COL3A1;PRG2,85998
3,KRAS Signaling Up,0.023266750141167,SERPINA3;ABCB1;FCER1G;IL1B;IL2RG,85998
0,Epithelial Mesenchymal Transition,0.0092181244031992,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,89201
1,Angiogenesis,0.0092181244031992,POSTN;COL3A1;PRG2,89201
2,Allograft Rejection,0.0265905715899052,SIT1;CD7;CD3E;CD3D;ELANE,89201
0,Epithelial Mesenchymal Transition,0.0018397505759142,SFRP4;COL3A1;COL1A2;MMP1;MGP;MMP3;BGN,94600
1,Allograft Rejection,0.0070984175854514,SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,94600
0,Complement,2.898452351012945e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,95382
1,UV Response Up,0.0002908385759771635,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;HSPA2,95382
2,E2F Targets,0.0006570537771122417,POLE4;WEE1;MELK;CHEK1;CDK1;DCK;AURKA,95382
3,Allograft Rejection,0.0006570537771122417,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,95382
4,Xenobiotic Metabolism,0.0040562386202579,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,95382
5,UV Response Dn,0.0052335093877044,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,95382
6,PI3K/AKT/mTOR  Signaling,0.0109220174416286,LCK;CDK1;RAF1;EGFR,95382
9,KRAS Signaling Up,0.0132952857949526,MAP4K1;CA2;PTGS2;EPHB2;CTSS,95382
8,Apical Junction,0.0132952857949526,KCNH2;SYK;CDH11;MAPK14;EGFR,95382
7,G2-M Checkpoint,0.0132952857949526,CHEK1;CDK1;TTK;MAPK14;AURKA,95382
10,Spermatogenesis,0.017172122705206,CDK1;TTK;HSPA2;AURKA,95382
11,Androgen Response,0.0425254638363837,STK39;PTK2B;MERTK,95382
12,Mitotic Spindle,0.0425254638363837,CDK1;TTK;MARK4;AURKA,95382
13,IL-2/STAT5 Signaling,0.0425254638363837,CA2;PIM1;AHR;HIPK2,95382
14,Estrogen Response Late,0.0425254638363837,RET;CA2;PGR;HPRT1,95382
15,Inflammatory Response,0.0425254638363837,AXL;LCK;AHR;RAF1,95382
16,Glycolysis,0.0425254638363837,CDK1;MERTK;EGFR;AURKA,95382
0,Complement,2.898452351012945e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,95441
1,Allograft Rejection,0.0013141075542244,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,95441
2,UV Response Up,0.0018369569769938,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,95441
3,PI3K/AKT/mTOR  Signaling,0.0018369569769938,MAP2K3;LCK;CDK1;RAF1;EGFR,95441
4,E2F Targets,0.0033801988502149,POLE4;WEE1;MELK;CHEK1;CDK1;DCK,95441
5,Xenobiotic Metabolism,0.0033801988502149,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,95441
6,UV Response Dn,0.0044858651894609,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,95441
7,Apical Junction,0.0147725397721695,KCNH2;SYK;CDH11;MAPK14;EGFR,95441
8,KRAS Signaling Up,0.0147725397721695,MAP4K1;CA2;PTGS2;EPHB2;CTSS,95441
0,Complement,2.9709136597882687e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,95466
1,PI3K/AKT/mTOR  Signaling,0.00019873969358439505,MAP2K3;CDK4;LCK;CDK1;RAF1;EGFR,95466
2,UV Response Up,0.00019873969358439505,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,95466
3,E2F Targets,0.0005387840972320382,POLE4;WEE1;MELK;CDK4;CHEK1;CDK1;DCK,95466
4,Allograft Rejection,0.0005387840972320382,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,95466
5,G2-M Checkpoint,0.0034647038214703,CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14,95466
6,UV Response Dn,0.0045980118191974,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,95466
7,Apical Junction,0.0136276679398264,KCNH2;SYK;CDH11;MAPK14;EGFR,95466
8,Xenobiotic Metabolism,0.0136276679398264,ALDH2;CA2;AKR1C3;HPRT1;ESR1,95466
9,KRAS Signaling Up,0.0136276679398264,MAP4K1;CA2;PTGS2;EPHB2;CTSS,95466
10,Spermatogenesis,0.0176014257728361,CDK1;NEK2;TTK;HSPA2,95466
11,Androgen Response,0.0463128879593117,STK39;PTK2B;MERTK,95466
12,Mitotic Spindle,0.0463128879593117,CDK1;NEK2;TTK;MARK4,95466
13,TNF-alpha Signaling via NF-kB,0.0463128879593117,MAP2K3;PLK2;SIK1;PTGS2,95466
14,Estrogen Response Late,0.0463128879593117,RET;CA2;PGR;HPRT1,95466
15,Myc Targets V1,0.0463128879593117,HDAC2;CDK4;RUVBL2;HPRT1,95466
0,Complement,2.5939261824343477e-06,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS;PIK3CG,95678
1,PI3K/AKT/mTOR  Signaling,0.0002971024792011053,MAP2K3;CDK4;LCK;CDK1;RAF1;EGFR,95678
2,E2F Targets,0.0006734801215400478,POLE4;WEE1;MELK;CDK4;CHEK1;CDK1;DCK,95678
3,Allograft Rejection,0.0006734801215400478,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,95678
4,UV Response Up,0.0011716784738422,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,95678
5,UV Response Dn,0.005364347122397,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,95678
6,G2-M Checkpoint,0.0136276679398264,CDK4;CHEK1;CDK1;TTK;MAPK14,95678
7,Apical Junction,0.0136276679398264,KCNH2;SYK;CDH11;MAPK14;EGFR,95678
8,Xenobiotic Metabolism,0.0136276679398264,ALDH2;CA2;AKR1C3;HPRT1;ESR1,95678
9,KRAS Signaling Up,0.0136276679398264,MAP4K1;CA2;PTGS2;EPHB2;CTSS,95678
0,Allograft Rejection,0.0016426344427806,SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,100880
1,Epithelial Mesenchymal Transition,0.0063378728441531,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,100880
2,Angiogenesis,0.0064014752799994,POSTN;COL3A1;PRG2,100880
3,KRAS Signaling Up,0.0207738840546134,SERPINA3;IL1B;IGF2;APOD;IL2RG,100880
4,IL-6/JAK/STAT3 Signaling,0.0474556018589082,IL1B;PLA2G2A;IL2RG,100880
0,Complement,0.0002946405356644936,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,102627
1,E2F Targets,0.0008760717028163224,POLE4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK,102627
2,Allograft Rejection,0.0008760717028163224,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,102627
3,UV Response Up,0.0014288761876125,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,102627
4,PI3K/AKT/mTOR  Signaling,0.001469565581595,MAP2K3;LCK;MKNK1;CDK1;EGFR,102627
5,Apical Junction,0.0033801988502149,KCNH2;MAP4K2;SYK;CDH11;MAPK14;EGFR,102627
6,UV Response Dn,0.0044858651894609,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,102627
7,G2-M Checkpoint,0.0132952857949526,CHEK1;CDK1;NEK2;TTK;MAPK14,102627
8,Xenobiotic Metabolism,0.0132952857949526,ALDH2;CA2;AKR1C3;HPRT1;ESR1,102627
9,KRAS Signaling Up,0.0132952857949526,MAP4K1;CA2;PTGS2;EPHB2;CTSS,102627
10,Spermatogenesis,0.017172122705206,CDK1;NEK2;TTK;HSPA2,102627
11,DNA Repair,0.0227726054065545,POLE4;LIG1;HPRT1;ADA,102627
12,Mitotic Spindle,0.0481955256812349,CDK1;NEK2;TTK;MARK4,102627
13,TNF-alpha Signaling via NF-kB,0.0481955256812349,MAP2K3;PLK2;SIK1;PTGS2,102627
14,Estrogen Response Late,0.0481955256812349,RET;CA2;PGR;HPRT1,102627
0,PI3K/AKT/mTOR  Signaling,2.1994817084078163e-06,MAP2K3;CDK4;LCK;MKNK1;RPS6KA1;CDK1;RAF1;EGFR,104800
1,Complement,1.4492261755064726e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,104800
2,E2F Targets,9.821351188816454e-05,WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK;AURKA,104800
3,UV Response Up,0.00014541928798858175,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;HSPA2,104800
4,Allograft Rejection,0.0005256430216897934,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,104800
5,G2-M Checkpoint,0.0028973133001842,CDK4;CHEK1;CDK1;TTK;MAPK14;AURKA,104800
6,Xenobiotic Metabolism,0.0028973133001842,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,104800
7,UV Response Dn,0.0039251320407783,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,104800
8,Apical Junction,0.0132952857949526,KCNH2;SYK;CDH11;MAPK14;EGFR,104800
9,KRAS Signaling Up,0.0132952857949526,MAP4K1;CA2;PTGS2;EPHB2;CTSS,104800
10,Spermatogenesis,0.017172122705206,CDK1;TTK;HSPA2;AURKA,104800
11,TNF-alpha Signaling via NF-kB,0.0451833053261577,MAP2K3;PLK2;SIK1;PTGS2,104800
12,Estrogen Response Late,0.0451833053261577,RET;CA2;PGR;HPRT1,104800
13,Myc Targets V1,0.0451833053261577,HDAC2;CDK4;RUVBL2;HPRT1,104800
14,Inflammatory Response,0.0451833053261577,AXL;LCK;AHR;RAF1,104800
15,Glycolysis,0.0451833053261577,CDK1;MERTK;EGFR;AURKA,104800
0,Complement,2.9709136597882687e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,105132
1,PI3K/AKT/mTOR  Signaling,0.00019873969358439505,MAP2K3;CDK4;LCK;CDK1;RAF1;EGFR,105132
2,UV Response Up,0.00019873969358439505,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,105132
3,E2F Targets,0.0005387840972320382,POLE4;WEE1;MELK;CDK4;CHEK1;CDK1;DCK,105132
4,Allograft Rejection,0.0005387840972320382,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,105132
5,Xenobiotic Metabolism,0.0034647038214703,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,105132
6,UV Response Dn,0.0045980118191974,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,105132
7,G2-M Checkpoint,0.0136276679398264,CDK4;CHEK1;CDK1;TTK;MAPK14,105132
8,Apical Junction,0.0136276679398264,KCNH2;SYK;CDH11;MAPK14;EGFR,105132
9,KRAS Signaling Up,0.0136276679398264,MAP4K1;CA2;PTGS2;EPHB2;CTSS,105132
0,E2F Targets,2.9709136597882687e-05,POLE4;PLK4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK,107124
1,Complement,0.00014905477018829628,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,107124
2,PI3K/AKT/mTOR  Signaling,0.00014905477018829628,MAP2K3;CDK4;LCK;MKNK1;CDK1;EGFR,107124
3,UV Response Up,0.00014905477018829628,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,107124
4,G2-M Checkpoint,0.0004489867476933652,PLK4;CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14,107124
5,Allograft Rejection,0.0004489867476933652,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,107124
6,Xenobiotic Metabolism,0.0029697461326888,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,107124
7,UV Response Dn,0.0040232603417978,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,107124
8,Estrogen Response Late,0.0123887890362058,PLK4;RET;CA2;PGR;HPRT1,107124
9,Apical Junction,0.0123887890362058,KCNH2;SYK;CDH11;MAPK14;EGFR,107124
10,KRAS Signaling Up,0.0123887890362058,MAP4K1;CA2;PTGS2;EPHB2;CTSS,107124
11,Spermatogenesis,0.0161346402917664,CDK1;NEK2;TTK;HSPA2,107124
12,DNA Repair,0.0215463881923554,POLE4;LIG1;HPRT1;ADA,107124
13,Androgen Response,0.0404780050807868,STK39;PTK2B;MERTK,107124
14,TNF-alpha Signaling via NF-kB,0.0463128879593117,MAP2K3;PLK2;SIK1;PTGS2,107124
15,Myc Targets V1,0.0463128879593117,HDAC2;CDK4;RUVBL2;HPRT1,107124
0,E2F Targets,2.530659690179851e-06,POLE4;PLK4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK;AURKA,107392
1,UV Response Up,2.554295198850529e-05,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;TYRO3;HSPA2,107392
2,G2-M Checkpoint,7.36601339161234e-05,PLK4;CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,107392
3,Complement,7.36601339161234e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,107392
4,Allograft Rejection,0.0005256430216897934,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,107392
5,PI3K/AKT/mTOR  Signaling,0.0012246379846625,MAP2K3;CDK4;LCK;CDK1;EGFR,107392
6,Spermatogenesis,0.0033495748004159,CDK1;NEK2;TTK;HSPA2;AURKA,107392
7,UV Response Dn,0.0039251320407783,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,107392
11,KRAS Signaling Up,0.0110794048291271,MAP4K1;CA2;PTGS2;EPHB2;CTSS,107392
10,Xenobiotic Metabolism,0.0110794048291271,ALDH2;CA2;AKR1C3;HPRT1;ESR1,107392
8,Estrogen Response Late,0.0110794048291271,PLK4;RET;CA2;PGR;HPRT1,107392
9,Apical Junction,0.0110794048291271,KCNH2;SYK;CDH11;MAPK14;EGFR,107392
12,DNA Repair,0.0210208665291272,POLE4;LIG1;HPRT1;ADA,107392
13,Androgen Response,0.0394907366641822,STK39;PTK2B;MERTK,107392
16,Myc Targets V1,0.0401629380676957,HDAC2;CDK4;RUVBL2;HPRT1,107392
14,Mitotic Spindle,0.0401629380676957,CDK1;NEK2;TTK;AURKA,107392
15,TNF-alpha Signaling via NF-kB,0.0401629380676957,MAP2K3;PLK2;SIK1;PTGS2,107392
17,Glycolysis,0.0401629380676957,CDK1;MERTK;EGFR;AURKA,107392
0,Epithelial Mesenchymal Transition,0.0063378728441531,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,109724
1,Allograft Rejection,0.0063378728441531,SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,109724
2,Angiogenesis,0.0064014752799994,POSTN;COL3A1;PRG2,109724
0,E2F Targets,2.9709136597882687e-05,POLE4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK;AURKA,111533
1,Complement,0.00015100327452805296,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,111533
2,UV Response Up,0.00019873969358439505,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,111533
3,Allograft Rejection,0.0006734801215400478,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,111533
4,PI3K/AKT/mTOR  Signaling,0.0015063047211349,MAP2K3;CDK4;LCK;CDK1;EGFR,111533
5,G2-M Checkpoint,0.0029697461326888,CDK4;CHEK1;CDK1;TTK;MAPK14;AURKA,111533
6,Xenobiotic Metabolism,0.0029697461326888,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,111533
7,UV Response Dn,0.0040232603417978,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,111533
9,KRAS Signaling Up,0.0136276679398264,MAP4K1;CA2;PTGS2;EPHB2;CTSS,111533
8,Apical Junction,0.0136276679398264,KCNH2;SYK;CDH11;MAPK14;EGFR,111533
10,Spermatogenesis,0.0176014257728361,CDK1;TTK;HSPA2;AURKA,111533
11,DNA Repair,0.0233419205417183,POLE4;LIG1;HPRT1;ADA,111533
17,Myc Targets V1,0.0390003267025782,HDAC2;CDK4;RUVBL2;HPRT1,111533
12,Androgen Response,0.0390003267025782,STK39;PTK2B;MERTK,111533
13,Mitotic Spindle,0.0390003267025782,CDK1;TTK;MARK4;AURKA,111533
14,IL-2/STAT5 Signaling,0.0390003267025782,CA2;PIM1;AHR;HIPK2,111533
15,TNF-alpha Signaling via NF-kB,0.0390003267025782,MAP2K3;PLK2;SIK1;PTGS2,111533
16,Estrogen Response Late,0.0390003267025782,RET;CA2;PGR;HPRT1,111533
18,Glycolysis,0.0390003267025782,CDK1;MERTK;EGFR;AURKA,111533
0,Allograft Rejection,0.0131827755158384,CD8B;SIT1;CD7;CD3E;CD3D;ELANE,118218
1,Epithelial Mesenchymal Transition,0.0432096788335959,COL3A1;MMP1;MGP;MMP3;BGN,118218
0,Complement,2.753529733462298e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS;PIK3CG,118994
1,E2F Targets,0.00013995425444063446,POLE4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK;AURKA,118994
2,UV Response Up,0.0018099098376425,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,118994
3,Xenobiotic Metabolism,0.003853426689245,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,118994
4,Allograft Rejection,0.003853426689245,MAP4K1;ITK;ZAP70;LCK;ITGAL;CTSS,118994
5,UV Response Dn,0.0049718339183192,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,118994
6,G2-M Checkpoint,0.0126305215052049,CHEK1;CDK1;TTK;MAPK14;AURKA,118994
7,Estrogen Response Late,0.0126305215052049,RET;CA2;PGR;HPRT1;MAPK13,118994
8,Apical Junction,0.0126305215052049,KCNH2;SYK;CDH11;MAPK14;MAPK13,118994
9,KRAS Signaling Up,0.0126305215052049,MAP4K1;CA2;PTGS2;EPHB2;CTSS,118994
10,Spermatogenesis,0.0163135165699457,CDK1;TTK;HSPA2;AURKA,118994
11,DNA Repair,0.0216339751362267,POLE4;LIG1;HPRT1;ADA,118994
12,Androgen Response,0.0404020613564326,STK39;PTK2B;MERTK,118994
0,Allograft Rejection,0.00022834641513998257,CD8B;SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,122819
1,Epithelial Mesenchymal Transition,0.0078589623267498,SFRP4;COL3A1;MMP1;MGP;MMP3;BGN,122819
2,KRAS Signaling Up,0.0343461549702942,SERPINA3;FCER1G;IL1B;ALDH1A2;IL2RG,122819
0,Allograft Rejection,0.0141968351709029,CD8B;SIT1;IL1B;CD7;CD3E;ELANE,123127
0,Epithelial Mesenchymal Transition,0.0068449026716853,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,124463
1,Allograft Rejection,0.0068449026716853,SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,124463
2,Angiogenesis,0.0069135933023994,POSTN;COL3A1;PRG2,124463
0,Allograft Rejection,0.001774045198203,SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,125066
0,Complement,1.4854568298941343e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,126771
1,E2F Targets,1.4854568298941343e-05,POLE4;PLK4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK;AURKA,126771
2,PI3K/AKT/mTOR  Signaling,0.00014905477018829628,MAP2K3;TBK1;LCK;CDK1;RAF1;EGFR,126771
3,UV Response Up,0.00014905477018829628,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,126771
4,G2-M Checkpoint,0.0004489867476933652,PLK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,126771
5,Allograft Rejection,0.0004489867476933652,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,126771
6,Xenobiotic Metabolism,0.0029697461326888,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,126771
7,Spermatogenesis,0.003004149899123,CDK1;NEK2;TTK;HSPA2;AURKA,126771
8,UV Response Dn,0.0035762314149313,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,126771
9,Estrogen Response Late,0.0113563899498553,PLK4;RET;CA2;PGR;HPRT1,126771
10,Apical Junction,0.0113563899498553,KCNH2;SYK;CDH11;MAPK14;EGFR,126771
11,KRAS Signaling Up,0.0113563899498553,MAP4K1;CA2;PTGS2;EPHB2;CTSS,126771
12,DNA Repair,0.0215463881923554,POLE4;LIG1;HPRT1;ADA,126771
13,Mitotic Spindle,0.0411670115193881,CDK1;NEK2;TTK;AURKA,126771
14,IL-2/STAT5 Signaling,0.0411670115193881,CA2;PIM1;AHR;HIPK2,126771
15,TNF-alpha Signaling via NF-kB,0.0411670115193881,MAP2K3;PLK2;SIK1;PTGS2,126771
16,mTORC1 Signaling,0.0411670115193881,MAP2K3;TBK1;HPRT1;AURKA,126771
17,Glycolysis,0.0411670115193881,CDK1;MERTK;EGFR;AURKA,126771
0,Complement,2.8259910422376216e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS;PIK3CG,127716
1,UV Response Up,0.0002835676115777344,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,127716
2,Allograft Rejection,0.0008541699102459143,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,127716
3,Apical Junction,0.0032956938789596,KCNH2;MAP4K2;SYK;CDH11;MAPK14;EGFR,127716
4,E2F Targets,0.0032956938789596,WEE1;MELK;CHEK1;CDK1;DCK;AURKA,127716
5,Xenobiotic Metabolism,0.0032956938789596,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,127716
6,UV Response Dn,0.0043737185597244,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,127716
7,G2-M Checkpoint,0.0144032262778653,CHEK1;CDK1;TTK;MAPK14;AURKA,127716
8,KRAS Signaling Up,0.0144032262778653,MAP4K1;CA2;PTGS2;EPHB2;CTSS,127716
9,Spermatogenesis,0.0184171016013334,CDK1;TTK;HSPA2;AURKA,127716
10,Androgen Response,0.0490044141332807,STK39;PTK2B;MERTK,127716
0,Complement,2.9709136597882687e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,132313
1,PI3K/AKT/mTOR  Signaling,0.0002971024792011053,MAP2K3;LCK;MKNK1;CDK1;RAF1;EGFR,132313
2,E2F Targets,0.0006734801215400478,POLE4;PLK4;WEE1;MELK;CHEK1;CDK1;DCK,132313
3,Allograft Rejection,0.0006734801215400478,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,132313
4,UV Response Up,0.0011716784738422,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,132313
5,G2-M Checkpoint,0.0029697461326888,PLK4;CHEK1;CDK1;NEK2;TTK;MAPK14,132313
6,Xenobiotic Metabolism,0.0029697461326888,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,132313
7,UV Response Dn,0.0040232603417978,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,132313
8,Estrogen Response Late,0.0123887890362058,PLK4;RET;CA2;PGR;HPRT1,132313
9,Apical Junction,0.0123887890362058,KCNH2;SYK;CDH11;MAPK14;EGFR,132313
10,KRAS Signaling Up,0.0123887890362058,MAP4K1;CA2;PTGS2;EPHB2;CTSS,132313
11,Spermatogenesis,0.0161346402917664,CDK1;NEK2;TTK;HSPA2,132313
12,Androgen Response,0.0435916977793088,STK39;PTK2B;MERTK,132313
