NSC #,Drug name,FDA status,Mechanism of action,PubChem SID
19893,Fluorouracil,FDA approved,Ds|Rs|TYMS,-
19912,Cryptopleurine,-,-,92765
19942,Tenulin,-,-,227830
19976,10-(3-(1-Azaspiro[4.5]dec-1-yl)propyl)-2-chloro-10H-phenothiazine,-,-,227840
19987,Methylprednisolone,FDA approved,NonCan:Anti-inflammatory,6741
19990,streptovaricin c,-,-,-
20000,agrosol,-,-,-
20200,Benzethonium Chloride,-,-,-
20207,-,-,-,-
20256,uridin,FDA approved,-,-
20514,NCIMech_000725,-,-,227994
20527,dibask,-,-,-
20534,"Thioxanthen-9-one, 1-[[2-[ethyl(2-hydroxyethyl)amino]eth...",-,-,-
20535,-,-,-,-
20644,"1,2,3-Tribenzylguanidine",-,-,33144
20909,isothan,-,-,-
21061,cresol,-,-,24693
21075,pilocereine,-,-,-
21206,6-AMINONICOTINAMIDE,-,-,9500
21276,"2,6-dinitrochlorobenzene",-,-,-
21356,"N,N-Bis[2-oxo-2-(2-phenylhydrazinyl)ethyl]nitrous amide",-,-,228424
21434,ALBB-007622,-,-,228480
21518,2-Tert-butyl-6-((dimethylamino)methyl)-4-isopropylphenol,-,-,228534
21531,-,-,-,-
21545,"Methanesulfonothioic acid, S-methyl ester (9CI)",-,-,18064
21548,dthyd,-,-,-
21588,A805455,-,-,228569
21622,"5-(Morpholin-4-ylmethyl)-3-[(Z)-[(E)-4-(5-nitrofuran-2-yl)but-3-en-2-ylidene]amino]-1,3-oxazolidin-2-one",-,-,5922444
21662,"2-Bromophenazine 5,10-dioxide",-,-,228612
21666,Phenazine di-N-oxide,-,-,228615
21669,"2-methoxyphenazine, 5,10-dioxide",-,-,-
21681,STL437892,-,-,228622
21683,STL437902,-,-,228624
21702,-,-,-,-
21715,Trichloromethyl(4-chlorophenyl) sulfone,-,-,228635
21728,"Sempervirine, nitrate",-,-,5351497
21914,"3,4-Benzpyrene",-,-,2336
21970,L-alpha-Aminobutyric Acid,-,-,1674
22070,pyrethrosin,-,-,-
22201,pimm,-,-,110719
22225,"Cadmium;1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid",-,-,5351702
22227,-,-,-,-
22348,"1H-Naphth[2,3-d]imidazole-4,9-dione, 1-(4-bromophenyl)-2...",-,-,229013
22600,-,-,-,-
22709,ae 200,-,-,135410720
22842,cumostrol,-,-,5281707
22945,WLN: WNR CG DG FNW,-,-,80565
22984,-,-,-,-
22994,"2-[Hydroxy(phenyl)methyl]-N,N-dimethyl-N-[(2E)-3-phenylprop-2-en-1-yl]dodecan-1-aminium chloride",-,-,24183021
23159,"Methyl 11,12-dibromo-3,9-epoxycholan-24-oate",-,-,229453
23162,Nandrolone phenpropionate,FDA approved,Ho|NonCan:Ste,-
23173,4-((2-(Acetylamino)-9H-fluoren-9-ylidene)amino)benzoic acid,-,-,229459
23297,"N-(3-Methylphenyl)-2,4,7-trinitrofluoren-9-imine",-,-,229543
23345,ptsm,-,-,9552058
23416,29D9UWI50A,-,-,5716814
23418,3-(Benzylamino)-1-naphthalen-2-ylpropan-1-ol;hydrochloride,-,-,54603596
23477,"1,2-Dichloro-4-[(E)-2-nitrobut-1-enyl]benzene",-,-,5355002
23615,deoxyuridine,-,-,-
23676,-,-,-,-
23759,TESTOLACTONE,FDA approved,Ho,-
23766,6-N-[2-[5-(diethylamino)pentan-2-ylamino]-6-methylpyrimi...,-,-,-
23833,1-(((4-Methylphenyl)sulfinyl)oxy)-4-phenyl-4-piperidinecarboxylic acid,-,-,229831
23856,4-Methoxy-,-,-,697963
23863,-,-,-,-
23904,-,-,-,-
23925,-,-,-,-
23936,(4Z)-4-[(4-Nitrophenyl)hydrazinylidene]pentanoic acid,-,-,6369925
23994,Butyl maleurate,-,-,5355031
24030,"1,4-benzenediamine (9ci), n-butyl-n'-phenyl-",-,-,229938
24037,N-(9-(4-(trimethylamino)benzylidene)-9H-fluoren-2-yl)ace...,-,-,5351711
24047,-,-,-,-
24076,-,-,-,-
24113,NCIMech_000745,-,-,229969
24189,8455AB,-,-,1549990
24500,"2,6-Dimethoxyquinone",-,-,-
24559,Mithramycin,FDA approved,Db|Rs,-
24692,"2,4,7-Tribromotropone",-,-,230132
24799,-,-,-,-
24817,peltatin a,-,-,-
24818,podophyllotoxin,-,-,-
24819,peltatin b,-,-,-
24871,l-Arctigenin,-,-,230232
24913,TC-167793,-,-,81664
25028,"4-Amino-1,2-naphthoquinone",-,-,72908
25154,Pipobroman,FDA approved,A7|AlkAg,-
25434,-,-,-,-
25454,Isoquinolin-1-yl(4-methoxyphenyl)phenylmethanol,-,-,230510
25463,Rubremetinium chloride,-,-,-
25485,uabaina,-,-,-
25703,"1-(Aziridin-1-yl)-N-[4-[[4-[[1-(aziridin-1-yl)-2,2-diphenylethylidene]amino]phenyl]methyl]phenyl]-2,2-diphenylethanimine",-,-,230621
25818,4-chloro-3-nitrophenyl methyl sulfone,-,-,66796
25830,CBDivE_002081,-,-,230690
25846,"2-Nitrophenyl 2,4,6-trimethylbenzenesulfonate",-,-,230706
25861,"6-Chloro-5-methyl-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazine-7-sulfonamide",-,-,5351722
26037,1-[4-[(E)-2-(4-Chlorophenyl)ethenyl]phenyl]-2-(dimethylamino)ethanol,-,-,5929908
26040,"1-Piperidineethanol, .alpha.-[p-(p-chlorostyryl)phenyl]-",-,-,5351150
26045,"5,7-dichloroisatin",-,-,80771
26074,1-(4-Chloronaphthalen-1-yl)-2-(dimethylamino)ethanol 4-methylbenzenesulfonate(1:1),-,-,230791
26081,-,-,-,-
26113,"[(E)-3-(2,3,4,5-Tetrachlorocyclopenta-2,4-dien-1-ylidene)prop-1-enyl]benzene",-,-,5860626
26258,cube,-,-,-
26271,Cyclophosphamide,FDA approved,A7|AlkAg,-
26273,6-Benzylthioinosine,-,-,95263
26427,5-Chlorocoumarin,-,-,230978
26540,"2-methyl-4,5,6-trichloropyrimidine",-,-,231054
26647,Naphthazarin,-,-,-
26692,"4,5-bis(4-Methoxyphenyl)-1H-imidazol-2(5H)-one",-,-,231112
26697,IPDPPISLQQOKEV-NTCAYCPXSA-N,-,-,231115
26821,o-Aminoazotoluene,-,-,-
26933,OKDKHOBYMXHNMN-UHFFFAOYSA-N,-,-,231205
26980,Mitomycin,FDA approved,A2|AlkAg,5746
27034,"2,3-Quinizarindicarbonitrile",-,-,410191
27102,Usaf bv-11,-,-,-
27103,-,-,-,-
27445,-,-,-,-
27515,"2-Isoindolineacetic acid, .alpha.-isopropyl-1,3-dioxo- (...",-,-,138417
27604,N-[(E)-[1-(5-Chloro-2-hydroxyphenyl)-3-methylbutylidene]amino]pyridine-4-carboxamide,-,-,135431336
27607,5-Chlorosalicylaldehyde isonicotinoylhydrazone,-,-,135431337
27640,Floxuridine,FDA approved,Ds|TYMS,-
28002,"Naphtho[2,1-b]quinolizinium, 7-methyl- chloride",-,-,5351151
28081,J3.656.556J,-,-,231626
28365,"[4-(5,8-Diacetyloxy-1-tetracyclo[6.6.0.02,7.09,14]tetradeca-2(7),3,5,9,11,13-hexaenyl)phenyl] acetate",-,-,231714
28408,1-Methyl-1-[4-(1-methylazocan-1-ium-1-yl)butyl]azocan-1-ium;bromide,-,-,5351731
28430,-,-,-,-
28527,Cyclohexylmethanamine;cyclohexylmethylcarbamic acid,-,-,231799
28566,-,-,-,-
28567,-,-,-,-
28568,-,-,-,-
28569,-,-,-,-
28608,"1,3-Bis(4-bromophenyl)thiourea",-,-,3652630
29013,"2,5-Bis(2,4-dimethylphenyl)benzene-1,4-diol",-,-,232011
29018,"2,5-Bis(2,4,6-trimethylphenyl)benzene-1,4-diol",-,-,232016
29117,7-Hydroxy-4-methyl-8-pentanoyl-2H-1-benzopyran-2-one,-,-,5355215
29182,2-(Ethoxycarbonyl)phenyl 2-phenylhydrazinecarboxylate,-,-,232136
29228,Allyl disulfide,-,-,16590
29422,thioguanosine,-,-,-
29424,N-Butyl-2-(methylthio)-9H-purin-6-amine,-,-,517841
29443,"Benzoyloxy-[[3-(benzoyloxymercuriomethyl)-1,4-dioxan-2-yl]methyl]mercury",-,-,16683643
29459,"Quinoline, 4-[.alpha.-[bis(2-chloroethyl)amino]-4-methox...",-,-,24183684
29603,-,-,-,-
29604,"9-(3,4-Dichlorophenyl)purine-2,6-diamine;hydrochloride",-,-,24183689
29606,"9-(4-Methylphenyl)purine-2,6-diamine;hydrochloride",-,-,54601764
29630,dichloroamethopterin,-,-,-
29638,"N'-(4-Fluorophenyl)-2-(3-oxo-4H-1,4-benzothiazin-2-yl)acetohydrazide",-,-,232328
29865,N-[(E)-(2-Hydroxyphenyl)methylideneamino]-2-[2-[(2Z)-2-[(2-hydroxyphenyl)methylidene]hydrazinyl]-2-oxoethyl]sulfanylacetamide,-,-,135431368
30033,glycerol-tris(iodoacetate),-,-,23681
30083,-,-,-,-
30198,-,-,-,-
30417,-,-,-,-
30637,"(2,4-Dinitrophenyl)methyl carbamimidothioate;chloride",-,-,24183838
30652,"1,4-Diacetoxynaphthalene",-,-,79775
30656,michler's thione,-,-,71045
30659,-,-,-,-
30706,chinon,-,-,95715
30712,4-((2-Hydroxybenzylidene)amino)-2-isopropyl-5-methylphenol,-,-,232780
30722,"2,4,6-trichloro-5-methylpyrimidine",-,-,232789
30799,"1-Methylcyclopentane-1,2-dicarboxylic acid",-,-,232835
30813,5-(Naphthalen-1-yl)-1-phenyl-1h-tetrazole,-,-,232850
30863,5660AH,-,-,22658
30915,"Benzoyloxy-[[6-(benzoyloxymercuriomethyl)-1,4-dioxan-2-yl]methyl]mercury",-,-,16683646
30916,mp 317,-,-,16683647
30930,"2-Indolecarboxylic acid, 5-(benzyloxy)-",-,-,-
30979,3-ethylcholanthrene,-,-,95723
31059,MS-1469,-,-,1416279
31660,"2-Aminophenol; 2-hydroxy-1,3,2-dioxastibolane-4,5-dicarboxylic acid",-,-,16682749
31692,-,-,-,-
31703,Ethyl N-[4-[(E)-3-phenylprop-2-enoyl]phenyl]carbamate,-,-,5774635
31709,"Quinolinium, 2-[2-(2,5-dimethyl-1-pentyl-1H-pyrrol-3-yl)...",-,-,54605545
31711,2-Allyl-4-(6-chloro-2-methoxyacridin-9-ylamino)-6-((diet...,-,-,-
31717,tetraethyleniminobenzoquinone,-,-,95735
31760,Asperuloside,-,-,-
31768,"N,N-Dimethyl-4-[(Z)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;chloride;hydrochloride",-,-,54599828
31777,"N,N-Diethyl-4-[(E)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;chloride;hydrochloride",-,-,54605565
31778,-,-,-,-
31779,-,-,-,-
31780,astraphloxin,-,-,6540442
31782,"N-(4-Ethoxyphenyl)-N-methyl-4-[(E)-2-(1,3,3-trimethylindol-1-ium-2-yl)ethenyl]aniline;chloride;hydrochloride",-,-,54602338
31812,dulana,-,-,-
31815,ANTINEOPLASTIC-31815,-,-,-
31869,Suberosin,-,-,68486
31882,"3,4'-dimethoxychrysin",-,-,5352001
32065,Hydroxyurea,FDA approved,AM|Dr,-
32149,-,-,-,-
32190,WLN: T66 BNJ G1R& JQ,-,-,-
32212,.alpha.-Bromochalcone,-,-,-
32516,3-(But-3-en-2-yl)-2-hydroxybenzaldehyde,-,-,233642
32569,"Piperazine, 4-(m-chlorophenyl)-4'-(p-chlorophenyl)-1,1'-...",-,-,233683
32743,Acetoxycycloheximide,-,-,-
32924,2-Chloro-5-methyl-8-phenylphenazin-5-ium;methyl sulfate,-,-,24184082
32927,n-Hexadecyltrimethylammonium bromide,-,-,-
32930,"N-(7-Chloro-3-methoxyphenazin-1-yl)-N',N'-diethylpropane-1,3-diamine;hydrochloride",-,-,24184086
32937,"Acridan, 9-chloro-9-(p-dimethylaminophenyl)-10-ethyl-, d...",-,-,-
32942,Cetalkonium Chloride,-,-,31202
32944,cephaeline dihydrochloride,-,-,-
32946,mggh,-,-,-
32951,mycoin,-,-,-
32967,"3-N,6-N,2,7-Tetramethylacridine-3,6-diamine;hydrochloride",-,-,54608353
32982,Curcumin,FDA approved,Apo,-
32992,colchicoside,-,-,-
33001,Fluorometholone,-,-,9878
33006,NCIMech_000040,-,-,233871
33052,DAQRZDDIMCDMPZ-UHFFFAOYSA-N,-,-,233907
33092,Methyl N-[6-(methoxycarbonylamino)pyren-1-yl]carbamate;methyl N-[8-(methoxycarbonylamino)pyren-1-yl]carbamate,-,-,233937
33202,"Cadmium(2+);methyl 3-[18-(3-methoxy-3-oxopropyl)-3,8,13,17-tetramethylporphyrin-21,23-diid-2-yl]propanoate",-,-,3551195
33353,"Cinnamamide, N-(4-amino-2-methyl-6-quinolyl)-o-chloro-",-,-,-
33408,N-Acetyliodocolchinol,-,-,-
33410,Colchicine Derivative,-,TUBB,46151
33413,-,-,-,-
33418,10-[(Z)-C-Aminocarbonohydrazonoyl]sulfanyldecyl N'-aminocarbamimidothioate;hydroiodide,-,-,54603357
33419,sn 967,-,-,-
33423,ANTINEOPLASTIC-33423,-,-,-
33434,"isoquinolinium (8ci), 2,2'-decamethylenedi-, dibromide",-,-,24184168
33458,"3-N,3-N,6-N,6-N,2,7-Hexamethylacridine-3,6-diamine;hydrochloride",-,-,54602200
33467,-,-,-,-
33530,Neuro_000017,-,-,95759
33548,.beta.-Dimethylamino-.alpha.-phenylpropiophenone hydroch...,-,-,91378
33553,-,-,-,-
33556,3-(Dimethylamino)-1-(4-methoxyphenyl)-2-phenylpropan-1-one;hydrobromide,-,-,54598857
33560,"3-Morpholin-4-yl-1,2-diphenylpropan-1-one;hydrobromide",-,-,54599888
33566,"4-[4-(Diethylamino)benzenecarboximidoyl]-N,N-dimethylaniline;hydrochloride",-,-,54609218
33568,3-Piperidino-2-phenylpropiophenone,-,-,89341
33570,"5-Morpholino-1,5-diphenyl-pent-1-en-3-one",-,-,6184372
33574,"1,1-Bis(2-hydroxyethyl)-2-pentadecyl-4,5-dihydro-1H-imidazol-1-ium chloride",-,-,24184220
33577,"4-[4-(Dibutylamino)benzenecarboximidoyl]-N,N-dimethylaniline;hydrochloride",-,-,24184222
33669,emetine,-,-,-
33690,"Benzo[a]heptalen-9(5H)-one, 7-acetamido-10-(diethylamino...",-,-,-
33759,-,-,-,-
33762,LS-130969,-,-,135538347
33765,CAP 1 hydrochloride,-,-,21123220
33832,Ascorbic Acid,-,-,-
34046,-,-,-,-
34060,"N,N'-Diethyl-N,N'-bis(3-phenoxypropyl)ethane-1,2-diamine;hydrochloride",-,-,54609242
34391,Cryptocyanin,-,-,-
34444,"n-(4-Nitrophenyl)-1,3-benzothiazol-2-amine",-,-,234474
34462,Uracil mustard,FDA approved,A7|AlkAg,6194
34475,"Androst-5-en-16.beta.-ol, 3.beta.-methoxy- (8CI)",-,-,234498
34521,Dexamethasone Decadron,FDA approved,Ho,-
34533,Fulcin,-,-,-
34541,(Iodoacetyl)urea,-,-,234533
34656,"CYTISINE, 3-METHYL-",-,-,234566
34661,pms (van),-,-,9285
34749,-,-,-,-
34757,Melicopidine,-,-,68060
34780,STK174912,-,-,135460716
34821,"2-Propen-1-one, 2-[(dimethylamino)methyl]-1-(2-nitro phe...",-,-,-
34864,2-(4-Acetylamino-phenylsulfanyl)-5-nitro-furan,-,-,234636
34924,-,-,-,-
34927,"N-(2,3-Dimethoxy-6-nitroacridin-9-yl)-N',N'-diethyl-2-phenylbutane-1,4-diamine;chloride",-,-,24184591
34931,"1-Naphthalenesulfonic acid, 3,3'-[1,2-ethenediylbis [(3-...",-,-,135488929
34949,1-(1-Hydroxynaphthalen-2-yl)heptan-1-one,-,-,234660
35027,n-Laurylpyridinium chloride,-,-,-
35049,-,-,-,-
35123,perchloropyrimidine,-,-,15690
35400,"(2,4-Dichlorophenyl)methyl carbamimidothioate;3,4,6-trichloro-2-nitrophenol",-,-,234810
35427,"1-Phenyl-2-(4-phenyl-1,45-oxazinan-4-yl)ethanone",-,-,411628
35441,"Phenanthridinium, 8-amino-5-methyl-6-phenyl-bromide",-,-,21144180
35446,"PROPIOPHENONE, 3-PHENYL-3-PIPERIDINO-",-,-,-
35450,"1-[2-(biphenyl-4-yl)-2-oxoethyl]-3,5,7-triaza-1-azoniatr...",-,-,5351745
35468,Podophyllotoxin bromide,-,-,234820
35471,peltatin b,-,-,-
35479,Podophyllotoxin isothiuronium bromide,-,-,54602203
35489,2-Isoquinolin-2-ium-2-yl-1-phenanthren-3-ylethanone;iodide,-,-,5351160
35542,xanthoxylin n,-,-,66548
35563,"2,5-Bis(chloromercuri)furan",-,-,-
35580,QLZ45PX3T1,-,-,234858
35587,"Leucanthone, m-aminobenzenesulfonate",-,-,234864
35617,"1,3-Naphthalenedisulfonic acid, 7,7'-azoxybis [[[[[(2-su...",-,-,54601070
35676,Purpurogallin,-,-,-
35683,mercuryl,-,-,16683655
35729,"4-Ethoxy-9-(4-ethoxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",-,-,234897
35753,"3,3'-dihydroxyhexestrol",-,-,-
35767,"2,4,6-tribromophenylallyl ether",-,-,76767
35770,clomid,-,-,-
35790,2-benzimidazolepropionic acid,-,-,-
35855,-,-,-,-
35915,erythritol aziridine,-,-,234991
35949,NCIMech_000850,-,-,235012
35950,"Carbamimidothioic acid, (4-chloro-1-naphthalenyl)methyl ...",-,-,235013
36333,akron,-,-,-
36338,quatresin,-,-,17671
36354,tmca,-,-,-
36359,-,-,-,-
36369,2-(4-Isoquinolin-2-ium-2-ylbutyl)isoquinolin-2-ium;bromide,-,-,5351749
36373,"Naphtho[2,3-d]-1,3-dioxole-6,7-dimethanol, 5,6,7,8-tetra...",-,-,-
36390,Podophyllin,-,-,-
36405,Chelerythrine,Clinical trial,"BCL2|PK:PRKCA,STK",72311
36407,PICROPODOPHYLLIN,-,-,72435
36408,Podophyllotoxin acetate,-,-,-
36413,DAURICINE,-,-,-
36437,"CRASSIN, ACETATE",-,-,-
36525,"8-[(4-tert-butylphenoxy)methyl]-1,3-dimethyl-3,7-dihydro...",-,-,235292
36731,Sulfiram,-,-,7215
36755,".alpha.,.alpha.',.alpha.''-Tripyridyl",-,-,-
36758,Tolonium chloride,-,-,-
36768,"2,3,4,4'-Tmbp",-,-,165441
36806,"2,2,21,21-Tetraoxo-2lambda6,21lambda6-dithia-7,10,13,16,26,29,32,35-octazaheptacyclo[34.2.2.23,6.210,13.217,20.222,25.229,32]pentaconta-1(38),3(50),4,6(49),17(46),18,20(45),22,24,36,39,43-dodecaene-8,",-,-,235431
37168,celcot rm,-,-,67277
37186,3-Hydroxy-n-[3-(trifluoromethyl)phenyl]naphthalene-2-carboxamide,-,-,235600
37187,naphtazol c,-,-,67275
37202,celcot rn,-,-,67241
37248,-,-,-,-
37249,-,-,-,-
37261,-,-,-,-
37364,6-METHOXYGUANINE,-,-,65275
37379,-,-,-,-
37388,PG9A8I4S8I,-,-,95806
37432,"2-Propen-1-one, 3-(2-hydroxyphenyl)-1-phenyl- (9CI)",-,-,-
37433,"Chalcone, 2',3,4-trihydroxy-",-,-,-
37518,-,-,-,-
37600,-,-,-,-
37608,naphthol as-d,-,-,75160
37627,"1,5-diphenoxyanthraquinone",-,-,6699
37641,tricinolone acetophenonide,-,-,235856
37815,"2-(1,3-Oxazol-2-ylamino)-N-[4-[4-[[2-(1,3-oxazol-2-ylamino)acetyl]amino]phenyl]sulfonylphenyl]acetamide",-,-,235925
37876,-,-,-,-
37888,-,-,-,-
37889,-,-,-,-
37895,-,-,-,-
37896,-,-,-,-
37898,-,-,-,-
37900,-,-,-,-
37901,-,-,-,-
37943,o-phenethylnicotinaldoxime,-,-,9561248
38007,XPVZKRRTCHLFRZ-UHFFFAOYSA-N,-,-,236003
38086,(4-Chlorophenyl) 3-methyl-5-nitroimidazole-4-sulfonate,-,-,236063
38087,5-Phenoxysulfonyl-1-methyl-4-nitroimidazole,-,-,81400
38090,Z1603789400,-,-,236065
38186,"Mercury, (p-dioxane-2,5-diyldimethylene)bis[(octanoyloxy)-",-,-,16683657
38270,olivomycin,-,-,-
38525,-,-,-,-
38530,"2,8-Bis((dimethylamino)methyl)cyclooctanone hydrochloride",-,-,373400
38534,"Cyclohexanone, 2-[(dimethylamino)methyl]-6-(piperidinome...",-,-,-
38535,"2,6-bis(4-morpholinylmethyl)cyclohexanone,dihydrochloride",-,-,-
38643,aquamycin,-,-,-
38663,"styrene, 3,4-dichloro-.beta.-nitro- (8ci)",-,-,54605559
38684,"1,3-Dioxane, 5,5-dimethyl-4-(1-methylethyl)-2- (2-phenyl...",-,-,5351757
38721,Mitotane,FDA approved,A7|Ho|AlkAg|anti-Ho|CYP11A1,-
38732,2-Amino-6-((5-(hydroxy(oxido)amino)-6-(methylamino)-4-pyrimidinyl)thio)-9H-purine,-,-,3246138
38733,2-((2-Amino-9H-purin-6-yl)thio)-1-(4-bromophenyl)ethanone,-,-,3246139
38737,"Purine, 2-amino-6-(O-nitrobenzylthio)-",-,-,3246141
38743,AK-94315,-,-,236331
38777,o-nitrophenyl succinic acid,-,-,236350
38887,guaneran,-,-,3379405
39084,Azathioprine Sodium,-,-,-
39135,STK213636,-,-,236554
39147,resactin a,-,-,91467
39199,"4-(Dimethylamino)-1,3-diphenylbutan-2-one",-,-,236584
39202,"Cyclohexanone, 2,6-bis(piperidinomethyl)-",-,-,236587
39215,-,-,-,-
39277,FCH840693,-,-,236633
39310,"Naphtho[1,2-b]quinolizinium, 13-methyl-, chloride",-,-,21144197
39351,"2-Chloro-3-{[3-(propan-2-ylamino)propyl]amino}naphthalene-1,4-dione",-,-,236655
39356,-,-,-,-
39367,"9h-purine, 6-(allylthio)-9-.beta.-d-ribofuranosyl- (8ci)",-,-,236667
39368,SRI 1215,-,-,-
39575,-,-,-,-
39661,IDOXURIDINE,FDA approved,-,-
39688,"Phenethylamine, N-isopropyl-.alpha.-methyl-, hydrochloride",-,-,213535
39779,-,-,-,-
39789,(Z)-3-(3-Nitrophenyl)-1-phenylprop-2-en-1-one;bromide,-,-,54605179
39792,WLN: T3OTJ BVR& CVR,-,-,-
39803,"2-Propen-1-one, 3-(1-naphthalenyl)-1-phenyl- (9CI)",-,-,5712119
39851,-,-,-,-
39863,"(1S,2S,5S,6S,9S,10R,13S)-1,5,6-Trimethyl-17-phenyl-16,18-diazapentacyclo[11.8.0.02,10.05,9.015,20]henicosa-15,17,19-trien-6-ol",-,-,236853
39969,5-Chloro-6-nitroquinoline,-,-,236923
40273,10-Methyl-7h-benzo[c]phenothiazine,-,-,237061
40341,"1,4-naphthoquinone, 2,2'-(1,4-piperazinediyl)bis[3-chloro-",-,-,237101
40342,STK535899,-,-,237102
40593,"2,4,5-trichloropyrimidine",-,-,237259
40618,"2,6-dibenzylidenecyclohexanone",-,-,-
40665,PC 254,-,-,-
40693,"Cadmium, bis(2-amino-2-methyl-1-propanol-N,O)dichloro-",-,-,412646
40787,"2-Methyl-N-(2-methylprop-2-enyl)prop-2-en-1-amine; 2,3,4,5,6-pentachlorophenol",-,-,237371
40837,"1,2-ethanediphosphonic acid",-,-,80247
41140,-,-,-,-
41373,Arsenobenzene,-,-,78277
41390,ANTINEOPLASTIC-41390,-,-,237683
41566,ethyl phenylpropiolate,-,-,91516
41567,"2,4-Dichloro-1-[(4-chlorophenyl)sulfonylmethyl]benzene",-,-,237765
41658,(3-nitrophenyl)arsonous dichloride,-,-,22753
41805,sulquin,-,-,5338
41880,"Bi-2,4-cyclopentadien-1-yl, decachloro-",-,-,-
41890,"2,5-bis(chloromethyl)-p-xylene",-,-,80530
42044,Lobendazole,-,-,-
42070,1-(4-Methylphenyl)-3-[(4-methylphenyl)carbamothioylamino]thiourea,-,-,4268411
42076,sp g,-,-,-
42138,KC 60,-,-,-
42258,-,-,-,-
42352,"Carbamic acid, (2-piperazinylethyl)dithio-",-,-,3032930
42369,LS-144126,-,-,135538372
42371,-,-,-,-
42384,9-benzyl-6-(benzylthio)-9H-purin-2-amine,-,-,238161
42405,Propan-2-yl hexadecylcarbamate,-,-,238166
42428,LS-144130,-,-,135538374
42656,N-(2-Furylmethyl)-2-(2-pyridinyl)ethanamine,-,-,238327
42679,"1-Phenyl-3-(4-pyridinyl)-1,3-propanedione",-,-,238347
42695,2-Phenyl-4-pyridin-2-ylbutanoic acid,-,-,238363
42797,3-Methyl-1-(2-quinolinyl)-2-butanone,-,-,238450
42808,"6-(Dimethylamino)-2,2-dimethyl-4-(2-pyridinyl)-3-hexanone",-,-,238460
42824,2-(1-Phenyl-3-(1-pyrrolidinyl)propyl)pyridine,-,-,238475
42856,-,-,-,-
42972,"1,1,3,4-Tetrabromo-4-phenylbutan-2-one",-,-,238545
43101,1-[(4-Bromophenyl)amino]cyclopentanecarbonitrile,-,-,238637
43223,-,-,-,-
43308,2-Oxo-N-(2-phenylethenylidene)-4-phenyliminobut-3-enamide,-,-,238775
43321,ponticin,-,-,-
43333,"p-Benzoquinone, trimethoxy-",-,-,238795
43339,Nootkatin,-,-,-
43409,(6-(6-Mercapto-9H-purin-9-yl)tetrahydro-2H-pyran-2-yl)methanol,-,-,4581572
43413,9-Benzyl-6-[(1-methyl-4-nitro-1H-imidazol-5-yl)sulfanyl]-9H-purin-2-amine,-,-,238855
43486,"Morphothebaine, hydrochloride",-,-,-
43534,2-amino-9-benzyladenine,-,-,238930
43567,4-Methyl-7-methoxy-6-hydroxycoumarin,-,-,238946
43578,"6-Butyl-7,8-dihydroxy-4-methylchromen-2-one",-,-,5355695
43628,copper polyphthalocyanine,-,-,475701
43675,tptc,-,-,-
43684,Ethyl-[10-[ethyl(dipyridin-2-yl)azaniumyl]decyl]-dipyridin-2-ylazanium;iodide,-,-,24185840
43959,wln: 1n1&r dyunqr dn1&1,-,-,15581
44102,"5-[2-(Benzyloxy)-2-methylpropyl]-5-methylimidazolidine-2,4-dione",-,-,239211
44185,emetinetriiodobismuth(iii),-,-,-
44230,Dodecyl morpholine-4-carboximidate,-,-,239304
44303,"p-Phenylenediamine, N,N-bis(2-chloroethyl)-, hydrochloride",-,-,215727
44477,(NE)-N-[1-(9-bromophenanthren-3-yl)ethylidene]hydroxylamine,-,-,5351779
44489,1-(9-Bromophenanthren-3-yl)-3-(dihexylamino)propan-1-one;hydrochloride,-,-,54605561
44580,PC 287,-,-,239486
44585,PC 298,-,-,239491
44684,"7,8-Dichloro-10-[3-(dimethylamino)propyl]benzo[g]pteridine-2,4-dione;hydrochloride",-,-,24185927
44690,pyronin b,-,-,16524
44753,ACM39763025,-,-,239578
45029,"1,4-Naphthoquinone, 2-chloro-3-furfurylamino-",-,-,239677
45074,J3.545.223K,-,-,239705
45114,"(Methyl(2,3,5-trichloro-6-hydroxybenzyl)amino)acetic acid",-,-,239729
45182,"Sodium;4-[(4-fluorophenyl)diazenyl]-3-hydroxynaphthalene-2,7-disulfonic acid",-,-,135421951
45236,"4,4,4-Trifluoro-3-hydroxy-1-(3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)butan-1-one",-,-,239763
45238,"[(3S,8R,9S,10R,13S,14S,16E)-16-(1-Acetyloxy-2,2,2-trifluoroethylidene)-10,13-dimethyl-17-oxo-2,3,4,7,8,9,11,12,14,15-decahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",-,-,5351782
45291,thiopicolinanilide,-,-,759327
45384,mes (van),-,-,18834
45388,DACARBAZINE,FDA approved,A7|AlkAg,-
45527,"m-Toluenesulfonamide, 6-[(4-amino-o-tolyl)azo]-",-,-,239838
45548,Acid Orange R,-,-,-
