,drug,gene,dti_existed,pubmed_hit,MECHANISM,deeppurpose,binary_deeppurpose
307,"2-(6-Amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",RPL3,0.0,0.0,DNA,0.9262067079544067,1
308,Oxyphenisatin acetate,AJUBA,0.0,0.0,Acetalax,0.5421465039253235,1
309,"2-(6-Amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",PRDX1,0.0,0.0,DNA,0.9287698268890381,1
310,"2-(6-Amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",CD24,0.0,0.0,DNA,0.8984946012496948,1
311,"2-(6-Amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",SGMS2,0.0,0.0,DNA,0.9464578032493591,1
312,Inosine dialdehyde,CRACR2A,0.0,0.0,DNA,0.4152858555316925,0
313,Deoxycamptothecin,SPP1,0.0,0.0,DNA,0.3036286532878876,0
314,Tretinoin,RARG,1.0,1.0,Ho,0.999923586845398,1
315,Tretinoin,RXRB,1.0,1.0,Ho,0.9999420642852783,1
316,Tretinoin,GPRC5A,1.0,1.0,Ho,0.9997500777244568,1
317,Inosine dialdehyde,TMEM47,0.0,0.0,DNA,0.42300912737846375,0
318,Inosine dialdehyde,IFI16,0.0,0.0,DNA,0.6643021106719971,1
319,Ifosfamide,EXT1,0.0,0.0,DNA,0.9943127632141113,1
320,Veham-Sandoz,SLC43A3,0.0,0.0,DNA,0.6906505227088928,1
321,Tretinoin,RARB,1.0,1.0,Ho,0.999957799911499,1
322,Veham-Sandoz,PRKAG2,0.0,0.0,DNA,0.1376568228006363,0
323,Tretinoin,ALDH1A1,1.0,1.0,Ho,0.9994200468063354,1
324,Inosine dialdehyde,LITAF,0.0,0.0,DNA,0.819730281829834,1
325,Veham-Sandoz,SNAI2,0.0,0.0,DNA,0.730372965335846,1
326,Adriblastin,BAX,0.0,1.0,DNA,0.38102948665618896,0
327,Carbendazim,CKAP4,0.0,0.0,TUBB,0.048251375555992126,0
328,10-Methoxycamptothecin,SLC43A3,0.0,0.0,DNA,0.5375210046768188,1
329,"2-(6-Amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",RPL3,0.0,0.0,DNA,0.9262067079544067,1
330,Adriblastin,HMGCR,0.0,1.0,DNA,0.8455913662910461,1
331,"2-(6-Amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",APP,0.0,0.0,DNA,0.9799016714096069,1
332,"2-(6-Amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",ARHGAP29,0.0,0.0,DNA,0.9737571477890015,1
333,Paclitaxel,MAP4,1.0,1.0,TUBB,0.8981732130050659,1
334,Blenoxane (TN) (Bristol Meyers),PDGFC,0.0,0.0,DNA,0.02636721171438694,0
335,"2-(6-Amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",SDC4,0.0,0.0,DNA,0.9818399548530579,1
336,Blenoxane (TN) (Bristol Meyers),CALD1,0.0,0.0,DNA,0.382457971572876,0
337,Blenoxane (TN) (Bristol Meyers),TPST1,0.0,0.0,DNA,0.41874203085899353,0
338,Adriblastin,FXYD5,0.0,1.0,DNA,0.0002870286116376519,0
339,Paclitaxel,PRKAG2,0.0,0.0,TUBB,0.003874658141285181,0
340,Dichloroallyl lawsone,APBB1IP,0.0,0.0,DNA,0.9883521199226379,1
341,Paclitaxel,HMGCR,0.0,1.0,TUBB,0.6850169897079468,1
342,Paclitaxel,FXYD5,0.0,1.0,TUBB,0.038196463137865067,0
343,Paclitaxel,SLC43A3,0.0,0.0,TUBB,0.28030338883399963,0
344,Dichloroallyl lawsone,RPS4Y1,0.0,0.0,DNA,0.9871735572814941,1
345,"1,3,5-Triazin-2(1H)-one, 4-amino-1-(2-deoxy-beta-D-erythro-pentofuranosyl)-",APBB1IP,0.0,0.0,DNA,0.8297883868217468,1
346,Dichloroallyl lawsone,BST2,0.0,0.0,DNA,0.9423089027404785,1
347,Dichloroallyl lawsone,LCP1,0.0,0.0,DNA,0.603049099445343,1
348,"1,3,5-Triazin-2(1H)-one, 4-amino-1-(2-deoxy-beta-D-erythro-pentofuranosyl)-",SLC43A3,0.0,0.0,DNA,0.2036547213792801,0
349,"1,3,5-Triazin-2(1H)-one, 4-amino-1-(2-deoxy-beta-D-erythro-pentofuranosyl)-",BST2,0.0,0.0,DNA,0.23420631885528564,0
350,"1,3,5-Triazin-2(1H)-one, 4-amino-1-(2-deoxy-beta-D-erythro-pentofuranosyl)-",RPS4Y1,0.0,0.0,DNA,0.7216150760650635,1
351,Dianhydrodulcitol,IGLV1-44,0.0,0.0,DNA,0.027376972138881683,0
352,Dianhydrodulcitol,IGLC1,0.0,0.0,DNA,0.00659386208280921,0
353,Blenoxane (TN) (Bristol Meyers),PRKAG2,0.0,0.0,DNA,0.004180659539997578,0
354,Dianhydrodulcitol,RPS4Y1,0.0,0.0,DNA,0.021847087889909744,0
355,"L-Aspartic acid, N-(2-chloro-5-(((2,4-diamino-5-methyl-6-quinazolinyl)methyl)amino)benzoyl)-",MIF,0.0,0.0,DNA,0.33803120255470276,0
356,Dianhydrodulcitol,APBB1IP,0.0,0.0,DNA,0.21236315369606018,0
357,"L-Aspartic acid, N-(2-chloro-5-(((2,4-diamino-5-methyl-6-quinazolinyl)methyl)amino)benzoyl)-",ETS1,0.0,0.0,DNA,0.6042816042900085,1
358,"L-Aspartic acid, N-(2-chloro-5-(((2,4-diamino-5-methyl-6-quinazolinyl)methyl)amino)benzoyl)-",PTBP1,0.0,0.0,DNA,0.11743566393852234,0
359,"L-Aspartic acid, N-(2-chloro-5-(((2,4-diamino-5-methyl-6-quinazolinyl)methyl)amino)benzoyl)-",ENDOD1,0.0,0.0,DNA,0.7010219693183899,1
360,"Aspartic acid,4-diamino-6-pteridinyl)methyl]amino]benzoyl]-, monohydrate, L-",MCTP1,0.0,0.0,DNA,0.5514304041862488,1
361,"Aspartic acid,4-diamino-6-pteridinyl)methyl]amino]benzoyl]-, monohydrate, L-",TMEM47,0.0,0.0,DNA,0.43186211585998535,0
362,Dianhydrodulcitol,PLS3,0.0,0.0,DNA,0.012381848879158497,0
363,"Aspartic acid,4-diamino-6-pteridinyl)methyl]amino]benzoyl]-, monohydrate, L-",IFI16,0.0,0.0,DNA,0.2652031481266022,0
364,"Aspartic acid,4-diamino-6-pteridinyl)methyl]amino]benzoyl]-, monohydrate, L-",CRACR2A,0.0,0.0,DNA,0.5611099004745483,1
365,"Mitomycin C, K-35 deriv.",ETS1,0.0,0.0,DNA,0.4778670370578766,0
366,"Mitomycin C, K-35 deriv.",ELOVL5,0.0,0.0,DNA,0.18147312104701996,0
367,"Mitomycin C, K-35 deriv.",MIF,0.0,0.0,DNA,0.0015615983866155148,0
368,"Mitomycin C, K-35 deriv.",TNFRSF12A,0.0,0.0,DNA,0.9019281268119812,1
369,Piperazinedione 593A,APBB1IP,0.0,0.0,DNA,0.6873228549957275,1
370,Piperazinedione 593A,SLC43A3,0.0,0.0,DNA,0.35672298073768616,0
371,Piperazinedione 593A,BST2,0.0,0.0,DNA,0.8196336030960083,1
372,Piperazinedione 593A,SPP1,0.0,0.0,DNA,0.8508455753326416,1
373,Bendamustine hydrochloride,HMGCR,0.0,0.0,DNA,0.922508955001831,1
374,Bendamustine hydrochloride,SLC43A3,0.0,0.0,DNA,0.16956880688667297,0
375,Bendamustine hydrochloride,APBB1IP,0.0,0.0,DNA,0.6423839926719666,1
376,Bendamustine hydrochloride,BST2,0.0,0.0,DNA,0.5486761927604675,1
377,Carboquone,CRACR2A,0.0,0.0,DNA,0.13025182485580444,0
378,"L-Aspartic acid, N-(2-chloro-5-(((2,4-diamino-5-methyl-6-quinazolinyl)methyl)amino)benzoyl)-",ELOVL5,0.0,0.0,DNA,0.5773859024047852,1
379,Carboquone,BAX,0.0,0.0,DNA,0.8195077776908875,1
380,Blenoxane (TN) (Bristol Meyers),MB21D2,0.0,0.0,DNA,0.8107458353042603,1
381,Carboquone,PSMB8,0.0,0.0,DNA,0.00034279341343790293,0
382,Triazinate,BAX,0.0,0.0,DNA,0.7456851601600647,1
383,Triazinate,HMGCR,0.0,0.0,DNA,0.9150403738021851,1
384,Triazinate,CRACR2A,0.0,0.0,DNA,0.12755261361598969,0
385,Vepesid J,HMGCR,0.0,0.0,DNA,0.9244180917739868,1
386,Carboquone,IFI16,0.0,0.0,DNA,0.28082117438316345,0
387,Vepesid J,FXYD5,0.0,0.0,DNA,0.23326173424720764,0
388,Amsacrine hydrochloride,SGMS2,0.0,0.0,DNA,0.9350795745849609,1
389,Vepesid J,BAX,0.0,1.0,DNA,0.7108075022697449,1
390,Amsacrine hydrochloride,AHNAK,0.0,0.0,DNA,0.9902744293212891,1
391,Amsacrine hydrochloride,SDC4,0.0,0.0,DNA,0.8877830505371094,1
392,Amsacrine hydrochloride,TJP1,0.0,0.0,DNA,0.8500874042510986,1
393,"1,3,5-Triazin-2(1H)-one, 4-amino-1-(2-deoxy-beta-D-erythro-pentofuranosyl)-",HMGCR,0.0,0.0,DNA,0.7803075909614563,1
394,Omacetaxine mepesuccinate,BAX,0.0,1.0,Apoptosis,0.4650791883468628,0
395,Omacetaxine mepesuccinate,SLC43A3,0.0,0.0,Apoptosis,0.11704516410827637,0
396,Omacetaxine mepesuccinate,HMGCR,0.0,0.0,Apoptosis,0.48975661396980286,0
397,Piperazinedione 593A,RPS4Y1,0.0,0.0,DNA,0.925778329372406,1
398,4-Hydroxy-3-beta-D-ribofuranosylpyrazole-5-carboxamide,CRACR2A,0.0,0.0,DNA,0.5267733931541443,1
399,Omacetaxine mepesuccinate,FXYD5,0.0,0.0,Apoptosis,0.07231760025024414,0
400,4-Hydroxy-3-beta-D-ribofuranosylpyrazole-5-carboxamide,APBB1IP,0.0,0.0,DNA,0.69098299741745,1
401,4-Hydroxy-3-beta-D-ribofuranosylpyrazole-5-carboxamide,BAX,0.0,0.0,DNA,0.6742975115776062,1
402,Amsacrine hydrochloride,APP,0.0,0.0,DNA,0.6800444722175598,1
403,4-Hydroxy-3-beta-D-ribofuranosylpyrazole-5-carboxamide,SPP1,0.0,0.0,DNA,0.42443886399269104,0
404,"2,2'-Cyclocytidine hydrochloride",BAX,0.0,0.0,DNA,0.029202034696936607,0
405,"2,2'-Cyclocytidine hydrochloride",CRACR2A,0.0,0.0,DNA,0.013617966324090958,0
406,"2,2'-Cyclocytidine hydrochloride",SPP1,0.0,0.0,DNA,0.06738711893558502,0
407,"2,4(1H,3H)-Pyrimidinedione, 5-fluoro-1-(tetrahydro-2-furanyl)-, (R)-",CRACR2A,0.0,0.0,DNA,0.9924207329750061,1
408,"2,2'-Cyclocytidine hydrochloride",APBB1IP,0.0,0.0,DNA,0.05592688173055649,0
409,"2,4(1H,3H)-Pyrimidinedione, 5-fluoro-1-(tetrahydro-2-furanyl)-, (R)-",SPP1,0.0,0.0,DNA,0.945054829120636,1
410,Alanosine monosodium salt,SPP1,0.0,0.0,DNA,0.00021378110977821052,0
411,"2,4(1H,3H)-Pyrimidinedione, 5-fluoro-1-(tetrahydro-2-furanyl)-, (R)-",APBB1IP,0.0,0.0,DNA,0.9842240810394287,1
412,Alanosine monosodium salt,RPS4Y1,0.0,0.0,DNA,6.949645467102528e-05,0
413,"2,4(1H,3H)-Pyrimidinedione, 5-fluoro-1-(tetrahydro-2-furanyl)-, (R)-",BAX,0.0,0.0,DNA,0.9746852517127991,1
414,Alanosine monosodium salt,DDX3Y,0.0,0.0,DNA,0.015559051185846329,0
415,Alanosine monosodium salt,HMGCR,0.0,0.0,DNA,0.5747303366661072,1
416,Maytansin,CD24,0.0,1.0,TUBB,0.38512182235717773,0
417,Maytansin,PCBD1,0.0,0.0,TUBB,0.6872235536575317,1
418,Maytansin,ABLIM1,0.0,0.0,TUBB,0.8752143979072571,1
419,Bendamustine hydrochloride,SPP1,0.0,0.0,DNA,0.7240517735481262,1
420,Amsacrine,APBB1IP,0.0,0.0,DNA,0.9675949811935425,1
421,Amsacrine,SPP1,0.0,0.0,DNA,0.9892945289611816,1
422,Amsacrine,HMGCR,0.0,0.0,DNA,0.9962473511695862,1
423,Alanosine monosodium salt,APBB1IP,0.0,0.0,DNA,0.005489050410687923,0
424,Amsacrine,APBB1IP,0.0,0.0,DNA,0.9675949811935425,1
425,Amsacrine,HMGCR,0.0,0.0,DNA,0.9962473511695862,1
426,Amsacrine,SLC43A3,0.0,0.0,DNA,0.9943988919258118,1
427,Amsacrine,SPP1,0.0,0.0,DNA,0.9892945289611816,1
428,"Oxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one, 2,3,6,7,7a,8,10a,10b-octahydro-1a,5-dimethyl-8-methylene-, (1aR,4E,7aS,10aS,10bR)-",MIF,0.0,0.0,Apoptosis,0.6716269254684448,1
429,"Oxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one, 2,3,6,7,7a,8,10a,10b-octahydro-1a,5-dimethyl-8-methylene-, (1aR,4E,7aS,10aS,10bR)-",SLC43A3,0.0,0.0,Apoptosis,0.8521167635917664,1
430,"Oxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one, 2,3,6,7,7a,8,10a,10b-octahydro-1a,5-dimethyl-8-methylene-, (1aR,4E,7aS,10aS,10bR)-",ELOVL5,0.0,0.0,Apoptosis,0.9072725772857666,1
431,"Oxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one, 2,3,6,7,7a,8,10a,10b-octahydro-1a,5-dimethyl-8-methylene-, (1aR,4E,7aS,10aS,10bR)-",PIK3C3,0.0,0.0,Apoptosis,0.9953479170799255,1
432,Triptolide,CRACR2A,0.0,0.0,Other,0.6201109886169434,1
433,Triptolide,BAX,0.0,1.0,Other,0.718532919883728,1
434,Acivicin,SLC38A5,0.0,0.0,DNA,0.9546499252319336,1
435,Amsacrine,BST2,0.0,0.0,DNA,0.9780008792877197,1
436,Acivicin,APBB1IP,0.0,0.0,DNA,0.8984494805335999,1
437,Acivicin,RPS4Y1,0.0,0.0,DNA,0.921633243560791,1
438,Triptolide,MCTP1,0.0,0.0,Other,0.7938962578773499,1
439,Triptolide,ANXA6,0.0,0.0,Other,0.5470046401023865,1
440,Acivicin,BST2,0.0,0.0,DNA,0.758155882358551,1
441,Zorubicin hydrochloride,VEGFC,0.0,0.0,DNA,0.0016981838271021843,0
442,Zorubicin hydrochloride,EPAS1,0.0,0.0,DNA,0.5689406991004944,1
443,Dexrazoxane,TOP2B,1.0,1.0,DNA,0.6985472440719604,1
444,Amsacrine,RPS4Y1,0.0,0.0,DNA,0.978304386138916,1
445,Zorubicin hydrochloride,ZBTB38,0.0,0.0,DNA,0.8560807704925537,1
446,Zorubicin hydrochloride,BACE2,0.0,0.0,DNA,0.006282455287873745,0
447,Asaley,ELOVL5,0.0,0.0,DNA,0.9782769083976746,1
448,Zorubicin hydrochloride,MCTP1,0.0,0.0,DNA,0.8529171943664551,1
449,Asaley,MIF,0.0,0.0,DNA,0.9497724771499634,1
450,Asaley,PIK3C3,0.0,0.0,DNA,0.9899978041648865,1
451,Dexrazoxane,IGLV1-44,0.0,0.0,DNA,0.09623150527477264,0
452,Dexrazoxane,IGLC1,0.0,0.0,DNA,0.08106754720211029,0
453,Spiromustine,APBB1IP,0.0,0.0,DNA,0.8581162691116333,1
454,Spiromustine,HMGCR,0.0,0.0,DNA,0.9988716244697571,1
455,Spiromustine,RPS4Y1,0.0,0.0,DNA,0.9476585388183594,1
456,Spiromustine,BST2,0.0,0.0,DNA,0.7209668159484863,1
457,"2-({4-[(2,4-Diamino-pteridin-6-ylmethyl)-methyl-amino]-naphthalene-1-carbonyl}-amino)-pentanedioic acid",MCTP1,0.0,0.0,DNA,0.8327202200889587,1
458,"2-({4-[(2,4-Diamino-pteridin-6-ylmethyl)-methyl-amino]-naphthalene-1-carbonyl}-amino)-pentanedioic acid",IFI16,0.0,0.0,DNA,0.6459812521934509,1
459,"2-({4-[(2,4-Diamino-pteridin-6-ylmethyl)-methyl-amino]-naphthalene-1-carbonyl}-amino)-pentanedioic acid",PSMB8,0.0,0.0,DNA,0.47598394751548767,0
460,"2-({4-[(2,4-Diamino-pteridin-6-ylmethyl)-methyl-amino]-naphthalene-1-carbonyl}-amino)-pentanedioic acid",TMEM47,0.0,0.0,DNA,0.7926672697067261,1
461,Dexrazoxane,RPS4Y1,0.0,0.0,DNA,0.47984978556632996,0
462,Elesclomol,SLC38A5,0.0,0.0,Kinase,0.12131146341562271,0
463,Elesclomol,APBB1IP,0.0,0.0,Kinase,0.5296007394790649,1
464,Elesclomol,IGLV1-44,0.0,0.0,Kinase,0.01630336418747902,0
465,Dexrazoxane,APBB1IP,0.0,0.0,DNA,0.637191653251648,1
466,Elesclomol,RPS4Y1,0.0,1.0,Kinase,0.09485147148370743,0
467,9-Methoxycamptothecin,PFN2,0.0,0.0,DNA,0.8322798609733582,1
468,Spiromustine,SPP1,0.0,0.0,DNA,0.9015236496925354,1
469,Asaley,SLC43A3,0.0,0.0,DNA,0.9547521471977234,1
470,9-Methoxycamptothecin,AHNAK,0.0,0.0,DNA,0.9608979225158691,1
471,9-Methoxycamptothecin,CD24,0.0,0.0,DNA,0.4682016670703888,0
472,9-Methoxycamptothecin,PPIC,0.0,0.0,DNA,0.6619859337806702,1
473,Chlorozotocin,SDC4,0.0,0.0,DNA,0.7120016813278198,1
474,Chlorozotocin,RPL3,0.0,0.0,DNA,0.7517272233963013,1
475,Niclosamide,APBB1IP,0.0,0.0,Other,0.9826924800872803,1
476,Niclosamide,HMGCR,0.0,0.0,Other,0.9909164309501648,1
477,Chlorozotocin,PRDX1,0.0,0.0,DNA,0.06902515888214111,0
478,Niclosamide,SPP1,0.0,0.0,Other,0.9866717457771301,1
479,Niclosamide,BAX,0.0,1.0,Other,0.9724065661430359,1
480,"Benzofurazan, 4-(4-methyl-1-piperazinyl)-7-nitro-, 3-oxide",BST2,0.0,0.0,Other,0.7089210152626038,1
481,"Benzofurazan, 4-(4-methyl-1-piperazinyl)-7-nitro-, 3-oxide",SLC43A3,0.0,0.0,Other,0.434516966342926,0
482,"Benzofurazan, 4-(4-methyl-1-piperazinyl)-7-nitro-, 3-oxide",APBB1IP,0.0,0.0,Other,0.9910311698913574,1
483,"Benzofurazan, 4-(4-methyl-1-piperazinyl)-7-nitro-, 3-oxide",HMGCR,0.0,0.0,Other,0.9785974621772766,1
484,Tamoxifen citrate,IFI16,0.0,1.0,Ho,0.40603142976760864,0
485,"Benzofurazan, 4-(4-methyl-1-piperazinyl)-7-nitro-, 3-oxide",RPS4Y1,0.0,0.0,Other,0.9903557300567627,1
486,Tamoxifen citrate,PSMB8,0.0,0.0,Ho,0.0006544629577547312,0
487,Chlorozotocin,APP,0.0,0.0,DNA,0.6638466119766235,1
488,Diaziquone,RPS4Y1,0.0,0.0,DNA,0.497102826833725,0
489,Tamoxifen citrate,ADAMTS1,0.0,1.0,Ho,0.9770232439041138,1
490,Diaziquone,DDX3Y,0.0,0.0,DNA,0.430558979511261,0
491,Thiocolchicine,ABLIM1,0.0,0.0,TUBB,0.13335536420345306,0
492,Thiocolchicine,RRAS,0.0,0.0,TUBB,0.45270541310310364,0
493,Chlorozotocin,SGMS2,0.0,0.0,DNA,0.42947494983673096,0
494,Thiocolchicine,CD24,0.0,0.0,TUBB,0.1559223085641861,0
495,"2-[[4-[(2,4-Diamino-5-ethylquinazolin-6-yl)methylamino]benzoyl]amino]butanedioic acid",PTBP1,0.0,0.0,DNA,0.703430712223053,1
496,Thiocolchicine,TNFRSF10D,0.0,0.0,TUBB,0.14121472835540771,0
497,"Benzofurazan, 4-(4-methyl-1-piperazinyl)-7-nitro-, 3-oxide",ELOVL5,0.0,0.0,Other,0.18913531303405762,0
498,"Benzofurazan, 4-(4-methyl-1-piperazinyl)-7-nitro-, 3-oxide",SLC43A3,0.0,0.0,Other,0.434516966342926,0
499,"Benzofurazan, 4-(4-methyl-1-piperazinyl)-7-nitro-, 3-oxide",MIF,0.0,0.0,Other,0.06524199992418289,0
500,"Benzofurazan, 4-(4-methyl-1-piperazinyl)-7-nitro-, 3-oxide",ENDOD1,0.0,0.0,Other,0.3967050015926361,0
501,CO-Vidarabine,APP,0.0,1.0,DNA,0.9721673130989075,1
502,CO-Vidarabine,ARHGAP29,0.0,0.0,DNA,0.984560489654541,1
503,CO-Vidarabine,TNFRSF12A,0.0,0.0,DNA,0.968418538570404,1
504,CO-Vidarabine,SDC4,0.0,0.0,DNA,0.9966451525688171,1
505,Wortmannin,PIK3R1,1.0,1.0,Kinase,0.044375933706760406,0
506,Wortmannin,PIK3CA,1.0,1.0,Kinase,0.0005837311618961394,0
507,Wortmannin,PLK1,1.0,1.0,Kinase,0.013027072884142399,0
508,Diaziquone,APBB1IP,0.0,0.0,DNA,0.6822770833969116,1
509,CO-Vidarabine,TJP1,0.0,0.0,DNA,0.41097724437713623,0
510,Diaziquone,SPP1,0.0,0.0,DNA,0.007386347278952599,0
511,Diaziquone,HMGCR,0.0,0.0,DNA,0.7849708199501038,1
512,"2-[[4-[(2,4-Diamino-5-ethylquinazolin-6-yl)methylamino]benzoyl]amino]butanedioic acid",MIF,0.0,0.0,DNA,0.1700229048728943,0
513,Wortmannin,HMGCR,0.0,1.0,Kinase,0.6293651461601257,1
514,"2-[[4-[(2,4-Diamino-5-ethylquinazolin-6-yl)methylamino]benzoyl]amino]butanedioic acid",ELOVL5,0.0,0.0,DNA,0.6755629181861877,1
515,Sodium;2-[(2-phosphonoacetyl)amino]butanedioic acid,APBB1IP,0.0,0.0,DNA,0.4200286865234375,0
516,Sodium;2-[(2-phosphonoacetyl)amino]butanedioic acid,SPP1,0.0,0.0,DNA,0.03294442594051361,0
517,"2-[[4-[(2,4-Diamino-5-ethylquinazolin-6-yl)methylamino]benzoyl]amino]butanedioic acid",ENDOD1,0.0,0.0,DNA,0.8243685364723206,1
518,Sodium;2-[(2-phosphonoacetyl)amino]butanedioic acid,IFI16,0.0,0.0,DNA,0.19031141698360443,0
519,Wortmannin,APBB1IP,0.0,0.0,Kinase,0.47458451986312866,0
520,Sodium;2-[(2-phosphonoacetyl)amino]butanedioic acid,FN1,0.0,0.0,DNA,0.9786565899848938,1
521,Carboplatin,IGLV1-44,0.0,0.0,DNA,0.002909224946051836,0
522,Carboplatin,IGLC1,0.0,0.0,DNA,0.0029665865004062653,0
523,Thiocolchicine,LSR,0.0,0.0,TUBB,0.7920690178871155,1
524,Carboplatin,PLS3,0.0,0.0,DNA,0.018727878108620644,0
525,N-Trifluoroacetyladriamycin-14-valerate,ITGB3,0.0,0.0,DNA,0.9122520089149475,1
526,N-Trifluoroacetyladriamycin-14-valerate,ZBTB38,0.0,0.0,DNA,0.9603684544563293,1
527,Carboplatin,IL6ST,0.0,0.0,DNA,0.6460208296775818,1
528,Carboplatin,CAV1,0.0,1.0,DNA,0.010232391767203808,0
529,Amsacrine,TOP2A,1.0,1.0,DNA,0.07684186100959778,0
530,7-Chlorocamptothecin,APBB1IP,0.0,0.0,DNA,0.9144706130027771,1
531,N-Trifluoroacetyladriamycin-14-valerate,MCTP1,0.0,0.0,DNA,0.9312267899513245,1
532,N-Trifluoroacetyladriamycin-14-valerate,EPAS1,0.0,0.0,DNA,0.5307891964912415,1
533,7-Chlorocamptothecin,SPP1,0.0,0.0,DNA,0.9773339629173279,1
534,7-Chlorocamptothecin,DDX3Y,0.0,0.0,DNA,0.863351047039032,1
535,7-Chlorocamptothecin,RPS4Y1,0.0,0.0,DNA,0.9765661954879761,1
536,Amsacrine,ARHGAP29,0.0,0.0,DNA,0.9825870394706726,1
537,Amsacrine,APP,0.0,1.0,DNA,0.8228510022163391,1
538,Amsacrine,TNFRSF12A,0.0,0.0,DNA,0.9983837604522705,1
539,N-Trifluoroacetyladriamycin-14-valerate,VEGFC,0.0,0.0,DNA,0.6979488134384155,1
540,C.I. Natural Red 20,LITAF,0.0,0.0,Other,0.9390555620193481,1
541,C.I. Natural Red 20,TMEM47,0.0,0.0,Other,0.41079965233802795,0
542,C.I. Natural Red 20,IFI16,0.0,0.0,Other,0.2359534054994583,0
543,"[(4E,6Z)-19-amino-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",FXYD5,0.0,0.0,HSP90,0.9194257855415344,1
544,"9-acetyl-7-(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy-6,9,11-trihydroxy-8,10-dihydro-7H-tetracene-5,12-dione",SLC43A3,0.0,0.0,DNA,0.13082699477672577,0
545,"9-acetyl-7-(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy-6,9,11-trihydroxy-8,10-dihydro-7H-tetracene-5,12-dione",SPP1,0.0,0.0,DNA,0.10739276558160782,0
546,"[(4E,6Z)-19-amino-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",BAX,0.0,0.0,HSP90,0.9977080821990967,1
547,ab-Dichloro-ce-dihydroxy-df-bis(isopropylamine)platinum,IGLC1,0.0,0.0,DNA,0.02928219363093376,0
548,ab-Dichloro-ce-dihydroxy-df-bis(isopropylamine)platinum,APBB1IP,0.0,0.0,DNA,0.025353165343403816,0
549,ab-Dichloro-ce-dihydroxy-df-bis(isopropylamine)platinum,IGLV1-44,0.0,0.0,DNA,0.03946371003985405,0
550,Adriblastin,HMGCR,0.0,1.0,DNA,0.8455913662910461,1
551,Adriblastin,BAX,0.0,1.0,DNA,0.38102948665618896,0
552,Adriblastin,FXYD5,0.0,1.0,DNA,0.0002870286116376519,0
553,Elliptinium acetate,SLC43A3,0.0,0.0,DNA,0.8963246941566467,1
554,"[(4E,6Z)-19-amino-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",HMGCR,0.0,0.0,HSP90,0.9492303729057312,1
555,C.I. Natural Red 20,SPP1,0.0,0.0,Other,0.05671984329819679,0
556,Elliptinium acetate,HMGCR,0.0,0.0,DNA,0.7883978486061096,1
557,"9-acetyl-7-(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy-6,9,11-trihydroxy-8,10-dihydro-7H-tetracene-5,12-dione",HMGCR,0.0,0.0,DNA,0.8778602480888367,1
558,"[(4E,6Z)-19-amino-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",CDK1,0.0,0.0,HSP90,0.21010692417621613,0
559,Elliptinium acetate,BAX,0.0,0.0,DNA,0.9674443006515503,1
560,Amsacrine,SDC4,0.0,0.0,DNA,0.9870303273200989,1
561,Elliptinium acetate,APBB1IP,0.0,0.0,DNA,0.9327524900436401,1
562,"9-acetyl-7-(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy-6,9,11-trihydroxy-8,10-dihydro-7H-tetracene-5,12-dione",BAX,0.0,0.0,DNA,0.7975832223892212,1
563,"NSC 26480 (5,6-dihydro-5-azacytidine)",APBB1IP,0.0,0.0,Methylation,0.25851795077323914,0
564,"NSC 26480 (5,6-dihydro-5-azacytidine)",SLC43A3,0.0,0.0,Methylation,0.045464858412742615,0
565,"NSC 26480 (5,6-dihydro-5-azacytidine)",RPS4Y1,0.0,0.0,Methylation,0.04824751242995262,0
566,Eloxatin (TN) (Sanofi Synthelab),IGLC1,0.0,0.0,DNA,0.17119885981082916,0
