Drug,Cell
BAY-MPS-combo-1 (paclitaxel 5 uM),G-MEL
Apitolisib,NCI-H1648
QL-X-138,RL
Tozasertib,RS4-11
Ispinesib Mesylate,SK-N-SH
CAY10603,5637
Ispinesib Mesylate,MLMA
GSK1059615,NB10
Sepantronium bromide,NCI-N87
Rapamycin,JM1
Omipalisib,MOLM-13
GSK1059615,A101D
GSK269962A_127,GI-ME-N
BAY-MPS-combo-1 (paclitaxel 5 uM),A673
Sepantronium bromide,RT-112
Torin 2,KYSE-410
Lapatinib,A388
TW 37,GCT
CUDC-101,A673
Torin 2,YH-13
Tanespimycin,SBC-3
Torin 2,HEC-1
AR-42,OPM-2
JW-7-24-1,NCI-H647
Torin 2,BHY
NSC319726,RC-K8
TW 37,KYSE-410
AZD8055,COLO-684
Doxorubicin_1386,LU-134-A
Torin 2,TGBC11TKB
Vinblastine,PCI-38
AR-42,SUIT-2
Belinostat,Daudi
JW-7-24-1,SK-MM-2
TW 37,SU-DHL-5
Omipalisib,OCI-AML5
BMS-754807,BC-1
Methotrexate,ARH-77
Docetaxel,PANC-10-05
AR-42,SBC-1
JW-7-24-1,P32-ISH
QL-X-138,ALL-PO
Doxorubicin_1386,no-11
Torin 2,JHOS-4
Bleomycin (50 uM),NCI-H647
IOX2,HCC1428
Torin 2,TC-71
Shikonin,JIMT-1
CGP-60474,A101D
Tanespimycin,DK-MG
Omipalisib,EW-13
Tanespimycin,KU812
CD532,JHOS-4
Afatinib_1032,ZR-75-30
Torin 2,SBC-3
Entinostat,DEL
Afatinib_1032,JHU-022
PHA-793887,KCL-22
IOX2,HC-1
Doxorubicin_1386,HCC1187
Tivozanib,HCT-116
TW 37,RH-41
CAY10603,NCI-H1944
GSK1059615,GCIY
BAY-MPS-combo-1 (paclitaxel 5 uM),HMV-II
AZD6482_156,G-MEL
TW 37,Hs-940-T
Doxorubicin_1386,P32-ISH
GSK1059615,RH-41
AR-42,ME-180
Ponatinib,MFE-296
Docetaxel,KU812
TW 37,23132-87
Ispinesib Mesylate,MKN45
CD532,U-2-OS
BAY-MPS-combo-1 (paclitaxel 5 uM),GI-ME-N
Obatoclax Mesylate,IA-LM
WYE-125132,KMOE-2
Doxorubicin_1386,MFE-296
CUDC-101,HOP-62
Pevonedistat,SNG-M
WYE-125132,HCC1954
BAY-MPS-combo 2 (paclitaxel 1 uM),PCI-38
Cytarabine,WIL2-NS
Ispinesib Mesylate,K2
CUDC-101,RPMI-8226
Torin 2,KARPAS-299
Torin 2,EHEB
Cytarabine,KELLY
Pevonedistat,HCC1187
GSK1059615,COLO-684
Omipalisib,SLVL
Enzastaurin,DSH1
I-BET-762,OCI-AML3
NSC319726,BC-1
Etoposide,OCI-LY-19
Pevonedistat,DJM-1
TW 37,PA-1
Obatoclax Mesylate,TOV-112D
BMS-536924_1091,CHP-212
Ponatinib,PCI-6A
Pevonedistat,OCI-AML2
GSK1059615,BHT-101
Sepantronium bromide,A3-KAW
BMS-754807,VCaP
BAY-61-3606,GCT
Bleomycin,ETK-1
IMD-0354,LB771-HNC
PHA-793887,PA-1
PI-103,Farage
Doxorubicin_1386,QIMR-WIL
Cytarabine,K2
PI-103,ME-180
Docetaxel,YH-13
AR-42,ALL-PO
CD532,EW-13
Vinblastine,P30-OHK
Obatoclax Mesylate,HCC202
PI-103,HCT-15
BMS-754807,A375
Cytarabine,HA7-RCC
ZSTK474,SK-N-AS
BAY-MPS-combo 2 (paclitaxel 1 uM),DJM-1
Methotrexate,U031
Refametinib_1526,HCT-116
TW 37,FADU
CAY10603,EVSA-T
MK-2206,ME-180
TW 37,CGTH-W-1
AT-7519,HCC70
A-770041,MLMA
CUDC-101,SK-MG-1
Methotrexate,CML-T1
AT-7519,SNG-M
(5Z)-7-Oxozeaenol,P30-OHK
IOX2,L-540
Vinblastine,NCI-H1963
Torin 2,NCI-H23
AR-42,GCIY
Obatoclax Mesylate,HOP-62
IOX2,KP-1N
Bleomycin,SCC-25
Bleomycin (50 uM),PWR-1E
Sunitinib,TE-12
Omipalisib,TE-441-T
AR-42,OAW-28
Ponatinib,A3-KAW
Vinblastine,HSC-2
Bleomycin,RPMI-6666
Belinostat,SK-MEL-30
NSC319726,CHP-134
Omipalisib,JIMT-1
Methotrexate,HCC1187
Methotrexate,EVSA-T
Ponatinib,D-392MG
Doxorubicin_1386,PCI-30
NSC319726,C3A
BAY-61-3606,SU-DHL-5
Omipalisib,ES5
AZD6738,PCI-6A
Cisplatin_1496,HSC-3
Vinblastine,JM1
TW 37,LB771-HNC
Torin 2,U031
Apitolisib,TGBC24TKB
PHA-793887,NB7
Doxorubicin_1386,GI-ME-N
BAY-MPS-combo 2 (paclitaxel 1 uM),BV-173
Quizartinib,HCC2157
CUDC-101,QGP-1
Cabozantinib,JURL-MK1
Tipifarnib,HCC2157
GSK690693,ME-180
Torin 2,NCI-H1944
WYE-125132,MDA-MB-468
CGP-60474,GI-ME-N
Ispinesib Mesylate,BHT-101
ZSTK474,D-423MG
TW 37,A673
Afatinib_1032,NUGC-4
Vinblastine,ROS-50
Shikonin,DB
TW 37,NCI-H1869
Doxorubicin_1386,KYSE-50
Refametinib_1014,SK-MEL-5
Shikonin,SNU-423
Apitolisib,HCC1954
Doxorubicin_1386,RCC-AB
Sepantronium bromide,Hs-940-T
Afatinib_1032,RF-48
AST-1306,BHY
IMD-0354,HC-1
PI-103,KYSE-450
Omipalisib,NB7
Torin 2,SW156
Obatoclax Mesylate,NCI-H446
Omipalisib,PC-14
Omipalisib,OCI-AML2
QL-X-138,RPMI-6666
Docetaxel,BFTC-905
Sepantronium bromide,ARH-77
GSK1059615,SKN
Refametinib_1014,SNU-C1
IOX2,PA-TU-8988T
CUDC-101,KU812
PI-103,HH
Shikonin,MDA-MB-468
Ponatinib,TOV-112D
Sorafenib,OCI-AML5
Cytarabine,MDA-MB-468
CGP-60474,U-698-M
AR-42,KELLY
GSK650394,BFTC-905
TW 37,NCI-H929
AZD6482_156,GA-10
Shikonin,SCC-4
Vinblastine,LC-1-sq
I-BET-151,BFTC-905
Tozasertib,HCC1599
Torin 2,OE33
Tivozanib,NB17
Apitolisib,HCC70
GSK1059615,SK-MEL-24
Tipifarnib,IA-LM
Torin 2,ST486
Doxorubicin_1386,TCCSUP
Omipalisib,NCI-H1648
Omipalisib,A3-KAW
Obatoclax Mesylate,HuP-T3
VX-702,MOLT-13
PI-103,CGTH-W-1
TW 37,A549
LDN-193189,MOLT-13
I-BET-151,PCI-38
Vinblastine,PANC-10-05
NSC319726,L-540
Obatoclax Mesylate,ESS-1
QL-X-138,DK-MG
Methotrexate,MHH-NB-11
AR-42,PANC-10-05
Ponatinib,QIMR-WIL
Talazoparib,NB10
CUDC-101,Ramos-2G6-4C10
AZD6094,EBC-1
Vinblastine,CP66-MEL
Methotrexate,SK-MM-2
Doxorubicin_1386,MDA-MB-453
Apitolisib,RPMI-6666
NSC319726,IMR-5
BAY-MPS-combo 2 (paclitaxel 1 uM),H9
Doxorubicin_1386,BHY
Apitolisib,Hs-445
IMD-0354,BV-173
CUDC-101,ME-180
Vinblastine,MDA-MB-330
Doxorubicin_1386,JVM-3
AT-7519,Farage
Belinostat,RCC-MF
Rapamycin,DMS-79
Obatoclax Mesylate,COR-L23
AT-7519,SCC-9
Torin 2,K5
Apitolisib,AM-38
IMD-0354,SK-MEL-24
Pevonedistat,ETK-1
WYE-125132,HC-1
NSC319726,SU-DHL-16
Refametinib_1526,NUGC-4
Vinblastine,SK-MEL-3
Rapamycin,RPMI-8226
CUDC-101,HC-1
Etoposide,DJM-1
Tanespimycin,OVCA420
Tanespimycin,MPP-89
Tivozanib,P32-ISH
AZD8055,OCI-M1
torin2,ESS-1
NSC319726,Detroit562
TW 37,MZ2-MEL
GSK1059615,NCI-H1048
Vinblastine,HCC70
Bleomycin (50 uM),GCT
BAY-MPS-combo 2 (paclitaxel 1 uM),HCC1187
Shikonin,HMV-II
Rapamycin,KNS-42
IOX2,JM1
Etoposide,D-423MG
Docetaxel,SISO
Doxorubicin_1386,DMS-53
CGP-60474,SK-MM-2
Vinblastine,SW780
Ispinesib Mesylate,IMR-5
CUDC-101,EM-2
I-BET-151,BHT-101
GSK1059615,BFTC-905
Ispinesib Mesylate,ALL-PO
PIK-93,P30-OHK
Rapamycin,OCI-LY-19
Cytarabine,KYSE-450
CUDC-101,OE33
Refametinib_1526,SUIT-2
Ispinesib Mesylate,MDA-MB-231
Cytarabine,RS4-11
Tozasertib,MFH-ino
Cytarabine,OC-314
Ispinesib Mesylate,SW1710
Sepantronium bromide,NCI-H1944
Ispinesib Mesylate,RL
Ispinesib Mesylate,HCC1395
WYE-125132,SK-MEL-5
JW-7-24-1,RCC-MF
GSK1059615,CP50-MEL-B
QL-X-138,SBC-3
AR-42,EW-16
CGP-60474,Hs-445
Vinblastine,SK-MEL-1
Vinblastine,AM-38
IMD-0354,BE-13
Shikonin,OVCAR-3
Tanespimycin,KP-3
Refametinib_1014,RCM-1
CUDC-101,HMV-II
Omipalisib,LU-134-A
BMS-754807,EBC-1
Torin 2,KURAMOCHI
Ponatinib,SW1417
Etoposide,BC-1
Etoposide,DEL
AZD8055,SK-MG-1
AT7867,IMR-5
TW 37,CRO-AP2
BAY-MPS-combo 2 (paclitaxel 1 uM),OSC-19
PI-103,KYSE-220
NSC319726,AU565
Tozasertib,OCI-LY-19
TW 37,ARH-77
Tanespimycin,DSH1
AZD8055,KYSE-450
Vinblastine,CAL-85-1
Vinblastine,SW13
Doxorubicin_1386,KYSE-450
AR-42,HCT-116
AT-7519,U251
Docetaxel,LB2518-MEL
torin2,KURAMOCHI
(5Z)-7-Oxozeaenol,HOP-92
BMS-754807,SW962
Tivozanib,JM1
Doxorubicin_1386,RMG-I
Obatoclax Mesylate,IMR-5
IMD-0354,KYSE-450
AR-42,COLO-205
TW 37,SCH
Ponatinib,MFH-ino
Torin 2,CHP-134
QL-X-138,EPLC-272H
QL-X-138,DMS-273
PHA-793887,JM1
TW 37,EN
Tivozanib,YH-13
WH-4-023,Farage
Talazoparib,CAL-33
TW 37,TCCSUP
Quizartinib,ALL-PO
Bleomycin,IMR-5
Apitolisib,SW962
TW 37,MHH-CALL-2
(5Z)-7-Oxozeaenol,YH-13
Bleomycin,RS4-11
Tanespimycin,CP50-MEL-B
Methotrexate,HH
NSC319726,COLO-684
Docetaxel,RF-48
Docetaxel,KYSE-410
Omipalisib,Detroit562
NSC319726,NB7
BAY-MPS-combo 2 (paclitaxel 1 uM),769-P
JQ12,EW-16
Tanespimycin,L-540
Methotrexate,OE33
Bleomycin,LB2241-RCC
Vinblastine,MHH-CALL-2
Doxorubicin_1386,LN-18
Tanespimycin,NCI-H1975
BAY-MPS-combo-1 (paclitaxel 5 uM),NCI-H446
Cytarabine,GI-1
Cabozantinib,SU-DHL-16
AZD8055,BE2-M17
Doxorubicin_1386,KP-2
Docetaxel,IMR-5
TW 37,TGW
Ispinesib Mesylate,HSC-3
Obatoclax Mesylate,SK-MES-1
CGP-60474,NCI-H209
BAY-MPS-combo 2 (paclitaxel 1 uM),SW982
PIK-93,ST486
LDN-193189,ETK-1
Cytarabine,MOG-G-UVW
Doxorubicin_1386,BV-173
Vinblastine,HCT-15
Tanespimycin,MFE-319
Obatoclax Mesylate,LB2518-MEL
GSK1059615,RCC-AB
Omipalisib,HEC-1
Rapamycin,NCI-H211
BAY-MPS-combo-1 (paclitaxel 5 uM),SNG-M
TW 37,FTC-133
Doxorubicin_1386,DAN-G
GSK1059615,MZ2-MEL
UNC0642,U031
I-BET-151,ME-180
NSC319726,LB1047-RCC
Belinostat,COR-L23
Doxorubicin_1386,HOP-62
HG-5-88-01,NCI-H929
Doxorubicin_1386,SW780
AZD8055,P30-OHK
IOX2,G-MEL
Vinblastine,OCI-AML2
ZSTK474,HCC1187
CAY10603,HH
JQ12,BC-1
Omipalisib,H4
Apitolisib,RPMI-8226
Tipifarnib,KYSE-270
AZD8931,BHY
Refametinib_1526,KU812
Belinostat,MOLM-13
BAY-MPS-combo 2 (paclitaxel 1 uM),MOG-G-UVW
Shikonin,COLO-680N
Omipalisib,FADU
WYE-125132,GCT
Apitolisib,AN3-CA
AZD6482_156,SCC-9
CD532,MHH-NB-11
Belinostat,OCI-AML5
Omipalisib,UM-UC-3
Tanespimycin,U-87-MG
NSC319726,MOLM-13
WYE-125132,RPMI-6666
IOX2,UM-UC-3
Methotrexate,QIMR-WIL
Shikonin,OV-90
Talazoparib,BL-41
Methotrexate,RPMI-6666
Vinblastine,MFE-296
Doxorubicin_1386,NCI-H1048
CUDC-101,KURAMOCHI
NSC319726,OE19
Tozasertib,JM1
Torin 2,NCI-H661
Doxorubicin_1386,TE-4
IMD-0354,NB7
NSC319726,SU8686
Pevonedistat,ME-180
AZD8055,OV-90
Tipifarnib,KS-1
Sepantronium bromide,OAW-28
Sepantronium bromide,CP50-MEL-B
CUDC-101,JHU-022
Tanespimycin,BB65-RCC
GSK1059615,Mewo
Ruxolitinib,A3-KAW
IMD-0354,NB(TU)1-10
Methotrexate,PCI-38
Ispinesib Mesylate,KYSE-70
CD532,BV-173
BAY-61-3606,ST486
AT-7519,LP-1
AR-42,OCUB-M
Dasatinib,SW982
AZD8931,TE-15
Apitolisib,QIMR-WIL
Ispinesib Mesylate,PA-1
Cytarabine,CGTH-W-1
AZD8055,PCI-38
AZD8055,BHT-101
Omipalisib,TE-6
CUDC-101,OCI-AML5
Vinblastine,QIMR-WIL
Rapamycin,LP-1
IOX2,MS-1
BMS-754807,AN3-CA
Docetaxel,KP-1N
JW-7-24-1,RPMI-8226
Shikonin,A2058
Tipifarnib,SNG-M
CUDC-101,SCC-4
JQ12,MDA-MB-330
AZD6738,A3-KAW
JQ12,CGTH-W-1
Methotrexate,SCH
Omipalisib,SK-MM-2
TW 37,ALL-PO
Etoposide,SU-DHL-5
GSK1059615,OCI-LY-19
(5Z)-7-Oxozeaenol,MOG-G-UVW
PI-103,PANC-10-05
Vinblastine,IA-LM
NSC319726,EM-2
Omipalisib,TE-4
GSK690693,COR-L311
Cytarabine,SAS
Omipalisib,ROS-50
BAY-MPS-combo-1 (paclitaxel 5 uM),769-P
JW-7-24-1,QIMR-WIL
Belinostat,KU812
Ispinesib Mesylate,HCC202
Torin 2,OCI-M1
Doxorubicin_1386,CPC-N
AZD8055,RCC-ER
NSC319726,OC-314
Tivozanib,SNU-423
Tivozanib,Daudi
Obatoclax Mesylate,SK-MEL-24
Sepantronium bromide,SK-MM-2
QL-X-138,SU-DHL-16
NSC319726,QGP-1
Tanespimycin,NCI-H1793
Omipalisib,CGTH-W-1
NSC319726,RT4
Sepantronium bromide,SK-LU-1
Vinblastine,NCI-H196
Cytarabine,MEL-JUSO
CAY10603,MS-1
ZSTK474,SU-DHL-5
ZSTK474,NCI-H1648
GSK1059615,OCI-AML3
WYE-125132,MOLP-8
NSC319726,SW1417
Obatoclax Mesylate,BV-173
(5Z)-7-Oxozeaenol,HMV-II
Tipifarnib,SK-ES-1
Cytarabine,SISO
Pevonedistat,KU812
A-770041,Daudi
IOX2,Farage
AZD8055,LB1047-RCC
Pevonedistat,BV-173
Omipalisib,OCI-AML3
GSK1059615,NB(TU)1-10
Obatoclax Mesylate,A3-KAW
WYE-125132,Hs-578-T
Omipalisib,ETK-1
Omipalisib,WIL2-NS
BMS-754807,SK-MM-2
Belinostat,VCaP
WYE-125132,DND-41
Doxorubicin_1386,D-392MG
Shikonin,SISO
IMD-0354,MZ1-PC
CD532,THP-1
Sepantronium bromide,LB2241-RCC
Apitolisib,SKN
GSK1059615,MEL-JUSO
BAY-MPS-combo 2 (paclitaxel 1 uM),NCI-H929
BAY-MPS-combo 2 (paclitaxel 1 uM),SW780
Shikonin,OCI-LY-19
Refametinib_1526,CP66-MEL
NSC319726,WIL2-NS
BAY-MPS-combo-1 (paclitaxel 5 uM),EBC-1
NSC319726,NCI-H2170
Afatinib_1032,CAL-33
Ispinesib Mesylate,23132-87
Doxorubicin_1386,JHOS-4
Ispinesib Mesylate,SLVL
CUDC-101,DB
CAY10603,BHT-101
BAY-MPS-combo-1 (paclitaxel 5 uM),PEO1
TW 37,AMO-1
Ispinesib Mesylate,KYSE-410
NSC319726,CAL-33
NSC319726,L-1236
IOX2,NCI-H929
Docetaxel,5637
Torin 2,Mewo
JQ12,IGR-37
Belinostat,RCC-AB
Tanespimycin,no-11
CGP-60474,U-266
Docetaxel,CAL-72
Sepantronium bromide,ES5
Pevonedistat,NCI-H2030
Ispinesib Mesylate,ESS-1
Omipalisib,HT-1197
NSC319726,SW982
AR-42,SK-N-SH
Pevonedistat,JVM-3
Cisplatin_1496,BHT-101
AR-42,AU565
Apitolisib,MZ7-mel
Obatoclax Mesylate,H9
JW-7-24-1,D-247MG
CD532,KELLY
Ispinesib Mesylate,MHH-PREB-1
torin2,TE-4
Omipalisib,KP-3
Obatoclax Mesylate,NCI-H650
Torin 2,SK-MEL-30
Docetaxel,MDA-MB-468
CGP-60474,GAK
Omipalisib,FTC-133
CD532,UMC-11
Ponatinib,NCI-H64
AZD6738,KCL-22
Shikonin,HT-3
Vinblastine,NB1
Doxorubicin_1386,OAW-28
Ponatinib,L-540
Shikonin,NCI-H2342
Ispinesib Mesylate,MOG-G-UVW
NSC319726,KCL-22
Torin 2,H9
Methotrexate,TOV-112D
Vinblastine,RCM-1
WYE-125132,ME-180
AZD8055,ST486
Ispinesib Mesylate,OVCAR-5
CAY10603,SK-ES-1
I-BET-762,P30-OHK
AST-1306,SK-N-SH
Sepantronium bromide,KS-1
TW 37,DJM-1
Doxorubicin_1386,SK-MEL-24
(5Z)-7-Oxozeaenol,OVCAR-5
Docetaxel,EN
Torin 2,SK-MM-2
CGP-60474,SLVL
NSC319726,PEO1
TW 37,NCI-H661
Doxorubicin_1386,NB1
Docetaxel,NCI-H727
Tivozanib,KU812
Ispinesib Mesylate,MZ1-PC
TW 37,NCI-H2009
torin2,RCC-ER
NSC319726,SU-DHL-5
HG-5-88-01,TC-71
PI-103,HCC2157
Pevonedistat,HSC-2
AR-42,MOLP-8
CUDC-101,SK-N-AS
VX-11e,SK-MEL-30
Cytarabine,CRO-AP2
Doxorubicin_1386,SCC-25
Omipalisib,SU-DHL-5
WYE-125132,OCUB-M
Shikonin,RT-112
Vinblastine,no-11
Sepantronium bromide,HuP-T3
Obatoclax Mesylate,SNG-M
AR-42,SNU-C2B
Sepantronium bromide,HCC1187
WYE-125132,QIMR-WIL
Docetaxel,LU-139
XMD13-2,BL-41
AR-42,NKM-1
Tozasertib,MOLM-13
JW-7-24-1,LP-1
Docetaxel,NB(TU)1-10
Tanespimycin,SU8686
Etoposide,OCI-AML2
Docetaxel,L-540
WYE-125132,SCC-9
Torin 2,SW13
Vinblastine,MOLT-13
NSC319726,ETK-1
GSK1059615,PA-1
Sepantronium bromide,YAPC
QL-X-138,HH
Rapamycin,COLO-800
WYE-125132,K5
GSK1059615,JHOS-4
PI-103,NCI-H647
Refametinib_1526,D-263MG
CUDC-101,UACC-257
CAY10603,IMR-5
GSK1059615,HMV-II
Vinblastine,NCI-H82
BMS-536924_1091,NCI-H716
CUDC-101,COLO-684
Pevonedistat,SW13
Doxorubicin_1386,KM-H2
Shikonin,KS-1
Bleomycin,MFE-296
PI-103,NCI-H446
Refametinib_1014,MZ7-mel
Torin 2,RS4-11
BAY-MPS-combo 2 (paclitaxel 1 uM),SK-MEL-30
Omipalisib,HSC-3
CUDC-101,L-1236
Docetaxel,SCC-9
CAY10603,BC-1
JW-7-24-1,NAMALWA
CD532,SU-DHL-5
Doxorubicin_1386,SKN
AR-42,MHH-NB-11
Obatoclax Mesylate,D-542MG
AR-42,ES6
CAY10603,HC-1
Torin 2,NCI-H446
CGP-60474,NKM-1
Obatoclax Mesylate,Saos-2
Pevonedistat,D-263MG
Entinostat,ARH-77
BAY-MPS-combo 2 (paclitaxel 1 uM),OCUB-M
Cytarabine,NCI-H2030
Torin 2,BHT-101
Docetaxel,BT-483
Obatoclax Mesylate,KYSE-270
Vinblastine,SW756
Vinblastine,CGTH-W-1
NSC319726,SNU-C2B
Bleomycin,PANC-10-05
NSC319726,RERF-LC-MS
GSK1059615,CHP-212
NSC319726,EBC-1
ZSTK474,EVSA-T
AR-42,OCI-AML5
AST-1306,TE-15
CAY10603,EPLC-272H
Vinblastine,L-540
PI-103,PA-1
Obatoclax Mesylate,IGR-37
Methotrexate,DB
Docetaxel,H9
Methotrexate,PA-1
Belinostat,HT-1197
Obatoclax Mesylate,Ramos-2G6-4C10
Torin 2,BFTC-905
AZD8055,SK-MEL-5
Doxorubicin_1386,SNG-M
ZSTK474,SW626
Refametinib_1014,COLO-205
TW 37,HCC1187
Bleomycin,MKN28
AR-42,MDA-MB-330
BAY-MPS-combo 2 (paclitaxel 1 uM),MKN45
Tozasertib,HT-144
GSK1059615,LB831-BLC
BAY-61-3606,MOLM-13
Cytarabine,HOP-92
BAY-MPS-combo-1 (paclitaxel 5 uM),OC-314
WYE-125132,NCI-H1793
IOX2,A2058
AZD8055,TC-71
PI-103,NCI-H1975
NSC319726,SBC-3
Sepantronium bromide,BT-483
Rapamycin,NAMALWA
Torin 2,SISO
Doxorubicin_1386,NKM-1
AR-42,HEC-1
PI-103,ES8
Sepantronium bromide,HOP-92
Vinblastine,MFH-ino
Ispinesib Mesylate,NCI-H1573
Ispinesib Mesylate,NUGC-4
Belinostat,MZ7-mel
Cytarabine,D-247MG
Obatoclax Mesylate,HOP-92
Belinostat,NUGC-4
Apitolisib,MDA-MB-453
Dasatinib,ETK-1
NSC319726,GAK
IMD-0354,AU565
WYE-125132,DSH1
PI-103,MS-1
Tanespimycin,GAK
TW 37,SK-LU-1
Omipalisib,23132-87
Ponatinib,Daudi
GSK690693,DMS-273
Vinblastine,OCI-M1
Doxorubicin_1386,NCI-H2085
Doxorubicin_1386,SU-DHL-5
Tanespimycin,MDA-MB-330
TW 37,ASH-3
NSC319726,A172
Tanespimycin,MDA-MB-453
Ispinesib Mesylate,SK-MEL-5
Ponatinib,CAL-85-1
I-BET-151,JM1
Methotrexate,SISO
Vinblastine,RKN
torin2,CL-11
CUDC-101,P30-OHK
Bleomycin,DEL
Omipalisib,DMS-79
AR-42,JURL-MK1
BAY-MPS-combo-1 (paclitaxel 5 uM),PCI-6A
CD532,NCI-H835
Rapamycin,ETK-1
AZD8835,P30-OHK
Docetaxel,A253
Shikonin,SF539
Talazoparib,NCI-H1781
Vinblastine,UMC-11
QL-X-138,SNG-M
Methotrexate,LC-1-sq
CD532,SCC-9
BMS-754807,HSC-3
CUDC-101,EMC-BAC-1
Tanespimycin,NCI-N87
Etoposide,U251
Omipalisib,ESS-1
Vinblastine,OE33
Torin 2,OE19
Omipalisib,BFTC-905
Shikonin,MCF7
Ispinesib Mesylate,SKN
Torin 2,CP50-MEL-B
Dabrafenib,UACC-257
Torin 2,MZ2-MEL
Bleomycin,NCI-H2023
Omipalisib,OVCAR-5
TW 37,JVM-2
Refametinib_1526,WM278
AT-7519,RPMI-8226
IMD-0354,KELLY
IOX2,CP50-MEL-B
Apitolisib,EW-16
Belinostat,NCI-H661
AR-42,NCI-H647
Docetaxel,NB1
Docetaxel,K5
Vinblastine,RL
Doxorubicin_1386,UMC-11
Omipalisib,HCC1954
Ispinesib Mesylate,SW626
Shikonin,HCT-116
Methotrexate,KYSE-450
Doxorubicin_1386,ESS-1
Docetaxel,HAL-01
FH535,NCI-H2170
Tanespimycin,HuP-T3
LCL161,MDA-MB-231
Dasatinib,HOP-62
AS605240,OCI-AML2
Ispinesib Mesylate,FADU
PI-103,AMO-1
Docetaxel,SNU-C2B
Ispinesib Mesylate,BFTC-905
I-BET-151,BL-41
Dabrafenib,RCC-AB
Methotrexate,NKM-1
IMD-0354,BL-41
LCL161,GCT
LDN-193189,SU-DHL-10
Sepantronium bromide,OCI-AML5
Vinblastine,EVSA-T
IMD-0354,KCL-22
AZD8931,HSC-3
AST-1306,NCI-H1781
Tanespimycin,NCI-H650
Refametinib_1014,MFH-ino
Methotrexate,NCI-H211
CUDC-101,D-542MG
AR-42,EBC-1
Omipalisib,SW13
PI-103,VCaP
Omipalisib,NB(TU)1-10
Apitolisib,SU-DHL-5
Sepantronium bromide,D-247MG
CUDC-101,BE2-M17
Ispinesib Mesylate,HA7-RCC
BAY-MPS-combo 2 (paclitaxel 1 uM),NCI-H2030
NSC319726,LS-180
TW 37,EPLC-272H
Doxorubicin_1386,SK-MEL-2
WH-4-023,EM-2
Methotrexate,KMS-11
IOX2,ES8
Bleomycin,TOV-112D
Ispinesib Mesylate,HOP-62
Omipalisib,5637
Belinostat,5637
PI-103,OCI-AML3
CUDC-101,OCI-AML3
AR-42,MHH-PREB-1
GSK1059615,PC-3
TW 37,D-423MG
NSC319726,DMS-53
BAY-MPS-combo 2 (paclitaxel 1 uM),D-263MG
Torin 2,EW-13
AZD8055,OVCAR-5
Torin 2,NCI-H835
Torin 2,OVISE
Doxorubicin_1386,BHT-101
Omipalisib,HCC1187
Belinostat,SU-DHL-10
BAY-MPS-combo-1 (paclitaxel 5 uM),NCI-H2030
AZD8055,SBC-1
ZSTK474,AM-38
CUDC-101,MOG-G-UVW
NSC319726,EN
NSC319726,ALL-PO
Pevonedistat,KS-1
CAY10603,RS4-11
GSK1059615,A375
Cytarabine,RH-41
Obatoclax Mesylate,AN3-CA
I-BET-151,OCI-AML3
Doxorubicin_1386,EPLC-272H
Torin 2,SU-DHL-5
Omipalisib,P32-ISH
CAY10603,SNU-423
Sepantronium bromide,OE19
Sepantronium bromide,NCI-H1781
Ispinesib Mesylate,HSC-2
Enzastaurin,CHP-212
AST-1306,A375
Dasatinib,TE-6
Vinblastine,HH
PIK-93,SU-DHL-16
I-BET-151,PA-TU-8988T
Belinostat,HCC202
Cytarabine,SW756
Vinblastine,NCI-N87
IOX2,BL-41
Tanespimycin,LB2518-MEL
BAY-MPS-combo 2 (paclitaxel 1 uM),MEL-JUSO
Omipalisib,EW-16
JQ12,OE33
Tanespimycin,HOP-62
IOX2,RKN
CAY10603,LB1047-RCC
Cytarabine,JEG-3
Pevonedistat,NCI-H23
Omipalisib,PA-1
QL-X-138,QIMR-WIL
Belinostat,NAMALWA
Rapamycin,A101D
Sepantronium bromide,SK-MEL-1
WH-4-023,SU-DHL-16
AZD8055,KMOE-2
Refametinib_1526,HCC-15
BAY-MPS-combo 2 (paclitaxel 1 uM),Daudi
Torin 2,GCT
Bleomycin,D-423MG
Doxorubicin_1386,A101D
QL-XII-47_1155,A549
NSC319726,RCC-MF
Ispinesib Mesylate,RERF-LC-MS
Pevonedistat,BC-1
Sepantronium bromide,NCI-H1694
Omipalisib,PL4
Obatoclax Mesylate,P32-ISH
PHA-793887,COR-L311
Omipalisib,COLO-800
AR-42,PEO1
TW 37,PEO1
CUDC-101,NCI-H64
Omipalisib,A375
Refametinib_1014,LB2518-MEL
Cisplatin_1496,A673
Tipifarnib,HH
Docetaxel,EW-16
IMD-0354,PE-CA-PJ15
Vinblastine,U-698-M
TW 37,HAL-01
Talazoparib,TC-71
AZD8055,AN3-CA
CUDC-101,HSC-2
TW 37,HT-144
CUDC-101,CHP-212
Vinblastine,BE2-M17
Docetaxel,DJM-1
Docetaxel,23132-87
AZD8931,OVCA420
Dasatinib,A101D
Tivozanib,NCI-H716
Docetaxel,D-423MG
Sepantronium bromide,DMS-79
GSK1059615,RCC-JW
Doxorubicin_1386,KCL-22
Vinblastine,VAL
Omipalisib,PE-CA-PJ15
Obatoclax Mesylate,COLO-800
Belinostat,JURL-MK1
Bleomycin,5637
GW441756,JM1
(5Z)-7-Oxozeaenol,NCI-H1869
Afatinib_1032,CW-2
BMS-536924_1091,NCI-H929
Vinblastine,RH-18
QL-X-138,OCI-LY-19
Ispinesib Mesylate,KS-1
